partition,simulator_id,prospective_cluster_count,control_response_lambda,delta,addresses,macro_mean_gate_passage_probability,minimum_address_probability,median_address_probability,maximum_address_probability
discovery,joint_gaussian_regularized_cluster,12,0.5,0.5,6,0.33,0.0,0.127,0.902
discovery,joint_gaussian_regularized_cluster,12,0.5,0.75,6,0.36433333333333334,0.0,0.16,0.956
discovery,joint_gaussian_regularized_cluster,12,0.5,1.0,6,0.37733333333333335,0.0,0.163,0.983
discovery,joint_gaussian_regularized_cluster,12,0.5,1.5,6,0.37966666666666665,0.0,0.1595,0.988
discovery,joint_gaussian_regularized_cluster,12,0.5,2.0,6,0.38483333333333336,0.0,0.1665,0.999
discovery,joint_gaussian_regularized_cluster,12,1.0,0.25,6,0.08383333333333333,0.0,0.0275,0.242
discovery,joint_gaussian_regularized_cluster,12,1.0,0.5,6,0.10816666666666667,0.0,0.051,0.318
discovery,joint_gaussian_regularized_cluster,12,1.0,0.75,6,0.11533333333333334,0.0,0.05,0.34
discovery,joint_gaussian_regularized_cluster,12,1.0,1.0,6,0.12266666666666666,0.0,0.054,0.331
discovery,joint_gaussian_regularized_cluster,12,1.0,1.5,6,0.10716666666666667,0.0,0.0465,0.298
discovery,joint_gaussian_regularized_cluster,12,1.0,2.0,6,0.09716666666666667,0.0,0.0365,0.272
discovery,joint_wild_cluster_rademacher,3,0.0,0.0,6,0.0,0.0,0.0,0.0
discovery,joint_wild_cluster_rademacher,3,0.0,0.25,6,0.0,0.0,0.0,0.0
discovery,joint_wild_cluster_rademacher,3,0.0,0.5,6,0.0,0.0,0.0,0.0
discovery,joint_wild_cluster_rademacher,3,0.0,0.75,6,0.0,0.0,0.0,0.0
discovery,joint_wild_cluster_rademacher,3,0.0,1.0,6,0.0,0.0,0.0,0.0
discovery,joint_wild_cluster_rademacher,3,0.0,1.5,6,0.0,0.0,0.0,0.0
discovery,joint_wild_cluster_rademacher,3,0.0,2.0,6,0.0,0.0,0.0,0.0
discovery,joint_wild_cluster_rademacher,3,0.25,0.25,6,0.0,0.0,0.0,0.0
discovery,joint_wild_cluster_rademacher,3,0.25,0.5,6,0.0,0.0,0.0,0.0
discovery,joint_wild_cluster_rademacher,3,0.25,0.75,6,0.0,0.0,0.0,0.0
discovery,joint_wild_cluster_rademacher,3,0.25,1.0,6,0.0,0.0,0.0,0.0
discovery,joint_wild_cluster_rademacher,3,0.25,1.5,6,0.0,0.0,0.0,0.0
discovery,joint_wild_cluster_rademacher,3,0.25,2.0,6,0.0,0.0,0.0,0.0
discovery,joint_wild_cluster_rademacher,3,0.5,0.25,6,0.0,0.0,0.0,0.0
discovery,joint_wild_cluster_rademacher,3,0.5,0.5,6,0.0,0.0,0.0,0.0
discovery,joint_wild_cluster_rademacher,3,0.5,0.75,6,0.0,0.0,0.0,0.0
discovery,joint_wild_cluster_rademacher,3,0.5,1.0,6,0.0,0.0,0.0,0.0
discovery,joint_wild_cluster_rademacher,3,0.5,1.5,6,0.0,0.0,0.0,0.0
discovery,joint_wild_cluster_rademacher,3,0.5,2.0,6,0.0,0.0,0.0,0.0
discovery,joint_wild_cluster_rademacher,3,1.0,0.25,6,0.0,0.0,0.0,0.0
discovery,joint_wild_cluster_rademacher,3,1.0,0.5,6,0.0,0.0,0.0,0.0
discovery,joint_wild_cluster_rademacher,3,1.0,0.75,6,0.0,0.0,0.0,0.0
discovery,joint_wild_cluster_rademacher,3,1.0,1.0,6,0.0,0.0,0.0,0.0
discovery,joint_wild_cluster_rademacher,3,1.0,1.5,6,0.0,0.0,0.0,0.0
discovery,joint_wild_cluster_rademacher,3,1.0,2.0,6,0.0,0.0,0.0,0.0
discovery,joint_wild_cluster_rademacher,4,0.0,0.0,6,0.0,0.0,0.0,0.0
discovery,joint_wild_cluster_rademacher,4,0.0,0.25,6,0.012666666666666668,0.0,0.0005,0.067
discovery,joint_wild_cluster_rademacher,4,0.0,0.5,6,0.048499999999999995,0.0,0.002,0.216
discovery,joint_wild_cluster_rademacher,4,0.0,0.75,6,0.067,0.0,0.001,0.263
discovery,joint_wild_cluster_rademacher,4,0.0,1.0,6,0.08683333333333333,0.0,0.0025,0.317
discovery,joint_wild_cluster_rademacher,4,0.0,1.5,6,0.09633333333333334,0.0,0.001,0.304
discovery,joint_wild_cluster_rademacher,4,0.0,2.0,6,0.105,0.0,0.0025,0.315
discovery,joint_wild_cluster_rademacher,4,0.25,0.25,6,0.014333333333333332,0.0,0.0,0.073
discovery,joint_wild_cluster_rademacher,4,0.25,0.5,6,0.04666666666666667,0.0,0.002,0.213
discovery,joint_wild_cluster_rademacher,4,0.25,0.75,6,0.0635,0.0,0.0015,0.245
discovery,joint_wild_cluster_rademacher,4,0.25,1.0,6,0.07983333333333333,0.0,0.0015,0.269
discovery,joint_wild_cluster_rademacher,4,0.25,1.5,6,0.09300000000000001,0.0,0.002,0.3
discovery,joint_wild_cluster_rademacher,4,0.25,2.0,6,0.1045,0.0,0.002,0.324
discovery,joint_wild_cluster_rademacher,4,0.5,0.25,6,0.013333333333333334,0.0,0.0005,0.066
discovery,joint_wild_cluster_rademacher,4,0.5,0.5,6,0.04,0.0,0.002,0.178
discovery,joint_wild_cluster_rademacher,4,0.5,0.75,6,0.06333333333333334,0.0,0.001,0.253
discovery,joint_wild_cluster_rademacher,4,0.5,1.0,6,0.07583333333333334,0.0,0.002,0.273
discovery,joint_wild_cluster_rademacher,4,0.5,1.5,6,0.08700000000000001,0.0,0.0015,0.278
discovery,joint_wild_cluster_rademacher,4,0.5,2.0,6,0.09766666666666668,0.0,0.0015,0.303
discovery,joint_wild_cluster_rademacher,4,1.0,0.25,6,0.010833333333333334,0.0,0.001,0.05
discovery,joint_wild_cluster_rademacher,4,1.0,0.5,6,0.022000000000000002,0.0,0.0005,0.066
discovery,joint_wild_cluster_rademacher,4,1.0,0.75,6,0.0315,0.0,0.0,0.101
discovery,joint_wild_cluster_rademacher,4,1.0,1.0,6,0.034,0.0,0.0005,0.104
discovery,joint_wild_cluster_rademacher,4,1.0,1.5,6,0.035,0.0,0.0005,0.113
discovery,joint_wild_cluster_rademacher,4,1.0,2.0,6,0.03466666666666667,0.0,0.0,0.108
discovery,joint_wild_cluster_rademacher,5,0.0,0.0,6,0.0,0.0,0.0,0.0
discovery,joint_wild_cluster_rademacher,5,0.0,0.25,6,0.04,0.0,0.001,0.198
discovery,joint_wild_cluster_rademacher,5,0.0,0.5,6,0.11533333333333333,0.0,0.006,0.488
discovery,joint_wild_cluster_rademacher,5,0.0,0.75,6,0.1555,0.0,0.0055,0.563
discovery,joint_wild_cluster_rademacher,5,0.0,1.0,6,0.18600000000000003,0.0,0.0065,0.627
discovery,joint_wild_cluster_rademacher,5,0.0,1.5,6,0.20483333333333334,0.0,0.007,0.644
discovery,joint_wild_cluster_rademacher,5,0.0,2.0,6,0.21183333333333332,0.0,0.007,0.647
discovery,joint_wild_cluster_rademacher,5,0.25,0.25,6,0.046000000000000006,0.0,0.0015,0.229
discovery,joint_wild_cluster_rademacher,5,0.25,0.5,6,0.11766666666666666,0.0,0.0065,0.481
discovery,joint_wild_cluster_rademacher,5,0.25,0.75,6,0.15066666666666667,0.0,0.004,0.547
discovery,joint_wild_cluster_rademacher,5,0.25,1.0,6,0.1745,0.0,0.0055,0.573
discovery,joint_wild_cluster_rademacher,5,0.25,1.5,6,0.19433333333333333,0.0,0.008,0.598
discovery,joint_wild_cluster_rademacher,5,0.25,2.0,6,0.21116666666666664,0.0,0.006,0.634
discovery,joint_wild_cluster_rademacher,5,0.5,0.25,6,0.03833333333333333,0.0,0.004,0.175
discovery,joint_wild_cluster_rademacher,5,0.5,0.5,6,0.10666666666666667,0.0,0.004,0.444
discovery,joint_wild_cluster_rademacher,5,0.5,0.75,6,0.1456666666666667,0.0,0.006,0.527
discovery,joint_wild_cluster_rademacher,5,0.5,1.0,6,0.169,0.0,0.0095,0.549
discovery,joint_wild_cluster_rademacher,5,0.5,1.5,6,0.19233333333333333,0.0,0.005,0.623
discovery,joint_wild_cluster_rademacher,5,0.5,2.0,6,0.20199999999999999,0.0,0.0045,0.62
discovery,joint_wild_cluster_rademacher,5,1.0,0.25,6,0.02,0.0,0.002,0.079
discovery,joint_wild_cluster_rademacher,5,1.0,0.5,6,0.051666666666666666,0.0,0.002,0.161
discovery,joint_wild_cluster_rademacher,5,1.0,0.75,6,0.07016666666666667,0.0,0.003,0.209
discovery,joint_wild_cluster_rademacher,5,1.0,1.0,6,0.06983333333333334,0.0,0.002,0.221
discovery,joint_wild_cluster_rademacher,5,1.0,1.5,6,0.072,0.0,0.002,0.214
discovery,joint_wild_cluster_rademacher,5,1.0,2.0,6,0.0725,0.0,0.001,0.239
discovery,joint_wild_cluster_rademacher,6,0.0,0.0,6,0.0,0.0,0.0,0.0
discovery,joint_wild_cluster_rademacher,6,0.0,0.25,6,0.078,0.0,0.0025,0.36
discovery,joint_wild_cluster_rademacher,6,0.0,0.5,6,0.17966666666666664,0.0,0.018,0.694
discovery,joint_wild_cluster_rademacher,6,0.0,0.75,6,0.22983333333333333,0.0,0.017,0.773
discovery,joint_wild_cluster_rademacher,6,0.0,1.0,6,0.2558333333333333,0.0,0.015,0.815
discovery,joint_wild_cluster_rademacher,6,0.0,1.5,6,0.2778333333333333,0.0,0.0215,0.839
discovery,joint_wild_cluster_rademacher,6,0.0,2.0,6,0.2828333333333333,0.0,0.016,0.838
discovery,joint_wild_cluster_rademacher,6,0.25,0.25,6,0.08166666666666667,0.0,0.0045,0.372
discovery,joint_wild_cluster_rademacher,6,0.25,0.5,6,0.17816666666666667,0.0,0.0125,0.69
discovery,joint_wild_cluster_rademacher,6,0.25,0.75,6,0.2273333333333333,0.0,0.0145,0.766
discovery,joint_wild_cluster_rademacher,6,0.25,1.0,6,0.25366666666666665,0.0,0.016,0.796
discovery,joint_wild_cluster_rademacher,6,0.25,1.5,6,0.27366666666666667,0.0,0.017,0.82
discovery,joint_wild_cluster_rademacher,6,0.25,2.0,6,0.27566666666666667,0.0,0.014,0.823
discovery,joint_wild_cluster_rademacher,6,0.5,0.25,6,0.06866666666666667,0.0,0.005,0.309
discovery,joint_wild_cluster_rademacher,6,0.5,0.5,6,0.15916666666666668,0.0,0.011,0.601
discovery,joint_wild_cluster_rademacher,6,0.5,0.75,6,0.20950000000000002,0.0,0.01,0.712
discovery,joint_wild_cluster_rademacher,6,0.5,1.0,6,0.242,0.0,0.0205,0.772
discovery,joint_wild_cluster_rademacher,6,0.5,1.5,6,0.25816666666666666,0.0,0.0155,0.806
discovery,joint_wild_cluster_rademacher,6,0.5,2.0,6,0.27016666666666667,0.0,0.0155,0.819
discovery,joint_wild_cluster_rademacher,6,1.0,0.25,6,0.03616666666666667,0.0,0.003,0.134
discovery,joint_wild_cluster_rademacher,6,1.0,0.5,6,0.074,0.0,0.0035,0.222
discovery,joint_wild_cluster_rademacher,6,1.0,0.75,6,0.09150000000000001,0.0,0.006,0.269
discovery,joint_wild_cluster_rademacher,6,1.0,1.0,6,0.09300000000000001,0.0,0.007,0.297
discovery,joint_wild_cluster_rademacher,6,1.0,1.5,6,0.09516666666666666,0.0,0.0055,0.298
discovery,joint_wild_cluster_rademacher,6,1.0,2.0,6,0.09600000000000002,0.0,0.005,0.307
discovery,joint_wild_cluster_rademacher,8,0.0,0.0,6,0.0,0.0,0.0,0.0
discovery,joint_wild_cluster_rademacher,8,0.0,0.25,6,0.152,0.0,0.011,0.641
discovery,joint_wild_cluster_rademacher,8,0.0,0.5,6,0.2748333333333333,0.0,0.043,0.923
discovery,joint_wild_cluster_rademacher,8,0.0,0.75,6,0.31583333333333335,0.0,0.051,0.954
discovery,joint_wild_cluster_rademacher,8,0.0,1.0,6,0.3328333333333333,0.0,0.051,0.968
discovery,joint_wild_cluster_rademacher,8,0.0,1.5,6,0.3448333333333333,0.0,0.0655,0.974
discovery,joint_wild_cluster_rademacher,8,0.0,2.0,6,0.34149999999999997,0.0,0.056,0.974
discovery,joint_wild_cluster_rademacher,8,0.25,0.25,6,0.15733333333333333,0.0,0.018,0.646
discovery,joint_wild_cluster_rademacher,8,0.25,0.5,6,0.27366666666666667,0.0,0.037,0.921
discovery,joint_wild_cluster_rademacher,8,0.25,0.75,6,0.315,0.0,0.048,0.955
discovery,joint_wild_cluster_rademacher,8,0.25,1.0,6,0.33066666666666666,0.0,0.0565,0.96
discovery,joint_wild_cluster_rademacher,8,0.25,1.5,6,0.33916666666666667,0.0,0.0535,0.965
discovery,joint_wild_cluster_rademacher,8,0.25,2.0,6,0.33866666666666667,0.0,0.048,0.971
discovery,joint_wild_cluster_rademacher,8,0.5,0.25,6,0.134,0.0,0.014,0.532
discovery,joint_wild_cluster_rademacher,8,0.5,0.5,6,0.24433333333333332,0.0,0.034,0.812
discovery,joint_wild_cluster_rademacher,8,0.5,0.75,6,0.284,0.0,0.04,0.874
discovery,joint_wild_cluster_rademacher,8,0.5,1.0,6,0.3156666666666667,0.0,0.058,0.927
discovery,joint_wild_cluster_rademacher,8,0.5,1.5,6,0.3228333333333333,0.0,0.047,0.944
discovery,joint_wild_cluster_rademacher,8,0.5,2.0,6,0.33149999999999996,0.0,0.0555,0.949
discovery,joint_wild_cluster_rademacher,8,1.0,0.25,6,0.062,0.0,0.008,0.195
discovery,joint_wild_cluster_rademacher,8,1.0,0.5,6,0.09916666666666667,0.0,0.0145,0.309
discovery,joint_wild_cluster_rademacher,8,1.0,0.75,6,0.1105,0.0,0.021,0.329
discovery,joint_wild_cluster_rademacher,8,1.0,1.0,6,0.10633333333333332,0.0,0.018,0.315
discovery,joint_wild_cluster_rademacher,8,1.0,1.5,6,0.10966666666666668,0.0,0.016,0.338
discovery,joint_wild_cluster_rademacher,8,1.0,2.0,6,0.10333333333333333,0.0,0.0165,0.329
discovery,joint_wild_cluster_rademacher,10,0.0,0.0,6,0.0,0.0,0.0,0.0
discovery,joint_wild_cluster_rademacher,10,0.0,0.25,6,0.216,0.0,0.03,0.832
discovery,joint_wild_cluster_rademacher,10,0.0,0.5,6,0.32866666666666666,0.0,0.078,0.976
discovery,joint_wild_cluster_rademacher,10,0.0,0.75,6,0.3595,0.0,0.1075,0.985
discovery,joint_wild_cluster_rademacher,10,0.0,1.0,6,0.3645,0.0,0.1025,0.994
discovery,joint_wild_cluster_rademacher,10,0.0,1.5,6,0.37166666666666665,0.0,0.1215,0.996
discovery,joint_wild_cluster_rademacher,10,0.0,2.0,6,0.37033333333333335,0.0,0.117,0.998
discovery,joint_wild_cluster_rademacher,10,0.25,0.25,6,0.21833333333333335,0.0,0.0355,0.797
discovery,joint_wild_cluster_rademacher,10,0.25,0.5,6,0.3245,0.0,0.0765,0.965
discovery,joint_wild_cluster_rademacher,10,0.25,0.75,6,0.35716666666666663,0.0,0.1005,0.992
discovery,joint_wild_cluster_rademacher,10,0.25,1.0,6,0.3665,0.0,0.114,0.995
discovery,joint_wild_cluster_rademacher,10,0.25,1.5,6,0.36716666666666664,0.0,0.108,0.994
discovery,joint_wild_cluster_rademacher,10,0.25,2.0,6,0.369,0.0,0.1105,0.997
discovery,joint_wild_cluster_rademacher,10,0.5,0.25,6,0.17833333333333334,0.0,0.033,0.623
discovery,joint_wild_cluster_rademacher,10,0.5,0.5,6,0.294,0.0,0.069,0.891
discovery,joint_wild_cluster_rademacher,10,0.5,0.75,6,0.32983333333333337,0.0,0.092,0.928
discovery,joint_wild_cluster_rademacher,10,0.5,1.0,6,0.34600000000000003,0.0,0.0995,0.965
discovery,joint_wild_cluster_rademacher,10,0.5,1.5,6,0.35566666666666663,0.0,0.104,0.971
discovery,joint_wild_cluster_rademacher,10,0.5,2.0,6,0.3641666666666667,0.0,0.1185,0.984
discovery,joint_wild_cluster_rademacher,10,1.0,0.25,6,0.0765,0.0,0.012,0.221
discovery,joint_wild_cluster_rademacher,10,1.0,0.5,6,0.10666666666666667,0.0,0.029,0.328
discovery,joint_wild_cluster_rademacher,10,1.0,0.75,6,0.11183333333333334,0.0,0.033,0.311
discovery,joint_wild_cluster_rademacher,10,1.0,1.0,6,0.10666666666666667,0.0,0.0335,0.295
discovery,joint_wild_cluster_rademacher,10,1.0,1.5,6,0.11316666666666668,0.0,0.0285,0.342
discovery,joint_wild_cluster_rademacher,10,1.0,2.0,6,0.10483333333333333,0.0,0.0295,0.315
discovery,joint_wild_cluster_rademacher,12,0.0,0.0,6,0.0,0.0,0.0,0.0
discovery,joint_wild_cluster_rademacher,12,0.0,0.25,6,0.26533333333333337,0.0,0.0625,0.89
discovery,joint_wild_cluster_rademacher,12,0.0,0.5,6,0.36966666666666664,0.0,0.1375,0.994
discovery,joint_wild_cluster_rademacher,12,0.0,0.75,6,0.38466666666666666,0.0,0.161,0.999
discovery,joint_wild_cluster_rademacher,12,0.0,1.0,6,0.3873333333333333,0.0,0.1645,0.998
discovery,joint_wild_cluster_rademacher,12,0.0,1.5,6,0.39233333333333337,0.0,0.178,0.999
discovery,joint_wild_cluster_rademacher,12,0.0,2.0,6,0.3925,0.0,0.1785,1.0
discovery,joint_wild_cluster_rademacher,12,0.25,0.25,6,0.26699999999999996,0.0,0.0665,0.859
discovery,joint_wild_cluster_rademacher,12,0.25,0.5,6,0.363,0.0,0.135,0.988
discovery,joint_wild_cluster_rademacher,12,0.25,0.75,6,0.38316666666666666,0.0,0.158,0.998
discovery,joint_wild_cluster_rademacher,12,0.25,1.0,6,0.38966666666666666,0.0,0.171,1.0
discovery,joint_wild_cluster_rademacher,12,0.25,1.5,6,0.39166666666666666,0.0,0.176,1.0
discovery,joint_wild_cluster_rademacher,12,0.25,2.0,6,0.39166666666666666,0.0,0.176,0.999
discovery,joint_wild_cluster_rademacher,12,0.5,0.25,6,0.217,0.0,0.056,0.7
discovery,joint_wild_cluster_rademacher,12,0.5,0.5,6,0.33116666666666666,0.0,0.1285,0.919
discovery,joint_wild_cluster_rademacher,12,0.5,0.75,6,0.3581666666666667,0.0,0.147,0.949
discovery,joint_wild_cluster_rademacher,12,0.5,1.0,6,0.37633333333333335,0.0,0.169,0.977
discovery,joint_wild_cluster_rademacher,12,0.5,1.5,6,0.3795,0.0,0.163,0.983
discovery,joint_wild_cluster_rademacher,12,0.5,2.0,6,0.38833333333333336,0.0,0.1795,0.991
discovery,joint_wild_cluster_rademacher,12,1.0,0.25,6,0.085,0.0,0.0225,0.253
discovery,joint_wild_cluster_rademacher,12,1.0,0.5,6,0.10783333333333334,0.0,0.047,0.311
discovery,joint_wild_cluster_rademacher,12,1.0,0.75,6,0.11299999999999999,0.0,0.054,0.297
discovery,joint_wild_cluster_rademacher,12,1.0,1.0,6,0.10916666666666668,0.0,0.0485,0.286
discovery,joint_wild_cluster_rademacher,12,1.0,1.5,6,0.1185,0.0,0.047,0.334
discovery,joint_wild_cluster_rademacher,12,1.0,2.0,6,0.10166666666666667,0.0,0.0435,0.31
