partition,simulator_id,prospective_cluster_count,delta,control_response_lambda,failed_gates_json,replicate_count
confirmation,joint_gaussian_regularized_cluster,3,0.5,0.5,"[""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass""]",279
confirmation,joint_gaussian_regularized_cluster,3,0.5,0.5,"[""support_available_pass"",""complement_admissible_pass"",""effect_direction_reproduced_pass"",""target_contrast_positive_pass"",""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",266
confirmation,joint_gaussian_regularized_cluster,3,0.5,0.5,"[""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",246
confirmation,joint_gaussian_regularized_cluster,3,0.5,0.5,"[""complement_admissible_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",131
confirmation,joint_gaussian_regularized_cluster,3,0.5,0.5,"[""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass""]",122
confirmation,joint_gaussian_regularized_cluster,3,0.5,0.5,"[""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",95
confirmation,joint_gaussian_regularized_cluster,3,0.5,0.5,"[""complement_admissible_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",94
confirmation,joint_gaussian_regularized_cluster,3,0.5,0.5,"[""complement_admissible_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass""]",57
confirmation,joint_gaussian_regularized_cluster,3,0.5,0.5,"[""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",49
confirmation,joint_gaussian_regularized_cluster,3,0.5,0.5,"[""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass""]",15
confirmation,joint_gaussian_regularized_cluster,3,0.5,0.5,"[""complement_admissible_pass"",""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",9
confirmation,joint_gaussian_regularized_cluster,3,0.5,0.5,"[""complement_admissible_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",7
confirmation,joint_gaussian_regularized_cluster,3,0.5,0.5,"[""complement_admissible_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass""]",6
confirmation,joint_gaussian_regularized_cluster,3,0.5,0.5,"[""minimum_effect_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",5
confirmation,joint_gaussian_regularized_cluster,3,0.5,0.5,"[""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",2
confirmation,joint_gaussian_regularized_cluster,3,0.5,0.5,"[""complement_admissible_pass"",""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass""]",1
confirmation,joint_gaussian_regularized_cluster,3,0.5,1.0,"[""complement_admissible_pass"",""effect_direction_reproduced_pass"",""target_contrast_positive_pass"",""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",1155
confirmation,joint_gaussian_regularized_cluster,3,0.5,1.0,"[""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",883
confirmation,joint_gaussian_regularized_cluster,3,0.5,1.0,"[""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",729
confirmation,joint_gaussian_regularized_cluster,3,0.5,1.0,"[""effect_direction_reproduced_pass"",""target_contrast_positive_pass"",""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",589
confirmation,joint_gaussian_regularized_cluster,3,0.5,1.0,"[""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",460
confirmation,joint_gaussian_regularized_cluster,3,0.5,1.0,"[""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass""]",417
confirmation,joint_gaussian_regularized_cluster,3,0.5,1.0,"[""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",373
confirmation,joint_gaussian_regularized_cluster,3,0.5,1.0,"[""complement_admissible_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",293
confirmation,joint_gaussian_regularized_cluster,3,0.5,1.0,"[""complement_admissible_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",268
confirmation,joint_gaussian_regularized_cluster,3,0.5,1.0,"[""support_available_pass"",""complement_admissible_pass"",""effect_direction_reproduced_pass"",""target_contrast_positive_pass"",""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",256
confirmation,joint_gaussian_regularized_cluster,3,0.5,1.0,"[""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass""]",221
confirmation,joint_gaussian_regularized_cluster,3,0.5,1.0,"[""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",108
confirmation,joint_gaussian_regularized_cluster,3,0.5,1.0,"[""complement_admissible_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass""]",94
confirmation,joint_gaussian_regularized_cluster,3,0.5,1.0,"[""complement_admissible_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",94
confirmation,joint_gaussian_regularized_cluster,3,0.5,1.0,"[""complement_admissible_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",26
confirmation,joint_gaussian_regularized_cluster,3,0.5,1.0,"[""complement_admissible_pass"",""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",11
confirmation,joint_gaussian_regularized_cluster,3,0.5,1.0,"[""complement_admissible_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass""]",11
confirmation,joint_gaussian_regularized_cluster,3,0.5,1.0,"[""minimum_effect_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",11
confirmation,joint_gaussian_regularized_cluster,3,0.5,1.0,"[""minimum_effect_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass""]",1
confirmation,joint_gaussian_regularized_cluster,3,0.75,0.0,"[""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",2024
confirmation,joint_gaussian_regularized_cluster,3,0.75,0.0,"[""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",1221
confirmation,joint_gaussian_regularized_cluster,3,0.75,0.0,"[""complement_admissible_pass"",""effect_direction_reproduced_pass"",""target_contrast_positive_pass"",""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",1033
confirmation,joint_gaussian_regularized_cluster,3,0.75,0.0,"[""complement_admissible_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",612
confirmation,joint_gaussian_regularized_cluster,3,0.75,0.0,"[""effect_direction_reproduced_pass"",""target_contrast_positive_pass"",""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",574
confirmation,joint_gaussian_regularized_cluster,3,0.75,0.0,"[""support_available_pass"",""complement_admissible_pass"",""effect_direction_reproduced_pass"",""target_contrast_positive_pass"",""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",283
confirmation,joint_gaussian_regularized_cluster,3,0.75,0.0,"[""complement_admissible_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",238
confirmation,joint_gaussian_regularized_cluster,3,0.75,0.0,"[""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",12
confirmation,joint_gaussian_regularized_cluster,3,0.75,0.0,"[""minimum_effect_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",2
confirmation,joint_gaussian_regularized_cluster,3,0.75,0.0,"[""complement_admissible_pass"",""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",1
confirmation,joint_gaussian_regularized_cluster,3,0.75,0.25,"[""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",1950
confirmation,joint_gaussian_regularized_cluster,3,0.75,0.25,"[""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",1151
confirmation,joint_gaussian_regularized_cluster,3,0.75,0.25,"[""complement_admissible_pass"",""effect_direction_reproduced_pass"",""target_contrast_positive_pass"",""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",1065
confirmation,joint_gaussian_regularized_cluster,3,0.75,0.25,"[""complement_admissible_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",573
confirmation,joint_gaussian_regularized_cluster,3,0.75,0.25,"[""effect_direction_reproduced_pass"",""target_contrast_positive_pass"",""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",560
confirmation,joint_gaussian_regularized_cluster,3,0.75,0.25,"[""support_available_pass"",""complement_admissible_pass"",""effect_direction_reproduced_pass"",""target_contrast_positive_pass"",""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",273
confirmation,joint_gaussian_regularized_cluster,3,0.75,0.25,"[""complement_admissible_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",210
confirmation,joint_gaussian_regularized_cluster,3,0.75,0.25,"[""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass""]",59
confirmation,joint_gaussian_regularized_cluster,3,0.75,0.25,"[""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",46
confirmation,joint_gaussian_regularized_cluster,3,0.75,0.25,"[""complement_admissible_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",29
confirmation,joint_gaussian_regularized_cluster,3,0.75,0.25,"[""complement_admissible_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass""]",23
confirmation,joint_gaussian_regularized_cluster,3,0.75,0.25,"[""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass""]",23
confirmation,joint_gaussian_regularized_cluster,3,0.75,0.25,"[""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass""]",11
confirmation,joint_gaussian_regularized_cluster,3,0.75,0.25,"[""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",11
confirmation,joint_gaussian_regularized_cluster,3,0.75,0.25,"[""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",10
confirmation,joint_gaussian_regularized_cluster,3,0.75,0.25,"[""minimum_effect_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",2
confirmation,joint_gaussian_regularized_cluster,3,0.75,0.25,"[""complement_admissible_pass"",""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass""]",1
confirmation,joint_gaussian_regularized_cluster,3,0.75,0.25,"[""complement_admissible_pass"",""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",1
confirmation,joint_gaussian_regularized_cluster,3,0.75,0.25,"[""complement_admissible_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass""]",1
confirmation,joint_gaussian_regularized_cluster,3,0.75,0.25,"[""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",1
confirmation,joint_gaussian_regularized_cluster,3,0.75,0.5,"[""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",1637
confirmation,joint_gaussian_regularized_cluster,3,0.75,0.5,"[""complement_admissible_pass"",""effect_direction_reproduced_pass"",""target_contrast_positive_pass"",""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",1084
confirmation,joint_gaussian_regularized_cluster,3,0.75,0.5,"[""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",1040
