scenario_id,base_scenario_id,address_id,record_id,support_id,relation,carrier,entitlement_status,partition,simulator_id,failure_predicate,prospective_cluster_count,minimum_attainable_exact_p,structurally_attainable,delta,control_response_lambda,replicates,overall_gate_pass_count,conditional_gate_passage_probability,monte_carlo_wilson_low,monte_carlo_wilson_high,empirically_passable,effective_resolution_attainable_count,effective_resolution_attainable_probability,support_available_pass_count,support_available_pass_probability,complement_admissible_pass_count,complement_admissible_pass_probability,effect_direction_reproduced_pass_count,effect_direction_reproduced_pass_probability,target_contrast_positive_pass_count,target_contrast_positive_pass_probability,minimum_effect_pass_count,minimum_effect_pass_probability,cluster_uncertainty_pass_count,cluster_uncertainty_pass_probability,raw_statistical_threshold_pass_count,raw_statistical_threshold_pass_probability,multiplicity_adjusted_threshold_pass_count,multiplicity_adjusted_threshold_pass_probability,control_adjusted_contrast_pass_count,control_adjusted_contrast_pass_probability,control_specificity_pass_count,control_specificity_pass_probability,mean_target_contrast,min_target_contrast,max_target_contrast,mean_target_response_from_simulated_null,min_target_response_from_simulated_null,max_target_response_from_simulated_null,mean_control_adjusted_contrast,min_control_adjusted_contrast,max_control_adjusted_contrast,mean_positive_control_adjusted_share,min_positive_control_adjusted_share,max_positive_control_adjusted_share,mean_bootstrap_ci_low,min_bootstrap_ci_low,max_bootstrap_ci_low,mean_bootstrap_positive_share,min_bootstrap_positive_share,max_bootstrap_positive_share,mean_direction_consistency,min_direction_consistency,max_direction_consistency,mean_independent_cluster_count,min_independent_cluster_count,max_independent_cluster_count,mean_raw_permutation_p,min_raw_permutation_p,max_raw_permutation_p,mean_source_template_unique_count,min_source_template_unique_count,max_source_template_unique_count,mean_source_template_reuse_fraction,min_source_template_reuse_fraction,max_source_template_reuse_fraction
CS-9b95a29717cdd20543e1d887,BS-86908245b500f51dceb1a9bd,fe17c18b39eb86c6e9f982bd,C_vs_Cp3__path_shares_only,28ecf7e42b861405b6b3,C_vs_Cp3,path_shares_only,fl3_entitled,confirmation,joint_wild_cluster_rademacher,measurement_missingness_concentration,12,0.000244140625,True,0.25,0.0,1000,564,0.564,0.5330781384432806,0.5944320364705682,True,1000,1.0,1000,1.0,1000,1.0,997,0.997,997,0.997,851,0.851,785,0.785,565,0.565,565,0.565,973,0.973,997,0.997,0.17127000481159876,0.0,0.4192307692307692,0.17127000481159876,0.0,0.4192307692307692,0.17127000481159876,0.0,0.4192307692307692,0.997,0.0,1.0,0.06453086075979703,0.0,0.35714285714285715,0.9589465503961268,0.63818359375,1.0,0.9867702020202019,0.0,1.0,9.002,4.0,12.0,0.121736328125,0.001953125,1.0,3.882,2.0,4.0,0.6764999999999967,0.6666666666666667,0.8333333333333334
CS-21e6ce41260fe8dd82a4d364,BS-2f1165e3814d64b754a1a278,fe17c18b39eb86c6e9f982bd,C_vs_Cp3__path_shares_only,28ecf7e42b861405b6b3,C_vs_Cp3,path_shares_only,fl3_entitled,confirmation,joint_wild_cluster_rademacher,measurement_missingness_concentration,3,0.125,False,0.5,0.0,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,False,0,0.0,1000,1.0,510,0.51,920,0.92,920,0.92,914,0.914,488,0.488,0,0.0,0,0.0,920,0.92,920,0.92,0.3072339711312523,0.0,0.875,0.3072339711312523,0.0,0.875,0.3072339711312523,0.0,0.875,0.9264853977844915,0.0,1.0,0.2616717896174861,0.029166666666667375,0.75,0.9869314725281763,0.94970703125,1.0,0.763178294573643,0.0,1.0,2.267,0.0,3.0,0.462375,0.125,1.0,2.348,1.0,3.0,0.2173333333333347,0.0,0.6666666666666667
CS-11ed356dc28d7862b49a4164,BS-2f1165e3814d64b754a1a278,fe17c18b39eb86c6e9f982bd,C_vs_Cp3__path_shares_only,28ecf7e42b861405b6b3,C_vs_Cp3,path_shares_only,fl3_entitled,confirmation,joint_wild_cluster_rademacher,measurement_missingness_concentration,4,0.0625,True,0.5,0.0,1000,68,0.068,0.05399245780853015,0.08531386152298948,True,303,0.303,1000,1.0,877,0.877,966,0.966,966,0.966,949,0.949,599,0.599,68,0.068,68,0.068,966,0.966,966,0.966,0.3112033590991509,0.0,0.875,0.3112033590991509,0.0,0.875,0.3112033590991509,0.0,0.875,0.9679358717434869,0.0,1.0,0.18307548054383496,0.0,0.75,0.9684897206838959,0.6552734375,1.0,0.86415882967607,0.0,1.0,3.036,0.0,4.0,0.324625,0.0625,1.0,2.769,1.0,4.0,0.30775,0.0,0.75
CS-251cb4368c6dd09357860ea9,BS-2f1165e3814d64b754a1a278,fe17c18b39eb86c6e9f982bd,C_vs_Cp3__path_shares_only,28ecf7e42b861405b6b3,C_vs_Cp3,path_shares_only,fl3_entitled,confirmation,joint_wild_cluster_rademacher,measurement_missingness_concentration,5,0.03125,True,0.5,0.0,1000,207,0.207,0.18303292798076143,0.23320955249177389,True,646,0.646,1000,1.0,976,0.976,989,0.989,989,0.989,954,0.954,652,0.652,207,0.207,207,0.207,989,0.989,989,0.989,0.31157566296455197,0.0,0.8,0.31157566296455197,0.0,0.8,0.31157566296455197,0.0,0.8,0.98998998998999,0.0,1.0,0.1473244978756278,0.0,0.5,0.9614953740585168,0.65478515625,1.0,0.9231847348868617,0.0,1.0,3.776,0.0,5.0,0.238875,0.03125,1.0,3.07,1.0,4.0,0.38599999999999657,0.19999999999999996,0.8
CS-8939da1f238eeead62b68c8b,BS-2f1165e3814d64b754a1a278,fe17c18b39eb86c6e9f982bd,C_vs_Cp3__path_shares_only,28ecf7e42b861405b6b3,C_vs_Cp3,path_shares_only,fl3_entitled,confirmation,joint_wild_cluster_rademacher,measurement_missingness_concentration,6,0.015625,True,0.5,0.0,1000,357,0.357,0.3279037500492223,0.3871907028776464,True,849,0.849,1000,1.0,996,0.996,994,0.994,994,0.994,963,0.963,708,0.708,357,0.357,357,0.357,994,0.994,994,0.994,0.31085101010101024,0.0,0.7738095238095238,0.31085101010101024,0.0,0.7738095238095238,0.31085101010101024,0.0,0.7738095238095238,0.994,0.0,1.0,0.13417308714133894,0.0,0.5,0.9660470701049415,0.65966796875,1.0,0.9600704934541787,0.0,1.0,4.523,1.0,6.0,0.18046875,0.015625,1.0,3.279,1.0,4.0,0.45349999999999835,0.33333333333333337,0.8333333333333334
CS-5ea95972cdedc30f176eb514,BS-2f1165e3814d64b754a1a278,fe17c18b39eb86c6e9f982bd,C_vs_Cp3__path_shares_only,28ecf7e42b861405b6b3,C_vs_Cp3,path_shares_only,fl3_entitled,confirmation,joint_wild_cluster_rademacher,measurement_missingness_concentration,8,0.00390625,True,0.5,0.0,1000,616,0.616,0.5854663334716732,0.645645858559678,True,971,0.971,1000,1.0,1000,1.0,999,0.999,999,0.999,986,0.986,862,0.862,616,0.616,616,0.616,998,0.998,999,0.999,0.3109186757686757,0.0,0.75,0.3109186757686757,0.0,0.75,0.3109186757686757,0.0,0.75,0.999,0.0,1.0,0.1417564494168111,0.0,0.5,0.9790785322305162,0.6474609375,1.0,0.9878452380952377,0.0,1.0,5.999,2.0,8.0,0.10221484375,0.00390625,1.0,3.594,2.0,4.0,0.55075,0.5,0.75
CS-1a99d52229a40dbae9a187aa,BS-2f1165e3814d64b754a1a278,fe17c18b39eb86c6e9f982bd,C_vs_Cp3__path_shares_only,28ecf7e42b861405b6b3,C_vs_Cp3,path_shares_only,fl3_entitled,confirmation,joint_wild_cluster_rademacher,measurement_missingness_concentration,10,0.0009765625,True,0.5,0.0,1000,808,0.808,0.7824275640840395,0.8312151526888587,True,996,0.996,1000,1.0,1000,1.0,1000,1.0,1000,1.0,993,0.993,944,0.944,808,0.808,808,0.808,999,0.999,1000,1.0,0.3100166313884774,0.041666666666666664,0.5993589743589745,0.3100166313884774,0.041666666666666664,0.5993589743589745,0.3100166313884774,0.041666666666666664,0.5993589743589745,1.0,1.0,1.0,0.15627624440782664,0.0,0.5,0.989905262662989,0.63525390625,1.0,0.996454761904762,0.0,1.0,7.513,2.0,10.0,0.0588515625,0.0009765625,1.0,3.775,2.0,4.0,0.6225000000000092,0.6,0.8
CS-9cdec452ab473ede6f31cc2b,BS-2f1165e3814d64b754a1a278,fe17c18b39eb86c6e9f982bd,C_vs_Cp3__path_shares_only,28ecf7e42b861405b6b3,C_vs_Cp3,path_shares_only,fl3_entitled,confirmation,joint_wild_cluster_rademacher,measurement_missingness_concentration,12,0.000244140625,True,0.5,0.0,1000,908,0.908,0.8884912646437558,0.9243861004320312,True,1000,1.0,1000,1.0,1000,1.0,1000,1.0,1000,1.0,995,0.995,981,0.981,908,0.908,908,0.908,999,0.999,1000,1.0,0.3109979512060939,0.03571428571428571,0.6071428571428572,0.3109979512060939,0.03571428571428571,0.6071428571428572,0.3109979512060939,0.03571428571428571,0.6071428571428572,1.0,1.0,1.0,0.16800561699867245,0.0,0.4,0.9959823104354354,0.6826171875,1.0,0.99875,0.0,1.0,9.019,4.0,12.0,0.033713134765625,0.000244140625,1.0,3.888,2.0,4.0,0.6759999999999967,0.6666666666666667,0.8333333333333334
CS-02d9a8c43576026b521e7252,BS-ffb5cea59a0eeab43b25edd6,fe17c18b39eb86c6e9f982bd,C_vs_Cp3__path_shares_only,28ecf7e42b861405b6b3,C_vs_Cp3,path_shares_only,fl3_entitled,confirmation,joint_wild_cluster_rademacher,measurement_missingness_concentration,3,0.125,False,0.75,0.0,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,False,0,0.0,1000,1.0,503,0.503,970,0.97,970,0.97,969,0.969,649,0.649,0,0.0,0,0.0,970,0.97,970,0.97,0.43291962174940907,0.0,1.0,0.43291962174940907,0.0,1.0,0.43291962174940907,0.0,1.0,0.9827760891590679,0.0,1.0,0.3285824345146379,0.08333333333333333,1.0,0.991111626059322,0.9521484375,1.0,0.880895759017043,0.0,1.0,2.226,0.0,3.0,0.400625,0.125,1.0,2.333,1.0,3.0,0.22233333333333458,0.0,0.6666666666666667
CS-613d6e11888af858f57ac8d9,BS-ffb5cea59a0eeab43b25edd6,fe17c18b39eb86c6e9f982bd,C_vs_Cp3__path_shares_only,28ecf7e42b861405b6b3,C_vs_Cp3,path_shares_only,fl3_entitled,confirmation,joint_wild_cluster_rademacher,measurement_missingness_concentration,4,0.0625,True,0.75,0.0,1000,121,0.121,0.10222378228920963,0.14267690064284116,True,300,0.3,1000,1.0,865,0.865,991,0.991,991,0.991,988,0.988,773,0.773,121,0.121,121,0.121,991,0.991,991,0.991,0.43504083679610295,0.0,1.0,0.43504083679610295,0.0,1.0,0.43504083679610295,0.0,1.0,0.9939819458375125,0.0,1.0,0.27781161185546077,0.0,1.0,0.9869882860079172,0.67919921875,1.0,0.9312696747114368,0.0,1.0,2.965,0.0,4.0,0.2579375,0.0625,1.0,2.763,1.0,4.0,0.30925,0.0,0.75
CS-dc608b4302a9b923709a3342,BS-ffb5cea59a0eeab43b25edd6,fe17c18b39eb86c6e9f982bd,C_vs_Cp3__path_shares_only,28ecf7e42b861405b6b3,C_vs_Cp3,path_shares_only,fl3_entitled,confirmation,joint_wild_cluster_rademacher,measurement_missingness_concentration,5,0.03125,True,0.75,0.0,1000,328,0.328,0.2996080384525803,0.35770836646645066,True,612,0.612,1000,1.0,978,0.978,998,0.998,998,0.998,992,0.992,837,0.837,328,0.328,328,0.328,998,0.998,998,0.998,0.4297932539682539,0.0,0.9166666666666667,0.4297932539682539,0.0,0.9166666666666667,0.4297932539682539,0.0,0.9166666666666667,0.998,0.0,1.0,0.23903493311641372,0.0,1.0,0.9852610027453904,0.66259765625,1.0,0.9677517802644963,0.0,1.0,3.698,1.0,5.0,0.177125,0.03125,1.0,3.066,1.0,4.0,0.3867999999999959,0.19999999999999996,0.8
CS-2cece79f2cfa1480011297d8,BS-ffb5cea59a0eeab43b25edd6,fe17c18b39eb86c6e9f982bd,C_vs_Cp3__path_shares_only,28ecf7e42b861405b6b3,C_vs_Cp3,path_shares_only,fl3_entitled,confirmation,joint_wild_cluster_rademacher,measurement_missingness_concentration,6,0.015625,True,0.75,0.0,1000,531,0.531,0.5000102483912816,0.5617524925826141,True,806,0.806,1000,1.0,999,0.999,999,0.999,999,0.999,995,0.995,885,0.885,531,0.531,531,0.531,999,0.999,999,0.999,0.43047673160173217,0.0,0.8571428571428572,0.43047673160173217,0.0,0.8571428571428572,0.43047673160173217,0.0,0.8571428571428572,0.999,0.0,1.0,0.22657383419689117,0.0,0.75,0.9875809585492228,0.66064453125,1.0,0.9835508701472554,0.0,1.0,4.461,1.0,6.0,0.121890625,0.015625,1.0,3.295,1.0,4.0,0.4508333333333315,0.33333333333333337,0.8333333333333334
CS-dbf7667c837a68a54df126dc,BS-ffb5cea59a0eeab43b25edd6,fe17c18b39eb86c6e9f982bd,C_vs_Cp3__path_shares_only,28ecf7e42b861405b6b3,C_vs_Cp3,path_shares_only,fl3_entitled,confirmation,joint_wild_cluster_rademacher,measurement_missingness_concentration,8,0.00390625,True,0.75,0.0,1000,799,0.799,0.7730388134679094,0.8226727849577289,True,975,0.975,1000,1.0,1000,1.0,1000,1.0,1000,1.0,1000,1.0,958,0.958,799,0.799,799,0.799,1000,1.0,1000,1.0,0.42781484695859684,0.1111111111111111,0.7833333333333333,0.42781484695859684,0.1111111111111111,0.7833333333333333,0.42781484695859684,0.1111111111111111,0.7833333333333333,1.0,1.0,1.0,0.22267316288965386,0.0,0.5,0.9945789015436747,0.66552734375,1.0,0.9978833333333333,0.5,1.0,5.955,2.0,8.0,0.0598984375,0.00390625,0.5,3.61,2.0,4.0,0.54875,0.5,0.75
CS-419f2eb25ad0a6b63f6db38f,BS-ffb5cea59a0eeab43b25edd6,fe17c18b39eb86c6e9f982bd,C_vs_Cp3__path_shares_only,28ecf7e42b861405b6b3,C_vs_Cp3,path_shares_only,fl3_entitled,confirmation,joint_wild_cluster_rademacher,measurement_missingness_concentration,10,0.0009765625,True,0.75,0.0,1000,942,0.942,0.9257504237337675,0.9548667217650018,True,999,0.999,1000,1.0,1000,1.0,1000,1.0,1000,1.0,1000,1.0,993,0.993,942,0.942,942,0.942,1000,1.0,1000,1.0,0.4265055860333336,0.15109890109890112,0.7323232323232323,0.4265055860333336,0.15109890109890112,0.7323232323232323,0.4265055860333336,0.15109890109890112,0.7323232323232323,1.0,1.0,1.0,0.2389697371031746,0.0,0.5,0.99820458984375,0.66845703125,1.0,0.9997999999999999,0.8,1.0,7.44,3.0,10.0,0.0291044921875,0.0009765625,0.5,3.765,2.0,4.0,0.6235000000000096,0.6,0.8
CS-21c5e25612d76002a17f832a,BS-ffb5cea59a0eeab43b25edd6,fe17c18b39eb86c6e9f982bd,C_vs_Cp3__path_shares_only,28ecf7e42b861405b6b3,C_vs_Cp3,path_shares_only,fl3_entitled,confirmation,joint_wild_cluster_rademacher,measurement_missingness_concentration,12,0.000244140625,True,0.75,0.0,1000,986,0.986,0.9766379658824644,0.9916424248695761,True,999,0.999,1000,1.0,1000,1.0,1000,1.0,1000,1.0,1000,1.0,998,0.998,986,0.986,986,0.986,1000,1.0,1000,1.0,0.42705035157116755,0.13571428571428573,0.7342657342657343,0.42705035157116755,0.13571428571428573,0.7342657342657343,0.42705035157116755,0.13571428571428573,0.7342657342657343,1.0,1.0,1.0,0.25492187454906207,0.0,0.5625,0.999220703125,0.66015625,1.0,0.9997999999999999,0.8,1.0,8.93,3.0,12.0,0.01489697265625,0.000244140625,0.5,3.86,2.0,4.0,0.6783333333333306,0.6666666666666667,0.8333333333333334
CS-9343b96fe495e9f8d6985b90,BS-d4112dec03bd16d785b972b8,fe17c18b39eb86c6e9f982bd,C_vs_Cp3__path_shares_only,28ecf7e42b861405b6b3,C_vs_Cp3,path_shares_only,fl3_entitled,confirmation,joint_wild_cluster_rademacher,measurement_missingness_concentration,3,0.125,False,1.0,0.0,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,False,0,0.0,1000,1.0,514,0.514,971,0.971,971,0.971,970,0.97,732,0.732,0,0.0,0,0.0,971,0.971,971,0.971,0.5376618950238585,0.0,1.0,0.5376618950238585,0.0,1.0,0.5376618950238585,0.0,1.0,0.9928425357873211,0.0,1.0,0.3883196721311474,0.08333333333333333,1.0,0.993344833290642,0.9521484375,1.0,0.9405622489959838,0.0,1.0,2.242,0.0,3.0,0.368375,0.125,1.0,2.316,1.0,3.0,0.22800000000000153,0.0,0.6666666666666667
CS-7f8ab2cae145a937fe9d4888,BS-d4112dec03bd16d785b972b8,fe17c18b39eb86c6e9f982bd,C_vs_Cp3__path_shares_only,28ecf7e42b861405b6b3,C_vs_Cp3,path_shares_only,fl3_entitled,confirmation,joint_wild_cluster_rademacher,measurement_missingness_concentration,4,0.0625,True,1.0,0.0,1000,197,0.197,0.17352816173578522,0.22279085390646125,True,328,0.328,1000,1.0,875,0.875,994,0.994,994,0.994,993,0.993,863,0.863,197,0.197,197,0.197,994,0.994,994,0.994,0.5324219124269429,0.08333333333333333,1.0,0.5324219124269429,0.08333333333333333,1.0,0.5324219124269429,0.08333333333333333,1.0,1.0,1.0,1.0,0.34086013920240776,0.0,1.0,0.9923478722841422,0.6845703125,1.0,0.9708686440677964,0.0,1.0,3.007,0.0,4.0,0.2220625,0.0625,1.0,2.724,1.0,4.0,0.319,0.0,0.75
CS-acf02a34b0944e4ce87f8512,BS-d4112dec03bd16d785b972b8,fe17c18b39eb86c6e9f982bd,C_vs_Cp3__path_shares_only,28ecf7e42b861405b6b3,C_vs_Cp3,path_shares_only,fl3_entitled,confirmation,joint_wild_cluster_rademacher,measurement_missingness_concentration,5,0.03125,True,1.0,0.0,1000,450,0.45,0.4194153840742968,0.4809672917742588,True,635,0.635,1000,1.0,976,0.976,998,0.998,998,0.998,997,0.997,930,0.93,450,0.45,450,0.45,998,0.998,998,0.998,0.5317345007475266,0.08333333333333333,0.9166666666666667,0.5317345007475266,0.08333333333333333,0.9166666666666667,0.5317345007475266,0.08333333333333333,0.9166666666666667,1.0,1.0,1.0,0.3125049913194445,0.0,1.0,0.9935562133789062,0.68017578125,1.0,0.9906367041198502,0.0,1.0,3.758,0.0,5.0,0.14184375,0.03125,1.0,3.015,1.0,4.0,0.3969999999999965,0.19999999999999996,0.8
CS-3821caaa69e4b49d78fed4ee,BS-d4112dec03bd16d785b972b8,fe17c18b39eb86c6e9f982bd,C_vs_Cp3__path_shares_only,28ecf7e42b861405b6b3,C_vs_Cp3,path_shares_only,fl3_entitled,confirmation,joint_wild_cluster_rademacher,measurement_missingness_concentration,6,0.015625,True,1.0,0.0,1000,646,0.646,0.6158536169290485,0.6750289695931695,True,820,0.82,1000,1.0,996,0.996,998,0.998,998,0.998,998,0.998,956,0.956,646,0.646,646,0.646,998,0.998,998,0.998,0.530257791918613,0.125,0.875,0.530257791918613,0.125,0.875,0.530257791918613,0.125,0.875,1.0,1.0,1.0,0.296381880733945,0.0,0.75,0.995831939666157,0.68212890625,1.0,0.9965924426450742,0.0,1.0,4.505,0.0,6.0,0.097390625,0.015625,1.0,3.251,1.0,4.0,0.45816666666666517,0.33333333333333337,0.8333333333333334
CS-e58d5475cbefcde321ca8f32,BS-d4112dec03bd16d785b972b8,fe17c18b39eb86c6e9f982bd,C_vs_Cp3__path_shares_only,28ecf7e42b861405b6b3,C_vs_Cp3,path_shares_only,fl3_entitled,confirmation,joint_wild_cluster_rademacher,measurement_missingness_concentration,8,0.00390625,True,1.0,0.0,1000,890,0.89,0.8690945010531241,0.9079206273281428,True,954,0.954,1000,1.0,1000,1.0,1000,1.0,1000,1.0,1000,1.0,989,0.989,890,0.89,890,0.89,1000,1.0,1000,1.0,0.5282127969252969,0.1111111111111111,0.8846153846153846,0.5282127969252969,0.1111111111111111,0.8846153846153846,0.5282127969252969,0.1111111111111111,0.8846153846153846,1.0,1.0,1.0,0.2961066125649462,0.0,0.75,0.9981069937124625,0.6552734375,1.0,0.9995,0.6666666666666666,1.0,6.004,2.0,8.0,0.0424453125,0.00390625,0.5,3.582,2.0,4.0,0.55225,0.5,0.75
CS-1fbad2f3d474c7161c6aed57,BS-d4112dec03bd16d785b972b8,fe17c18b39eb86c6e9f982bd,C_vs_Cp3__path_shares_only,28ecf7e42b861405b6b3,C_vs_Cp3,path_shares_only,fl3_entitled,confirmation,joint_wild_cluster_rademacher,measurement_missingness_concentration,10,0.0009765625,True,1.0,0.0,1000,969,0.969,0.9563345039877078,0.9780759965528414,True,996,0.996,1000,1.0,1000,1.0,1000,1.0,1000,1.0,1000,1.0,996,0.996,969,0.969,969,0.969,1000,1.0,1000,1.0,0.5271576190364504,0.22527472527472528,0.8645833333333333,0.5271576190364504,0.22527472527472528,0.8645833333333333,0.5271576190364504,0.22527472527472528,0.8645833333333333,1.0,1.0,1.0,0.3039380704365081,0.0,0.75,0.99944775390625,0.931640625,1.0,1.0,1.0,1.0,7.522,2.0,10.0,0.01926171875,0.0009765625,0.25,3.752,2.0,4.0,0.6248000000000091,0.6,0.8
CS-cdf84381328d7bbae5d39bd6,BS-d4112dec03bd16d785b972b8,fe17c18b39eb86c6e9f982bd,C_vs_Cp3__path_shares_only,28ecf7e42b861405b6b3,C_vs_Cp3,path_shares_only,fl3_entitled,confirmation,joint_wild_cluster_rademacher,measurement_missingness_concentration,12,0.000244140625,True,1.0,0.0,1000,993,0.993,0.9856216845342334,0.9966051315990092,True,1000,1.0,1000,1.0,1000,1.0,1000,1.0,1000,1.0,1000,1.0,1000,1.0,993,0.993,993,0.993,1000,1.0,1000,1.0,0.5270484560323834,0.2625,0.8109243697478992,0.5270484560323834,0.2625,0.8109243697478992,0.5270484560323834,0.2625,0.8109243697478992,1.0,1.0,1.0,0.31665792027417033,0.03125,0.6,0.99986767578125,0.9794921875,1.0,1.0,1.0,1.0,9.013,4.0,12.0,0.00885302734375,0.000244140625,0.125,3.853,3.0,4.0,0.6789166666666633,0.6666666666666667,0.75
CS-3ddad9bd8208486d1c10d254,BS-eb4c5c34e89010c6f92d6af3,fe17c18b39eb86c6e9f982bd,C_vs_Cp3__path_shares_only,28ecf7e42b861405b6b3,C_vs_Cp3,path_shares_only,fl3_entitled,confirmation,joint_wild_cluster_rademacher,measurement_missingness_concentration,3,0.125,False,1.5,0.0,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,False,0,0.0,1000,1.0,482,0.482,979,0.979,979,0.979,979,0.979,789,0.789,0,0.0,0,0.0,979,0.979,979,0.979,0.6676615646258498,0.0,1.0,0.6676615646258498,0.0,1.0,0.6676615646258498,0.0,1.0,0.9989795918367347,0.0,1.0,0.4973595268272075,0.08333333333333333,1.0,0.9972052241761724,0.95458984375,1.0,0.9707287933094385,0.0,1.0,2.237,0.0,3.0,0.340625,0.125,1.0,2.299,1.0,3.0,0.2336666666666684,0.0,0.6666666666666667
CS-3282d5ef2391e6e093033d8a,BS-eb4c5c34e89010c6f92d6af3,fe17c18b39eb86c6e9f982bd,C_vs_Cp3__path_shares_only,28ecf7e42b861405b6b3,C_vs_Cp3,path_shares_only,fl3_entitled,confirmation,joint_wild_cluster_rademacher,measurement_missingness_concentration,4,0.0625,True,1.5,0.0,1000,258,0.258,0.23184403439388107,0.2860081167131276,True,315,0.315,1000,1.0,849,0.849,995,0.995,995,0.995,994,0.994,913,0.913,258,0.258,258,0.258,995,0.995,995,0.995,0.6677775783680306,0.07142857142857142,1.0,0.6677775783680306,0.07142857142857142,1.0,0.6677775783680306,0.07142857142857142,1.0,1.0,1.0,1.0,0.4583787218591142,0.0,1.0,0.9966267105800654,0.67919921875,1.0,0.9873361671980162,0.0,1.0,2.986,0.0,4.0,0.20125,0.0625,1.0,2.735,1.0,4.0,0.31625,0.0,0.75
CS-6c519d13fc6b353934ba23c1,BS-eb4c5c34e89010c6f92d6af3,fe17c18b39eb86c6e9f982bd,C_vs_Cp3__path_shares_only,28ecf7e42b861405b6b3,C_vs_Cp3,path_shares_only,fl3_entitled,confirmation,joint_wild_cluster_rademacher,measurement_missingness_concentration,5,0.03125,True,1.5,0.0,1000,565,0.565,0.5340823279157767,0.595420193481101,True,643,0.643,1000,1.0,976,0.976,999,0.999,999,0.999,999,0.999,968,0.968,565,0.565,565,0.565,999,0.999,999,0.999,0.6702742424964637,0.1,1.0,0.6702742424964637,0.1,1.0,0.6702742424964637,0.1,1.0,1.0,1.0,1.0,0.43109996570644715,0.0,1.0,0.9979634854038066,0.67041015625,1.0,0.9934789972899729,0.0,1.0,3.755,0.0,5.0,0.11809375,0.03125,1.0,3.053,1.0,4.0,0.3893999999999962,0.19999999999999996,0.8
CS-ea29477aaa5bc1b8e77060b3,BS-eb4c5c34e89010c6f92d6af3,fe17c18b39eb86c6e9f982bd,C_vs_Cp3__path_shares_only,28ecf7e42b861405b6b3,C_vs_Cp3,path_shares_only,fl3_entitled,confirmation,joint_wild_cluster_rademacher,measurement_missingness_concentration,6,0.015625,True,1.5,0.0,1000,779,0.779,0.7522428263299143,0.803621842435146,True,834,0.834,1000,1.0,1000,1.0,1000,1.0,1000,1.0,1000,1.0,986,0.986,779,0.779,779,0.779,1000,1.0,1000,1.0,0.6716809163059175,0.14285714285714285,1.0,0.6716809163059175,0.14285714285714285,1.0,0.6716809163059175,0.14285714285714285,1.0,1.0,1.0,1.0,0.4106640625000002,0.0,1.0,0.9981782974735383,0.6806640625,1.0,0.9984087102177555,0.5,1.0,4.507,1.0,6.0,0.073703125,0.015625,1.0,3.318,2.0,4.0,0.44699999999999823,0.33333333333333337,0.6666666666666667
CS-2d25b22e4958e1fdbed4bb58,BS-eb4c5c34e89010c6f92d6af3,fe17c18b39eb86c6e9f982bd,C_vs_Cp3__path_shares_only,28ecf7e42b861405b6b3,C_vs_Cp3,path_shares_only,fl3_entitled,confirmation,joint_wild_cluster_rademacher,measurement_missingness_concentration,8,0.00390625,True,1.5,0.0,1000,944,0.944,0.927976651850269,0.9566251866145581,True,968,0.968,1000,1.0,1000,1.0,1000,1.0,1000,1.0,1000,1.0,997,0.997,944,0.944,944,0.944,1000,1.0,1000,1.0,0.6711734092296598,0.2767857142857143,0.9545454545454546,0.6711734092296598,0.2767857142857143,0.9545454545454546,0.6711734092296598,0.2767857142857143,0.9545454545454546,1.0,1.0,1.0,0.3896902110443778,0.0,1.0,0.9996050738238238,0.935546875,1.0,0.9995,0.5,1.0,6.004,2.0,8.0,0.02977734375,0.00390625,0.5,3.595,2.0,4.0,0.550625,0.5,0.75
CS-498d7127a97c66e5a084a6b4,BS-eb4c5c34e89010c6f92d6af3,fe17c18b39eb86c6e9f982bd,C_vs_Cp3__path_shares_only,28ecf7e42b861405b6b3,C_vs_Cp3,path_shares_only,fl3_entitled,confirmation,joint_wild_cluster_rademacher,measurement_missingness_concentration,10,0.0009765625,True,1.5,0.0,1000,991,0.991,0.982984183834662,0.9952579393325229,True,998,0.998,1000,1.0,1000,1.0,1000,1.0,1000,1.0,1000,1.0,1000,1.0,991,0.991,991,0.991,1000,1.0,1000,1.0,0.6743370612617515,0.3214285714285714,0.9230769230769231,0.6743370612617515,0.3214285714285714,0.9230769230769231,0.6743370612617515,0.3214285714285714,0.9230769230769231,1.0,1.0,1.0,0.38960565476190495,0.03571428571428571,0.75,0.99992919921875,0.9794921875,1.0,1.0,1.0,1.0,7.519,2.0,10.0,0.0122275390625,0.0009765625,0.25,3.774,2.0,4.0,0.6226000000000095,0.6,0.8
