scenario_id,base_scenario_id,address_id,record_id,support_id,relation,carrier,entitlement_status,partition,simulator_id,failure_predicate,prospective_cluster_count,minimum_attainable_exact_p,structurally_attainable,delta,control_response_lambda,replicates,overall_gate_pass_count,conditional_gate_passage_probability,monte_carlo_wilson_low,monte_carlo_wilson_high,empirically_passable,effective_resolution_attainable_count,effective_resolution_attainable_probability,support_available_pass_count,support_available_pass_probability,complement_admissible_pass_count,complement_admissible_pass_probability,effect_direction_reproduced_pass_count,effect_direction_reproduced_pass_probability,target_contrast_positive_pass_count,target_contrast_positive_pass_probability,minimum_effect_pass_count,minimum_effect_pass_probability,cluster_uncertainty_pass_count,cluster_uncertainty_pass_probability,raw_statistical_threshold_pass_count,raw_statistical_threshold_pass_probability,multiplicity_adjusted_threshold_pass_count,multiplicity_adjusted_threshold_pass_probability,control_adjusted_contrast_pass_count,control_adjusted_contrast_pass_probability,control_specificity_pass_count,control_specificity_pass_probability,mean_target_contrast,min_target_contrast,max_target_contrast,mean_target_response_from_simulated_null,min_target_response_from_simulated_null,max_target_response_from_simulated_null,mean_control_adjusted_contrast,min_control_adjusted_contrast,max_control_adjusted_contrast,mean_positive_control_adjusted_share,min_positive_control_adjusted_share,max_positive_control_adjusted_share,mean_bootstrap_ci_low,min_bootstrap_ci_low,max_bootstrap_ci_low,mean_bootstrap_positive_share,min_bootstrap_positive_share,max_bootstrap_positive_share,mean_direction_consistency,min_direction_consistency,max_direction_consistency,mean_independent_cluster_count,min_independent_cluster_count,max_independent_cluster_count,mean_raw_permutation_p,min_raw_permutation_p,max_raw_permutation_p,mean_source_template_unique_count,min_source_template_unique_count,max_source_template_unique_count,mean_source_template_reuse_fraction,min_source_template_reuse_fraction,max_source_template_reuse_fraction
CS-c7b0b4df35f8c053a6e73b22,BS-807d5b9beeaad018721528b7,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,confirmation,joint_gaussian_regularized_cluster,measurement_missingness_concentration,4,0.0625,True,2.0,0.5,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,False,0,0.0,945,0.945,696,0.696,434,0.434,434,0.434,434,0.434,0,0.0,0,0.0,0,0.0,402,0.402,419,0.419,0.7723374295954939,0.3333333333333333,1.0,0.7723374295954939,0.3333333333333333,1.0,0.24722110007248255,-0.3541666666666667,0.6250000000000001,0.8986175115207373,0.0,1.0,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,2.732,1.0,4.0,0.317,0.0,0.75
CS-107ae89002ffe0f6fc278471,BS-807d5b9beeaad018721528b7,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,confirmation,joint_gaussian_regularized_cluster,measurement_missingness_concentration,5,0.03125,True,2.0,0.5,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,False,0,0.0,974,0.974,834,0.834,570,0.57,570,0.57,570,0.57,0,0.0,0,0.0,0,0.0,529,0.529,551,0.551,0.7729227582846007,0.375,1.0,0.7729227582846007,0.375,1.0,0.24871419211879733,-0.2053571428571428,0.6250000000000001,0.9043859649122807,0.0,1.0,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,3.047,1.0,4.0,0.39059999999999623,0.19999999999999996,0.8
CS-71702ec7dbb40e3119d7a84d,BS-807d5b9beeaad018721528b7,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,confirmation,joint_gaussian_regularized_cluster,measurement_missingness_concentration,6,0.015625,True,2.0,0.5,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,False,0,0.0,981,0.981,908,0.908,668,0.668,668,0.668,668,0.668,0,0.0,0,0.0,0,0.0,623,0.623,653,0.653,0.7739531353958745,0.375,1.0,0.7739531353958745,0.375,1.0,0.24719291831143494,-0.15384615384615385,0.6220238095238094,0.9180389221556886,0.0,1.0,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,3.275,1.0,4.0,0.45416666666666494,0.33333333333333337,0.8333333333333334
CS-266bd4a4d1dd1e9e709506fc,BS-807d5b9beeaad018721528b7,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,confirmation,joint_gaussian_regularized_cluster,measurement_missingness_concentration,8,0.00390625,True,2.0,0.5,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,False,0,0.0,995,0.995,967,0.967,815,0.815,815,0.815,815,0.815,0,0.0,0,0.0,0,0.0,772,0.772,800,0.8,0.771987048398092,0.375,1.0,0.771987048398092,0.375,1.0,0.24661891926672186,-0.11074561403508776,0.6049679487179487,0.9368098159509203,0.0,1.0,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,3.597,2.0,4.0,0.550375,0.5,0.75
CS-d29cdfc923777ced81fc7649,BS-807d5b9beeaad018721528b7,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,confirmation,joint_gaussian_regularized_cluster,measurement_missingness_concentration,10,0.0009765625,True,2.0,0.5,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,False,0,0.0,999,0.999,989,0.989,892,0.892,892,0.892,892,0.892,0,0.0,0,0.0,0,0.0,856,0.856,881,0.881,0.7704458502384511,0.4583333333333333,1.0,0.7704458502384511,0.4583333333333333,1.0,0.24373172519279446,-0.09926470588235292,0.5721153846153846,0.9526345291479821,0.0,1.0,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,3.772,2.0,4.0,0.6228000000000102,0.6,0.8
CS-f05d212ae398c67684689529,BS-807d5b9beeaad018721528b7,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,confirmation,joint_gaussian_regularized_cluster,measurement_missingness_concentration,12,0.000244140625,True,2.0,0.5,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,False,0,0.0,1000,1.0,998,0.998,939,0.939,939,0.939,939,0.939,0,0.0,0,0.0,0,0.0,913,0.913,931,0.931,0.7723452000608549,0.4583333333333333,1.0,0.7723452000608549,0.4583333333333333,1.0,0.2458819726583983,-0.09953703703703703,0.5546875,0.9664536741214057,0.0,1.0,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,3.872,2.0,4.0,0.6773333333333299,0.6666666666666667,0.8333333333333334
CS-8f2725de36d07c4a2b2417bc,BS-e36baf63813fec681418d6ce,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,confirmation,joint_gaussian_regularized_cluster,measurement_missingness_concentration,3,0.125,False,0.25,1.0,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,False,0,0.0,873,0.873,531,0.531,266,0.266,266,0.266,208,0.208,0,0.0,0,0.0,0,0.0,112,0.112,171,0.171,0.17687074829931976,0.0,0.625,0.17687074829931976,0.0,0.625,0.012451409135082605,-0.26041666666666663,0.45833333333333337,0.4770408163265306,0.0,1.0,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,2.284,1.0,3.0,0.2386666666666683,0.0,0.6666666666666667
CS-3be91a6d3ddfb0f0fadd6c8a,BS-e36baf63813fec681418d6ce,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,confirmation,joint_gaussian_regularized_cluster,measurement_missingness_concentration,4,0.0625,True,0.25,1.0,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,False,0,0.0,937,0.937,720,0.72,410,0.41,410,0.41,319,0.319,0,0.0,0,0.0,0,0.0,164,0.164,260,0.26,0.17491221469776777,0.0,0.5416666666666666,0.17491221469776777,0.0,0.5416666666666666,0.010790568536053867,-0.26666666666666666,0.33928571428571425,0.47799097065462753,0.0,1.0,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,2.727,1.0,4.0,0.31825,0.0,0.75
CS-21dd3107e775321df2beb828,BS-e36baf63813fec681418d6ce,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,confirmation,joint_gaussian_regularized_cluster,measurement_missingness_concentration,5,0.03125,True,0.25,1.0,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,False,0,0.0,967,0.967,832,0.832,537,0.537,537,0.537,430,0.43,0,0.0,0,0.0,0,0.0,196,0.196,329,0.329,0.17386385518967842,0.0,0.5416666666666666,0.17386385518967842,0.0,0.5416666666666666,0.007560530529551324,-0.275,0.34375,0.4770363951473137,0.0,1.0,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,3.047,1.0,4.0,0.39059999999999595,0.19999999999999996,0.8
CS-aed85a40147fcde122ba0ae0,BS-e36baf63813fec681418d6ce,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,confirmation,joint_gaussian_regularized_cluster,measurement_missingness_concentration,6,0.015625,True,0.25,1.0,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,False,0,0.0,983,0.983,899,0.899,643,0.643,643,0.643,520,0.52,0,0.0,0,0.0,0,0.0,234,0.234,392,0.392,0.17620125632240163,0.0,0.5416666666666666,0.17620125632240163,0.0,0.5416666666666666,0.008354574150099983,-0.2692307692307692,0.37499999999999994,0.4853157121879589,0.0,1.0,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,3.292,1.0,4.0,0.45133333333333114,0.33333333333333337,0.8333333333333334
CS-370b78065a5b7d30ca08ebf8,BS-e36baf63813fec681418d6ce,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,confirmation,joint_gaussian_regularized_cluster,measurement_missingness_concentration,8,0.00390625,True,0.25,1.0,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,False,0,0.0,996,0.996,970,0.97,798,0.798,798,0.798,650,0.65,0,0.0,0,0.0,0,0.0,248,0.248,477,0.477,0.17638210554877232,0.0,0.5416666666666666,0.17638210554877232,0.0,0.5416666666666666,0.008914758638172033,-0.2732843137254902,0.37499999999999994,0.4810744810744811,0.0,1.0,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,3.608,2.0,4.0,0.549,0.5,0.75
CS-56850921ec617a5f02bc87a7,BS-e36baf63813fec681418d6ce,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,confirmation,joint_gaussian_regularized_cluster,measurement_missingness_concentration,10,0.0009765625,True,0.25,1.0,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,False,0,0.0,998,0.998,989,0.989,882,0.882,882,0.882,732,0.732,0,0.0,0,0.0,0,0.0,266,0.266,524,0.524,0.17575708364266263,0.0,0.5416666666666666,0.17575708364266263,0.0,0.5416666666666666,0.007365133356644462,-0.27389705882352944,0.32638888888888884,0.482739420935412,0.0,1.0,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,3.78,2.0,4.0,0.6220000000000091,0.6,0.8
CS-cb3dbcf6e1d6a3787323f4cf,BS-e36baf63813fec681418d6ce,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,confirmation,joint_gaussian_regularized_cluster,measurement_missingness_concentration,12,0.000244140625,True,0.25,1.0,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,False,0,0.0,999,0.999,996,0.996,933,0.933,933,0.933,795,0.795,0,0.0,0,0.0,0,0.0,253,0.253,561,0.561,0.1741145710985826,0.0,0.5,0.1741145710985826,0.0,0.5,0.005510314230298129,-0.2708333333333333,0.3201754385964912,0.48995771670190275,0.0,1.0,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,3.883,2.0,4.0,0.6764166666666634,0.6666666666666667,0.8333333333333334
CS-21ff57cb49b3b20809865313,BS-011a0c603aa10e8ed779f2d5,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,confirmation,joint_gaussian_regularized_cluster,measurement_missingness_concentration,3,0.125,False,0.5,1.0,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,False,0,0.0,871,0.871,496,0.496,268,0.268,268,0.268,253,0.253,0,0.0,0,0.0,0,0.0,105,0.105,158,0.158,0.32161458333333337,0.0,0.7291666666666667,0.32161458333333337,0.0,0.7291666666666667,0.004431460084033606,-0.4196428571428571,0.4375000000000001,0.4806985294117647,0.0,1.0,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,2.336,1.0,3.0,0.22133333333333463,0.0,0.6666666666666667
CS-becec4487068c35fe760e16e,BS-011a0c603aa10e8ed779f2d5,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,confirmation,joint_gaussian_regularized_cluster,measurement_missingness_concentration,4,0.0625,True,0.5,1.0,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,False,0,0.0,932,0.932,673,0.673,402,0.402,402,0.402,385,0.385,0,0.0,0,0.0,0,0.0,146,0.146,232,0.232,0.31517224945533756,0.0,0.7291666666666667,0.31517224945533756,0.0,0.7291666666666667,0.00041791337747220286,-0.42499999999999993,0.42857142857142866,0.47120098039215685,0.0,1.0,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,2.782,1.0,4.0,0.3045,0.0,0.75
CS-4e74b3fd57dbd20349df082a,BS-011a0c603aa10e8ed779f2d5,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,confirmation,joint_gaussian_regularized_cluster,measurement_missingness_concentration,5,0.03125,True,0.5,1.0,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,False,0,0.0,971,0.971,812,0.812,546,0.546,546,0.546,529,0.529,0,0.0,0,0.0,0,0.0,192,0.192,312,0.312,0.3161234623916113,0.0,0.7083333333333334,0.3161234623916113,0.0,0.7083333333333334,0.004041503213463281,-0.42499999999999993,0.4875000000000001,0.4786751361161525,0.0,1.0,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,3.101,1.0,4.0,0.3797999999999967,0.19999999999999996,0.8
CS-5e961711656e8ed9af297611,BS-011a0c603aa10e8ed779f2d5,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,confirmation,joint_gaussian_regularized_cluster,measurement_missingness_concentration,6,0.015625,True,0.5,1.0,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,False,0,0.0,987,0.987,889,0.889,644,0.644,644,0.644,625,0.625,0,0.0,0,0.0,0,0.0,231,0.231,364,0.364,0.3156682027649771,0.0,0.75,0.3156682027649771,0.0,0.75,0.0025865098853695796,-0.37797619047619047,0.4875000000000001,0.47580645161290325,0.0,1.0,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,3.334,2.0,4.0,0.44433333333333186,0.33333333333333337,0.6666666666666667
CS-e89ab61a293779320f31e1f4,BS-011a0c603aa10e8ed779f2d5,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,confirmation,joint_gaussian_regularized_cluster,measurement_missingness_concentration,8,0.00390625,True,0.5,1.0,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,False,0,0.0,998,0.998,973,0.973,788,0.788,788,0.788,774,0.774,0,0.0,0,0.0,0,0.0,264,0.264,457,0.457,0.31544086700336704,0.0,0.6666666666666667,0.31544086700336704,0.0,0.6666666666666667,0.0051499415235673335,-0.32291666666666663,0.46428571428571436,0.4807449494949495,0.0,1.0,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,3.627,2.0,4.0,0.546625,0.5,0.75
CS-7560d2b6345302d1c0919b06,BS-011a0c603aa10e8ed779f2d5,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,confirmation,joint_gaussian_regularized_cluster,measurement_missingness_concentration,10,0.0009765625,True,0.5,1.0,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,False,0,0.0,1000,1.0,993,0.993,867,0.867,867,0.867,857,0.857,0,0.0,0,0.0,0,0.0,278,0.278,501,0.501,0.3136211003218492,0.0,0.7083333333333333,0.3136211003218492,0.0,0.7083333333333333,0.002870100257013889,-0.3314393939393939,0.46428571428571436,0.4792626728110599,0.0,1.0,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,3.783,2.0,4.0,0.6217000000000094,0.6,0.8
CS-af463cd315e58a10ac9b6a20,BS-011a0c603aa10e8ed779f2d5,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,confirmation,joint_gaussian_regularized_cluster,measurement_missingness_concentration,12,0.000244140625,True,0.5,1.0,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,False,0,0.0,1000,1.0,998,0.998,935,0.935,935,0.935,928,0.928,0,0.0,0,0.0,0,0.0,274,0.274,548,0.548,0.31163003663003697,0.0,0.6666666666666667,0.31163003663003697,0.0,0.6666666666666667,0.00035923023432678377,-0.3314393939393939,0.4541666666666667,0.48985042735042733,0.0,1.0,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,3.888,3.0,4.0,0.6759999999999969,0.6666666666666667,0.75
CS-6276c55922ffad43ff1f27b1,BS-984fc7b996a68b9acc730b5e,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,confirmation,joint_gaussian_regularized_cluster,measurement_missingness_concentration,3,0.125,False,0.75,1.0,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,False,0,0.0,868,0.868,496,0.496,284,0.284,284,0.284,282,0.282,0,0.0,0,0.0,0,0.0,120,0.12,174,0.174,0.43428362573099394,0.0,1.0,0.43428362573099394,0.0,1.0,0.016123642439431915,-0.4345238095238095,0.5416666666666667,0.5140350877192983,0.0,1.0,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,2.304,1.0,3.0,0.23200000000000154,0.0,0.6666666666666667
CS-7f01e666e1e9df7c8d63b18b,BS-984fc7b996a68b9acc730b5e,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,confirmation,joint_gaussian_regularized_cluster,measurement_missingness_concentration,4,0.0625,True,0.75,1.0,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,False,0,0.0,936,0.936,684,0.684,427,0.427,427,0.427,423,0.423,0,0.0,0,0.0,0,0.0,171,0.171,258,0.258,0.43023104880581553,0.0,0.8333333333333333,0.43023104880581553,0.0,0.8333333333333333,0.0067897980135129665,-0.5729166666666666,0.49999999999999994,0.5075934579439252,0.0,1.0,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,2.72,1.0,4.0,0.32,0.0,0.75
CS-fb9424388d04fbfec5e810a8,BS-984fc7b996a68b9acc730b5e,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,confirmation,joint_gaussian_regularized_cluster,measurement_missingness_concentration,5,0.03125,True,0.75,1.0,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,False,0,0.0,964,0.964,811,0.811,568,0.568,568,0.568,564,0.564,0,0.0,0,0.0,0,0.0,216,0.216,328,0.328,0.4291215094708069,0.0,0.875,0.4291215094708069,0.0,0.875,0.005280899168201439,-0.5282738095238094,0.5,0.4969244288224956,0.0,1.0,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,3.057,1.0,4.0,0.38859999999999645,0.19999999999999996,0.8
CS-c6f19a1d0feac087cff3d71e,BS-984fc7b996a68b9acc730b5e,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,confirmation,joint_gaussian_regularized_cluster,measurement_missingness_concentration,6,0.015625,True,0.75,1.0,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,False,0,0.0,975,0.975,883,0.883,667,0.667,667,0.667,664,0.664,0,0.0,0,0.0,0,0.0,236,0.236,370,0.37,0.4232353429662849,0.0,0.8125,0.4232353429662849,0.0,0.8125,-0.001406824352660409,-0.5625,0.48511904761904767,0.4813153961136024,0.0,1.0,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,3.292,1.0,4.0,0.4513333333333316,0.33333333333333337,0.8333333333333334
CS-a23d0bc24812513adae875eb,BS-984fc7b996a68b9acc730b5e,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,confirmation,joint_gaussian_regularized_cluster,measurement_missingness_concentration,8,0.00390625,True,0.75,1.0,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,False,0,0.0,994,0.994,954,0.954,814,0.814,814,0.814,810,0.81,0,0.0,0,0.0,0,0.0,285,0.285,471,0.471,0.4233765015015015,0.041666666666666664,0.75,0.4233765015015015,0.041666666666666664,0.75,0.0009248261743473986,-0.5625,0.3611111111111111,0.48617936117936117,0.0,1.0,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,3.62,1.0,4.0,0.5475,0.5,0.875
CS-0c4c212a7f2b2b36b0b368cd,BS-984fc7b996a68b9acc730b5e,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,confirmation,joint_gaussian_regularized_cluster,measurement_missingness_concentration,10,0.0009765625,True,0.75,1.0,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,False,0,0.0,999,0.999,988,0.988,889,0.889,889,0.889,887,0.887,0,0.0,0,0.0,0,0.0,287,0.287,506,0.506,0.42192716981805867,0.05555555555555555,0.8125,0.42192716981805867,0.05555555555555555,0.8125,-0.003077978375682381,-0.4958333333333334,0.41337719298245607,0.4752530933633296,0.0,1.0,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,3.792,1.0,4.0,0.6208000000000101,0.6,0.9
CS-802d14914994280fc314dcaa,BS-984fc7b996a68b9acc730b5e,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,confirmation,joint_gaussian_regularized_cluster,measurement_missingness_concentration,12,0.000244140625,True,0.75,1.0,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,False,0,0.0,1000,1.0,994,0.994,931,0.931,931,0.931,929,0.929,0,0.0,0,0.0,0,0.0,279,0.279,527,0.527,0.42477302951255697,0.08333333333333333,0.8,0.42477302951255697,0.08333333333333333,0.8,-0.00399060690652077,-0.5099206349206349,0.3916666666666667,0.4774436090225564,0.0,1.0,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,3.877,2.0,4.0,0.6769166666666642,0.6666666666666667,0.8333333333333334
CS-5345bc53822e8ab5dd8794d7,BS-7b11bc1c6b07af88edb8068b,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,confirmation,joint_gaussian_regularized_cluster,measurement_missingness_concentration,3,0.125,False,1.0,1.0,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,False,0,0.0,882,0.882,481,0.481,267,0.267,267,0.267,267,0.267,0,0.0,0,0.0,0,0.0,91,0.091,141,0.141,0.5150593008739079,0.16666666666666666,1.0,0.5150593008739079,0.16666666666666666,1.0,-0.013493178170144452,-0.48511904761904767,0.47916666666666663,0.43913857677902624,0.0,1.0,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,2.319,1.0,3.0,0.2270000000000016,0.0,0.6666666666666667
CS-e5686b67b639290daf34a02f,BS-7b11bc1c6b07af88edb8068b,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,confirmation,joint_gaussian_regularized_cluster,measurement_missingness_concentration,4,0.0625,True,1.0,1.0,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,False,0,0.0,943,0.943,669,0.669,430,0.43,430,0.43,430,0.43,0,0.0,0,0.0,0,0.0,156,0.156,247,0.247,0.5305394056847548,0.16666666666666666,1.0,0.5305394056847548,0.16666666666666666,1.0,0.0018278717406624322,-0.5431547619047619,0.4761904761904763,0.48372093023255813,0.0,1.0,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,2.743,1.0,4.0,0.31425,0.0,0.75
CS-4cf0f7a7ba12d56bab2a716a,BS-7b11bc1c6b07af88edb8068b,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,confirmation,joint_gaussian_regularized_cluster,measurement_missingness_concentration,5,0.03125,True,1.0,1.0,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,False,0,0.0,970,0.97,818,0.818,560,0.56,560,0.56,559,0.559,0,0.0,0,0.0,0,0.0,200,0.2,320,0.32,0.5229724702380955,0.041666666666666664,0.9166666666666667,0.5229724702380955,0.041666666666666664,0.9166666666666667,-0.004451877487591772,-0.5064102564102564,0.4000000000000001,0.475,0.0,1.0,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,3.043,1.0,4.0,0.3913999999999968,0.19999999999999996,0.8
