artifact_label,artifact_path,unit_family,column_name,available,rows_read,non_null_rows,non_null_share,unique_units,median_rows_per_unit,largest_unit_rows,candidate_role,limitation
obs080a_input_manifest,outputs/comparisons/obs080a_stability_core_transform_sensitivity/obs080a_input_manifest.csv,regime,,False,1,0,0.0,0,,0,unavailable,field family not found
obs080a_input_manifest,outputs/comparisons/obs080a_stability_core_transform_sensitivity/obs080a_input_manifest.csv,scale,,False,1,0,0.0,0,,0,unavailable,field family not found
obs080a_input_manifest,outputs/comparisons/obs080a_stability_core_transform_sensitivity/obs080a_input_manifest.csv,provenance,,False,1,0,0.0,0,,0,unavailable,field family not found
obs080a_pairwise_transform_summary,outputs/comparisons/obs080a_stability_core_transform_sensitivity/obs080a_pairwise_transform_summary.csv,observation_id,,False,21,0,0.0,0,,0,unavailable,field family not found
obs080a_pairwise_transform_summary,outputs/comparisons/obs080a_stability_core_transform_sensitivity/obs080a_pairwise_transform_summary.csv,object_id,,False,21,0,0.0,0,,0,unavailable,field family not found
obs080a_pairwise_transform_summary,outputs/comparisons/obs080a_stability_core_transform_sensitivity/obs080a_pairwise_transform_summary.csv,route_id,,False,21,0,0.0,0,,0,unavailable,field family not found
obs080a_pairwise_transform_summary,outputs/comparisons/obs080a_stability_core_transform_sensitivity/obs080a_pairwise_transform_summary.csv,transition_id,,False,21,0,0.0,0,,0,unavailable,field family not found
obs080a_pairwise_transform_summary,outputs/comparisons/obs080a_stability_core_transform_sensitivity/obs080a_pairwise_transform_summary.csv,window_id,,False,21,0,0.0,0,,0,unavailable,field family not found
obs080a_pairwise_transform_summary,outputs/comparisons/obs080a_stability_core_transform_sensitivity/obs080a_pairwise_transform_summary.csv,cohort,,False,21,0,0.0,0,,0,unavailable,field family not found
obs080a_pairwise_transform_summary,outputs/comparisons/obs080a_stability_core_transform_sensitivity/obs080a_pairwise_transform_summary.csv,regime,,False,21,0,0.0,0,,0,unavailable,field family not found
obs080a_pairwise_transform_summary,outputs/comparisons/obs080a_stability_core_transform_sensitivity/obs080a_pairwise_transform_summary.csv,scale,,False,21,0,0.0,0,,0,unavailable,field family not found
obs080a_pairwise_transform_summary,outputs/comparisons/obs080a_stability_core_transform_sensitivity/obs080a_pairwise_transform_summary.csv,provenance,,False,21,0,0.0,0,,0,unavailable,field family not found
obs080a_permutation_scores,outputs/comparisons/obs080a_stability_core_transform_sensitivity/obs080a_permutation_scores.csv,observation_id,,False,16800,0,0.0,0,,0,unavailable,field family not found
obs080a_permutation_scores,outputs/comparisons/obs080a_stability_core_transform_sensitivity/obs080a_permutation_scores.csv,object_id,,False,16800,0,0.0,0,,0,unavailable,field family not found
obs080a_permutation_scores,outputs/comparisons/obs080a_stability_core_transform_sensitivity/obs080a_permutation_scores.csv,route_id,,False,16800,0,0.0,0,,0,unavailable,field family not found
obs080a_permutation_scores,outputs/comparisons/obs080a_stability_core_transform_sensitivity/obs080a_permutation_scores.csv,transition_id,,False,16800,0,0.0,0,,0,unavailable,field family not found
obs080a_permutation_scores,outputs/comparisons/obs080a_stability_core_transform_sensitivity/obs080a_permutation_scores.csv,window_id,,False,16800,0,0.0,0,,0,unavailable,field family not found
obs080a_permutation_scores,outputs/comparisons/obs080a_stability_core_transform_sensitivity/obs080a_permutation_scores.csv,cohort,,False,16800,0,0.0,0,,0,unavailable,field family not found
obs080a_permutation_scores,outputs/comparisons/obs080a_stability_core_transform_sensitivity/obs080a_permutation_scores.csv,regime,,False,16800,0,0.0,0,,0,unavailable,field family not found
obs080a_permutation_scores,outputs/comparisons/obs080a_stability_core_transform_sensitivity/obs080a_permutation_scores.csv,scale,,False,16800,0,0.0,0,,0,unavailable,field family not found
obs080a_permutation_scores,outputs/comparisons/obs080a_stability_core_transform_sensitivity/obs080a_permutation_scores.csv,provenance,,False,16800,0,0.0,0,,0,unavailable,field family not found
obs080a_permutation_summary,outputs/comparisons/obs080a_stability_core_transform_sensitivity/obs080a_permutation_summary.csv,observation_id,,False,84,0,0.0,0,,0,unavailable,field family not found
obs080a_permutation_summary,outputs/comparisons/obs080a_stability_core_transform_sensitivity/obs080a_permutation_summary.csv,object_id,,False,84,0,0.0,0,,0,unavailable,field family not found
obs080a_permutation_summary,outputs/comparisons/obs080a_stability_core_transform_sensitivity/obs080a_permutation_summary.csv,route_id,,False,84,0,0.0,0,,0,unavailable,field family not found
obs080a_permutation_summary,outputs/comparisons/obs080a_stability_core_transform_sensitivity/obs080a_permutation_summary.csv,transition_id,,False,84,0,0.0,0,,0,unavailable,field family not found
obs080a_permutation_summary,outputs/comparisons/obs080a_stability_core_transform_sensitivity/obs080a_permutation_summary.csv,window_id,,False,84,0,0.0,0,,0,unavailable,field family not found
obs080a_permutation_summary,outputs/comparisons/obs080a_stability_core_transform_sensitivity/obs080a_permutation_summary.csv,cohort,,False,84,0,0.0,0,,0,unavailable,field family not found
obs080a_permutation_summary,outputs/comparisons/obs080a_stability_core_transform_sensitivity/obs080a_permutation_summary.csv,regime,,False,84,0,0.0,0,,0,unavailable,field family not found
obs080a_permutation_summary,outputs/comparisons/obs080a_stability_core_transform_sensitivity/obs080a_permutation_summary.csv,scale,,False,84,0,0.0,0,,0,unavailable,field family not found
obs080a_permutation_summary,outputs/comparisons/obs080a_stability_core_transform_sensitivity/obs080a_permutation_summary.csv,provenance,,False,84,0,0.0,0,,0,unavailable,field family not found
obs080a_transform_manifest,outputs/comparisons/obs080a_stability_core_transform_sensitivity/obs080a_transform_manifest.csv,observation_id,,False,21,0,0.0,0,,0,unavailable,field family not found
obs080a_transform_manifest,outputs/comparisons/obs080a_stability_core_transform_sensitivity/obs080a_transform_manifest.csv,object_id,,False,21,0,0.0,0,,0,unavailable,field family not found
obs080a_transform_manifest,outputs/comparisons/obs080a_stability_core_transform_sensitivity/obs080a_transform_manifest.csv,route_id,,False,21,0,0.0,0,,0,unavailable,field family not found
obs080a_transform_manifest,outputs/comparisons/obs080a_stability_core_transform_sensitivity/obs080a_transform_manifest.csv,transition_id,,False,21,0,0.0,0,,0,unavailable,field family not found
obs080a_transform_manifest,outputs/comparisons/obs080a_stability_core_transform_sensitivity/obs080a_transform_manifest.csv,window_id,,False,21,0,0.0,0,,0,unavailable,field family not found
obs080a_transform_manifest,outputs/comparisons/obs080a_stability_core_transform_sensitivity/obs080a_transform_manifest.csv,cohort,,False,21,0,0.0,0,,0,unavailable,field family not found
obs080a_transform_manifest,outputs/comparisons/obs080a_stability_core_transform_sensitivity/obs080a_transform_manifest.csv,regime,,False,21,0,0.0,0,,0,unavailable,field family not found
obs080a_transform_manifest,outputs/comparisons/obs080a_stability_core_transform_sensitivity/obs080a_transform_manifest.csv,scale,,False,21,0,0.0,0,,0,unavailable,field family not found
obs080a_transform_manifest,outputs/comparisons/obs080a_stability_core_transform_sensitivity/obs080a_transform_manifest.csv,provenance,,False,21,0,0.0,0,,0,unavailable,field family not found
obs080a_transform_predictions,outputs/comparisons/obs080a_stability_core_transform_sensitivity/obs080a_transform_predictions.csv,observation_id,row_id,True,56448,56448,1.0,168,336.0,336,candidate_observation_group,observation identifiers repeat; namespace or nesting audit required
obs080a_transform_predictions,outputs/comparisons/obs080a_stability_core_transform_sensitivity/obs080a_transform_predictions.csv,object_id,object,True,56448,56448,1.0,8,7728.0,11760,candidate_structural_partition_unit,
obs080a_transform_predictions,outputs/comparisons/obs080a_stability_core_transform_sensitivity/obs080a_transform_predictions.csv,route_id,,False,56448,0,0.0,0,,0,unavailable,field family not found
obs080a_transform_predictions,outputs/comparisons/obs080a_stability_core_transform_sensitivity/obs080a_transform_predictions.csv,transition_id,transition,True,56448,56448,1.0,5,10752.0,14112,candidate_structural_partition_unit,
obs080a_transform_predictions,outputs/comparisons/obs080a_stability_core_transform_sensitivity/obs080a_transform_predictions.csv,window_id,,False,56448,0,0.0,0,,0,unavailable,field family not found
obs080a_transform_predictions,outputs/comparisons/obs080a_stability_core_transform_sensitivity/obs080a_transform_predictions.csv,cohort,cohort,True,56448,56448,1.0,6,10080.0,10080,candidate_stratification_or_support_field,
obs080a_transform_predictions,outputs/comparisons/obs080a_stability_core_transform_sensitivity/obs080a_transform_predictions.csv,regime,,False,56448,0,0.0,0,,0,unavailable,field family not found
obs080a_transform_predictions,outputs/comparisons/obs080a_stability_core_transform_sensitivity/obs080a_transform_predictions.csv,scale,,False,56448,0,0.0,0,,0,unavailable,field family not found
obs080a_transform_predictions,outputs/comparisons/obs080a_stability_core_transform_sensitivity/obs080a_transform_predictions.csv,provenance,,False,56448,0,0.0,0,,0,unavailable,field family not found
obs080a_transform_scheme_summary,outputs/comparisons/obs080a_stability_core_transform_sensitivity/obs080a_transform_scheme_summary.csv,observation_id,,False,896,0,0.0,0,,0,unavailable,field family not found
obs080a_transform_scheme_summary,outputs/comparisons/obs080a_stability_core_transform_sensitivity/obs080a_transform_scheme_summary.csv,object_id,,False,896,0,0.0,0,,0,unavailable,field family not found
obs080a_transform_scheme_summary,outputs/comparisons/obs080a_stability_core_transform_sensitivity/obs080a_transform_scheme_summary.csv,route_id,,False,896,0,0.0,0,,0,unavailable,field family not found
obs080a_transform_scheme_summary,outputs/comparisons/obs080a_stability_core_transform_sensitivity/obs080a_transform_scheme_summary.csv,transition_id,,False,896,0,0.0,0,,0,unavailable,field family not found
obs080a_transform_scheme_summary,outputs/comparisons/obs080a_stability_core_transform_sensitivity/obs080a_transform_scheme_summary.csv,window_id,,False,896,0,0.0,0,,0,unavailable,field family not found
obs080a_transform_scheme_summary,outputs/comparisons/obs080a_stability_core_transform_sensitivity/obs080a_transform_scheme_summary.csv,cohort,,False,896,0,0.0,0,,0,unavailable,field family not found
obs080a_transform_scheme_summary,outputs/comparisons/obs080a_stability_core_transform_sensitivity/obs080a_transform_scheme_summary.csv,regime,,False,896,0,0.0,0,,0,unavailable,field family not found
obs080a_transform_scheme_summary,outputs/comparisons/obs080a_stability_core_transform_sensitivity/obs080a_transform_scheme_summary.csv,scale,,False,896,0,0.0,0,,0,unavailable,field family not found
obs080a_transform_scheme_summary,outputs/comparisons/obs080a_stability_core_transform_sensitivity/obs080a_transform_scheme_summary.csv,provenance,,False,896,0,0.0,0,,0,unavailable,field family not found
obs080a_transform_scores,outputs/comparisons/obs080a_stability_core_transform_sensitivity/obs080a_transform_scores.csv,observation_id,,False,2240,0,0.0,0,,0,unavailable,field family not found
obs080a_transform_scores,outputs/comparisons/obs080a_stability_core_transform_sensitivity/obs080a_transform_scores.csv,object_id,,False,2240,0,0.0,0,,0,unavailable,field family not found
obs080a_transform_scores,outputs/comparisons/obs080a_stability_core_transform_sensitivity/obs080a_transform_scores.csv,route_id,,False,2240,0,0.0,0,,0,unavailable,field family not found
obs080a_transform_scores,outputs/comparisons/obs080a_stability_core_transform_sensitivity/obs080a_transform_scores.csv,transition_id,,False,2240,0,0.0,0,,0,unavailable,field family not found
obs080a_transform_scores,outputs/comparisons/obs080a_stability_core_transform_sensitivity/obs080a_transform_scores.csv,window_id,,False,2240,0,0.0,0,,0,unavailable,field family not found
obs080a_transform_scores,outputs/comparisons/obs080a_stability_core_transform_sensitivity/obs080a_transform_scores.csv,cohort,,False,2240,0,0.0,0,,0,unavailable,field family not found
obs080a_transform_scores,outputs/comparisons/obs080a_stability_core_transform_sensitivity/obs080a_transform_scores.csv,regime,,False,2240,0,0.0,0,,0,unavailable,field family not found
obs080a_transform_scores,outputs/comparisons/obs080a_stability_core_transform_sensitivity/obs080a_transform_scores.csv,scale,,False,2240,0,0.0,0,,0,unavailable,field family not found
obs080a_transform_scores,outputs/comparisons/obs080a_stability_core_transform_sensitivity/obs080a_transform_scores.csv,provenance,,False,2240,0,0.0,0,,0,unavailable,field family not found
obs080a_transform_stability_matrix,outputs/comparisons/obs080a_stability_core_transform_sensitivity/obs080a_transform_stability_matrix.csv,observation_id,,False,28,0,0.0,0,,0,unavailable,field family not found
obs080a_transform_stability_matrix,outputs/comparisons/obs080a_stability_core_transform_sensitivity/obs080a_transform_stability_matrix.csv,object_id,,False,28,0,0.0,0,,0,unavailable,field family not found
obs080a_transform_stability_matrix,outputs/comparisons/obs080a_stability_core_transform_sensitivity/obs080a_transform_stability_matrix.csv,route_id,,False,28,0,0.0,0,,0,unavailable,field family not found
obs080a_transform_stability_matrix,outputs/comparisons/obs080a_stability_core_transform_sensitivity/obs080a_transform_stability_matrix.csv,transition_id,,False,28,0,0.0,0,,0,unavailable,field family not found
obs080a_transform_stability_matrix,outputs/comparisons/obs080a_stability_core_transform_sensitivity/obs080a_transform_stability_matrix.csv,window_id,,False,28,0,0.0,0,,0,unavailable,field family not found
obs080a_transform_stability_matrix,outputs/comparisons/obs080a_stability_core_transform_sensitivity/obs080a_transform_stability_matrix.csv,cohort,,False,28,0,0.0,0,,0,unavailable,field family not found
obs080a_transform_stability_matrix,outputs/comparisons/obs080a_stability_core_transform_sensitivity/obs080a_transform_stability_matrix.csv,regime,,False,28,0,0.0,0,,0,unavailable,field family not found
obs080a_transform_stability_matrix,outputs/comparisons/obs080a_stability_core_transform_sensitivity/obs080a_transform_stability_matrix.csv,scale,,False,28,0,0.0,0,,0,unavailable,field family not found
obs080a_transform_stability_matrix,outputs/comparisons/obs080a_stability_core_transform_sensitivity/obs080a_transform_stability_matrix.csv,provenance,,False,28,0,0.0,0,,0,unavailable,field family not found
obs080a_transformed_feature_table,outputs/comparisons/obs080a_stability_core_transform_sensitivity/obs080a_transformed_feature_table.csv,observation_id,row_id,True,168,168,1.0,168,1.0,1,candidate_observation_key,
obs080a_transformed_feature_table,outputs/comparisons/obs080a_stability_core_transform_sensitivity/obs080a_transformed_feature_table.csv,object_id,object,True,168,168,1.0,8,23.0,35,candidate_structural_partition_unit,
obs080a_transformed_feature_table,outputs/comparisons/obs080a_stability_core_transform_sensitivity/obs080a_transformed_feature_table.csv,route_id,,False,168,0,0.0,0,,0,unavailable,field family not found
obs080a_transformed_feature_table,outputs/comparisons/obs080a_stability_core_transform_sensitivity/obs080a_transformed_feature_table.csv,transition_id,transition,True,168,168,1.0,5,32.0,42,candidate_structural_partition_unit,
obs080a_transformed_feature_table,outputs/comparisons/obs080a_stability_core_transform_sensitivity/obs080a_transformed_feature_table.csv,window_id,,False,168,0,0.0,0,,0,unavailable,field family not found
obs080a_transformed_feature_table,outputs/comparisons/obs080a_stability_core_transform_sensitivity/obs080a_transformed_feature_table.csv,cohort,cohort,True,168,168,1.0,6,30.0,30,candidate_stratification_or_support_field,
obs080a_transformed_feature_table,outputs/comparisons/obs080a_stability_core_transform_sensitivity/obs080a_transformed_feature_table.csv,regime,,False,168,0,0.0,0,,0,unavailable,field family not found
obs080a_transformed_feature_table,outputs/comparisons/obs080a_stability_core_transform_sensitivity/obs080a_transformed_feature_table.csv,scale,,False,168,0,0.0,0,,0,unavailable,field family not found
obs080a_transformed_feature_table,outputs/comparisons/obs080a_stability_core_transform_sensitivity/obs080a_transformed_feature_table.csv,provenance,,False,168,0,0.0,0,,0,unavailable,field family not found
obs080a_validation_groups,outputs/comparisons/obs080a_stability_core_transform_sensitivity/obs080a_validation_groups.csv,observation_id,,False,80,0,0.0,0,,0,unavailable,field family not found
obs080a_validation_groups,outputs/comparisons/obs080a_stability_core_transform_sensitivity/obs080a_validation_groups.csv,object_id,,False,80,0,0.0,0,,0,unavailable,field family not found
obs080a_validation_groups,outputs/comparisons/obs080a_stability_core_transform_sensitivity/obs080a_validation_groups.csv,route_id,,False,80,0,0.0,0,,0,unavailable,field family not found
obs080a_validation_groups,outputs/comparisons/obs080a_stability_core_transform_sensitivity/obs080a_validation_groups.csv,transition_id,,False,80,0,0.0,0,,0,unavailable,field family not found
obs080a_validation_groups,outputs/comparisons/obs080a_stability_core_transform_sensitivity/obs080a_validation_groups.csv,window_id,,False,80,0,0.0,0,,0,unavailable,field family not found
obs080a_validation_groups,outputs/comparisons/obs080a_stability_core_transform_sensitivity/obs080a_validation_groups.csv,cohort,,False,80,0,0.0,0,,0,unavailable,field family not found
obs080a_validation_groups,outputs/comparisons/obs080a_stability_core_transform_sensitivity/obs080a_validation_groups.csv,regime,,False,80,0,0.0,0,,0,unavailable,field family not found
obs080a_validation_groups,outputs/comparisons/obs080a_stability_core_transform_sensitivity/obs080a_validation_groups.csv,scale,,False,80,0,0.0,0,,0,unavailable,field family not found
obs080a_validation_groups,outputs/comparisons/obs080a_stability_core_transform_sensitivity/obs080a_validation_groups.csv,provenance,,False,80,0,0.0,0,,0,unavailable,field family not found
obs080b_confusion_matrices,outputs/comparisons/obs080b_stability_core_scale_band_sensitivity/obs080b_confusion_matrices.csv,observation_id,,False,12260,0,0.0,0,,0,unavailable,field family not found
obs080b_confusion_matrices,outputs/comparisons/obs080b_stability_core_scale_band_sensitivity/obs080b_confusion_matrices.csv,object_id,,False,12260,0,0.0,0,,0,unavailable,field family not found
obs080b_confusion_matrices,outputs/comparisons/obs080b_stability_core_scale_band_sensitivity/obs080b_confusion_matrices.csv,route_id,,False,12260,0,0.0,0,,0,unavailable,field family not found
obs080b_confusion_matrices,outputs/comparisons/obs080b_stability_core_scale_band_sensitivity/obs080b_confusion_matrices.csv,transition_id,,False,12260,0,0.0,0,,0,unavailable,field family not found
obs080b_confusion_matrices,outputs/comparisons/obs080b_stability_core_scale_band_sensitivity/obs080b_confusion_matrices.csv,window_id,,False,12260,0,0.0,0,,0,unavailable,field family not found
obs080b_confusion_matrices,outputs/comparisons/obs080b_stability_core_scale_band_sensitivity/obs080b_confusion_matrices.csv,cohort,,False,12260,0,0.0,0,,0,unavailable,field family not found
obs080b_confusion_matrices,outputs/comparisons/obs080b_stability_core_scale_band_sensitivity/obs080b_confusion_matrices.csv,regime,,False,12260,0,0.0,0,,0,unavailable,field family not found
obs080b_confusion_matrices,outputs/comparisons/obs080b_stability_core_scale_band_sensitivity/obs080b_confusion_matrices.csv,scale,scale_band,True,12260,12260,1.0,9,1412.0,1680,candidate_stratification_or_support_field,
obs080b_confusion_matrices,outputs/comparisons/obs080b_stability_core_scale_band_sensitivity/obs080b_confusion_matrices.csv,provenance,,False,12260,0,0.0,0,,0,unavailable,field family not found
obs080b_failures,outputs/comparisons/obs080b_stability_core_scale_band_sensitivity/obs080b_failures.csv,observation_id,,False,112,0,0.0,0,,0,unavailable,field family not found
obs080b_failures,outputs/comparisons/obs080b_stability_core_scale_band_sensitivity/obs080b_failures.csv,object_id,,False,112,0,0.0,0,,0,unavailable,field family not found
obs080b_failures,outputs/comparisons/obs080b_stability_core_scale_band_sensitivity/obs080b_failures.csv,route_id,,False,112,0,0.0,0,,0,unavailable,field family not found
obs080b_failures,outputs/comparisons/obs080b_stability_core_scale_band_sensitivity/obs080b_failures.csv,transition_id,,False,112,0,0.0,0,,0,unavailable,field family not found
obs080b_failures,outputs/comparisons/obs080b_stability_core_scale_band_sensitivity/obs080b_failures.csv,window_id,,False,112,0,0.0,0,,0,unavailable,field family not found
obs080b_failures,outputs/comparisons/obs080b_stability_core_scale_band_sensitivity/obs080b_failures.csv,cohort,,False,112,0,0.0,0,,0,unavailable,field family not found
obs080b_failures,outputs/comparisons/obs080b_stability_core_scale_band_sensitivity/obs080b_failures.csv,regime,,False,112,0,0.0,0,,0,unavailable,field family not found
obs080b_failures,outputs/comparisons/obs080b_stability_core_scale_band_sensitivity/obs080b_failures.csv,scale,scale_band,True,112,112,1.0,3,32.0,64,candidate_stratification_or_support_field,
obs080b_failures,outputs/comparisons/obs080b_stability_core_scale_band_sensitivity/obs080b_failures.csv,provenance,,False,112,0,0.0,0,,0,unavailable,field family not found
obs080b_input_manifest,outputs/comparisons/obs080b_stability_core_scale_band_sensitivity/obs080b_input_manifest.csv,observation_id,,False,1,0,0.0,0,,0,unavailable,field family not found
obs080b_input_manifest,outputs/comparisons/obs080b_stability_core_scale_band_sensitivity/obs080b_input_manifest.csv,object_id,,False,1,0,0.0,0,,0,unavailable,field family not found
obs080b_input_manifest,outputs/comparisons/obs080b_stability_core_scale_band_sensitivity/obs080b_input_manifest.csv,route_id,,False,1,0,0.0,0,,0,unavailable,field family not found
obs080b_input_manifest,outputs/comparisons/obs080b_stability_core_scale_band_sensitivity/obs080b_input_manifest.csv,transition_id,,False,1,0,0.0,0,,0,unavailable,field family not found
obs080b_input_manifest,outputs/comparisons/obs080b_stability_core_scale_band_sensitivity/obs080b_input_manifest.csv,window_id,,False,1,0,0.0,0,,0,unavailable,field family not found
obs080b_input_manifest,outputs/comparisons/obs080b_stability_core_scale_band_sensitivity/obs080b_input_manifest.csv,cohort,,False,1,0,0.0,0,,0,unavailable,field family not found
obs080b_input_manifest,outputs/comparisons/obs080b_stability_core_scale_band_sensitivity/obs080b_input_manifest.csv,regime,,False,1,0,0.0,0,,0,unavailable,field family not found
obs080b_input_manifest,outputs/comparisons/obs080b_stability_core_scale_band_sensitivity/obs080b_input_manifest.csv,scale,,False,1,0,0.0,0,,0,unavailable,field family not found
obs080b_input_manifest,outputs/comparisons/obs080b_stability_core_scale_band_sensitivity/obs080b_input_manifest.csv,provenance,,False,1,0,0.0,0,,0,unavailable,field family not found
obs080b_pairwise_scale_band_summary,outputs/comparisons/obs080b_stability_core_scale_band_sensitivity/obs080b_pairwise_scale_band_summary.csv,observation_id,,False,27,0,0.0,0,,0,unavailable,field family not found
obs080b_pairwise_scale_band_summary,outputs/comparisons/obs080b_stability_core_scale_band_sensitivity/obs080b_pairwise_scale_band_summary.csv,object_id,,False,27,0,0.0,0,,0,unavailable,field family not found
obs080b_pairwise_scale_band_summary,outputs/comparisons/obs080b_stability_core_scale_band_sensitivity/obs080b_pairwise_scale_band_summary.csv,route_id,,False,27,0,0.0,0,,0,unavailable,field family not found
obs080b_pairwise_scale_band_summary,outputs/comparisons/obs080b_stability_core_scale_band_sensitivity/obs080b_pairwise_scale_band_summary.csv,transition_id,,False,27,0,0.0,0,,0,unavailable,field family not found
obs080b_pairwise_scale_band_summary,outputs/comparisons/obs080b_stability_core_scale_band_sensitivity/obs080b_pairwise_scale_band_summary.csv,window_id,,False,27,0,0.0,0,,0,unavailable,field family not found
obs080b_pairwise_scale_band_summary,outputs/comparisons/obs080b_stability_core_scale_band_sensitivity/obs080b_pairwise_scale_band_summary.csv,cohort,,False,27,0,0.0,0,,0,unavailable,field family not found
obs080b_pairwise_scale_band_summary,outputs/comparisons/obs080b_stability_core_scale_band_sensitivity/obs080b_pairwise_scale_band_summary.csv,regime,,False,27,0,0.0,0,,0,unavailable,field family not found
obs080b_pairwise_scale_band_summary,outputs/comparisons/obs080b_stability_core_scale_band_sensitivity/obs080b_pairwise_scale_band_summary.csv,scale,scale_band,True,27,27,1.0,9,3.0,3,candidate_stratification_or_support_field,
obs080b_pairwise_scale_band_summary,outputs/comparisons/obs080b_stability_core_scale_band_sensitivity/obs080b_pairwise_scale_band_summary.csv,provenance,,False,27,0,0.0,0,,0,unavailable,field family not found
obs080b_permutation_scores,outputs/comparisons/obs080b_stability_core_scale_band_sensitivity/obs080b_permutation_scores.csv,observation_id,,False,21600,0,0.0,0,,0,unavailable,field family not found
obs080b_permutation_scores,outputs/comparisons/obs080b_stability_core_scale_band_sensitivity/obs080b_permutation_scores.csv,object_id,,False,21600,0,0.0,0,,0,unavailable,field family not found
obs080b_permutation_scores,outputs/comparisons/obs080b_stability_core_scale_band_sensitivity/obs080b_permutation_scores.csv,route_id,,False,21600,0,0.0,0,,0,unavailable,field family not found
obs080b_permutation_scores,outputs/comparisons/obs080b_stability_core_scale_band_sensitivity/obs080b_permutation_scores.csv,transition_id,,False,21600,0,0.0,0,,0,unavailable,field family not found
obs080b_permutation_scores,outputs/comparisons/obs080b_stability_core_scale_band_sensitivity/obs080b_permutation_scores.csv,window_id,,False,21600,0,0.0,0,,0,unavailable,field family not found
obs080b_permutation_scores,outputs/comparisons/obs080b_stability_core_scale_band_sensitivity/obs080b_permutation_scores.csv,cohort,,False,21600,0,0.0,0,,0,unavailable,field family not found
obs080b_permutation_scores,outputs/comparisons/obs080b_stability_core_scale_band_sensitivity/obs080b_permutation_scores.csv,regime,,False,21600,0,0.0,0,,0,unavailable,field family not found
obs080b_permutation_scores,outputs/comparisons/obs080b_stability_core_scale_band_sensitivity/obs080b_permutation_scores.csv,scale,scale_band,True,21600,21600,1.0,9,2400.0,2400,candidate_stratification_or_support_field,
obs080b_permutation_scores,outputs/comparisons/obs080b_stability_core_scale_band_sensitivity/obs080b_permutation_scores.csv,provenance,,False,21600,0,0.0,0,,0,unavailable,field family not found
obs080b_permutation_summary,outputs/comparisons/obs080b_stability_core_scale_band_sensitivity/obs080b_permutation_summary.csv,observation_id,,False,108,0,0.0,0,,0,unavailable,field family not found
obs080b_permutation_summary,outputs/comparisons/obs080b_stability_core_scale_band_sensitivity/obs080b_permutation_summary.csv,object_id,,False,108,0,0.0,0,,0,unavailable,field family not found
obs080b_permutation_summary,outputs/comparisons/obs080b_stability_core_scale_band_sensitivity/obs080b_permutation_summary.csv,route_id,,False,108,0,0.0,0,,0,unavailable,field family not found
obs080b_permutation_summary,outputs/comparisons/obs080b_stability_core_scale_band_sensitivity/obs080b_permutation_summary.csv,transition_id,,False,108,0,0.0,0,,0,unavailable,field family not found
obs080b_permutation_summary,outputs/comparisons/obs080b_stability_core_scale_band_sensitivity/obs080b_permutation_summary.csv,window_id,,False,108,0,0.0,0,,0,unavailable,field family not found
obs080b_permutation_summary,outputs/comparisons/obs080b_stability_core_scale_band_sensitivity/obs080b_permutation_summary.csv,cohort,,False,108,0,0.0,0,,0,unavailable,field family not found
obs080b_permutation_summary,outputs/comparisons/obs080b_stability_core_scale_band_sensitivity/obs080b_permutation_summary.csv,regime,,False,108,0,0.0,0,,0,unavailable,field family not found
obs080b_permutation_summary,outputs/comparisons/obs080b_stability_core_scale_band_sensitivity/obs080b_permutation_summary.csv,scale,scale_band,True,108,108,1.0,9,12.0,12,candidate_stratification_or_support_field,
obs080b_permutation_summary,outputs/comparisons/obs080b_stability_core_scale_band_sensitivity/obs080b_permutation_summary.csv,provenance,,False,108,0,0.0,0,,0,unavailable,field family not found
obs080b_scale_band_manifest,outputs/comparisons/obs080b_stability_core_scale_band_sensitivity/obs080b_scale_band_manifest.csv,observation_id,,False,10,0,0.0,0,,0,unavailable,field family not found
obs080b_scale_band_manifest,outputs/comparisons/obs080b_stability_core_scale_band_sensitivity/obs080b_scale_band_manifest.csv,object_id,,False,10,0,0.0,0,,0,unavailable,field family not found
obs080b_scale_band_manifest,outputs/comparisons/obs080b_stability_core_scale_band_sensitivity/obs080b_scale_band_manifest.csv,route_id,,False,10,0,0.0,0,,0,unavailable,field family not found
obs080b_scale_band_manifest,outputs/comparisons/obs080b_stability_core_scale_band_sensitivity/obs080b_scale_band_manifest.csv,transition_id,,False,10,0,0.0,0,,0,unavailable,field family not found
obs080b_scale_band_manifest,outputs/comparisons/obs080b_stability_core_scale_band_sensitivity/obs080b_scale_band_manifest.csv,window_id,,False,10,0,0.0,0,,0,unavailable,field family not found
obs080b_scale_band_manifest,outputs/comparisons/obs080b_stability_core_scale_band_sensitivity/obs080b_scale_band_manifest.csv,cohort,,False,10,0,0.0,0,,0,unavailable,field family not found
obs080b_scale_band_manifest,outputs/comparisons/obs080b_stability_core_scale_band_sensitivity/obs080b_scale_band_manifest.csv,regime,,False,10,0,0.0,0,,0,unavailable,field family not found
obs080b_scale_band_manifest,outputs/comparisons/obs080b_stability_core_scale_band_sensitivity/obs080b_scale_band_manifest.csv,scale,scale_band,True,10,10,1.0,10,1.0,1,candidate_stratification_or_support_field,
obs080b_scale_band_manifest,outputs/comparisons/obs080b_stability_core_scale_band_sensitivity/obs080b_scale_band_manifest.csv,provenance,,False,10,0,0.0,0,,0,unavailable,field family not found
