record_id,support_id,failure_predicate,failure_mode,control_record_id,control_family,control_relation,control_carrier,target_site_relative_contrast,control_site_relative_contrast,control_adjusted_contrast,control_complement_admissible,control_site_rows,control_complement_rows,control_shared_clusters,control_status,control_admissibility_rule,candidate_id,confirmation_partition_id,row_type,admissible_control_count,alternative_control_count,median_control_site_relative_contrast,median_control_adjusted_contrast,positive_control_adjusted_share,control_robustness_pass,control_robustness_status,eligible_control_records_json
C_vs_Cp2__no_window,114bd7932e0008f8ef79,relation_separation_attenuation,,,,,,,,,,,,,,,OBS084B-7ec663ae1af7424b1b72,,candidate_aggregate,8.0,8.0,0.09602668828116018,0.06303115069666243,0.625,True,control_adjusted_signal,"[""C_vs_Cp2__geometry_scores_only"", ""C_vs_Cp2__path_shares_only"", ""C_vs_Cp2__stability_core_3"", ""C_vs_Cp2__stability_plus_geometry"", ""C_vs_Cp2__strict_numeric_all"", ""C_vs_Cp3__no_window"", ""Cp2_vs_Cp3__no_window"", ""three_way__no_window""]"
C_vs_Cp2__no_window,114bd7932e0008f8ef79,local_criterion_breach,,,,,,,,,,,,,,,OBS084B-f4375eb30e72ed220004,,candidate_aggregate,8.0,8.0,0.06450216450216453,0.011255411255411213,0.5,False,control_explained,"[""C_vs_Cp2__geometry_scores_only"", ""C_vs_Cp2__path_shares_only"", ""C_vs_Cp2__stability_core_3"", ""C_vs_Cp2__stability_plus_geometry"", ""C_vs_Cp2__strict_numeric_all"", ""C_vs_Cp3__no_window"", ""Cp2_vs_Cp3__no_window"", ""three_way__no_window""]"
C_vs_Cp2__no_window,114bd7932e0008f8ef79,log_loss_attenuation,,,,,,,,,,,,,,,OBS084B-51b6faee33ac6cc790bd,,candidate_aggregate,8.0,8.0,0.15713852182611876,0.14678769507821915,0.875,True,control_adjusted_signal,"[""C_vs_Cp2__geometry_scores_only"", ""C_vs_Cp2__path_shares_only"", ""C_vs_Cp2__stability_core_3"", ""C_vs_Cp2__stability_plus_geometry"", ""C_vs_Cp2__strict_numeric_all"", ""C_vs_Cp3__no_window"", ""Cp2_vs_Cp3__no_window"", ""three_way__no_window""]"
C_vs_Cp2__stability_plus_geometry,114bd7932e0008f8ef79,relation_separation_attenuation,,,,,,,,,,,,,,,OBS084B-c811fbc12bffe9acee2f,,candidate_aggregate,8.0,8.0,0.13167679677727787,-0.10403344988415816,0.125,False,control_explained,"[""C_vs_Cp2__geometry_scores_only"", ""C_vs_Cp2__no_window"", ""C_vs_Cp2__path_shares_only"", ""C_vs_Cp2__stability_core_3"", ""C_vs_Cp2__strict_numeric_all"", ""C_vs_Cp3__stability_plus_geometry"", ""Cp2_vs_Cp3__stability_plus_geometry"", ""three_way__stability_plus_geometry""]"
C_vs_Cp2__strict_numeric_all,114bd7932e0008f8ef79,relation_separation_attenuation,,,,,,,,,,,,,,,OBS084B-590dc8c788380700d526,,candidate_aggregate,8.0,8.0,0.11037386139780181,-0.006078106821068685,0.5,False,control_explained,"[""C_vs_Cp2__geometry_scores_only"", ""C_vs_Cp2__no_window"", ""C_vs_Cp2__path_shares_only"", ""C_vs_Cp2__stability_core_3"", ""C_vs_Cp2__stability_plus_geometry"", ""C_vs_Cp3__strict_numeric_all"", ""Cp2_vs_Cp3__strict_numeric_all"", ""three_way__strict_numeric_all""]"
C_vs_Cp3__no_window,114bd7932e0008f8ef79,relation_separation_attenuation,,,,,,,,,,,,,,,OBS084B-a69d98b6b8217d4059ce,,candidate_aggregate,8.0,8.0,0.1625211573695801,0.052381280825778115,0.625,True,control_adjusted_signal,"[""C_vs_Cp2__no_window"", ""C_vs_Cp3__geometry_scores_only"", ""C_vs_Cp3__path_shares_only"", ""C_vs_Cp3__stability_core_3"", ""C_vs_Cp3__stability_plus_geometry"", ""C_vs_Cp3__strict_numeric_all"", ""Cp2_vs_Cp3__no_window"", ""three_way__no_window""]"
C_vs_Cp3__strict_numeric_all,114bd7932e0008f8ef79,relation_separation_attenuation,,,,,,,,,,,,,,,OBS084B-5c75c4f7df387f78f22c,,candidate_aggregate,8.0,8.0,0.19044345697834789,-0.0574533561683315,0.375,False,control_explained,"[""C_vs_Cp2__strict_numeric_all"", ""C_vs_Cp3__geometry_scores_only"", ""C_vs_Cp3__no_window"", ""C_vs_Cp3__path_shares_only"", ""C_vs_Cp3__stability_core_3"", ""C_vs_Cp3__stability_plus_geometry"", ""Cp2_vs_Cp3__strict_numeric_all"", ""three_way__strict_numeric_all""]"
C_vs_Cp3__geometry_scores_only,6951c09dfc251bd9f7db,relation_separation_attenuation,,,,,,,,,,,,,,,OBS084B-11e1ddfaec94b8ba1e20,,candidate_aggregate,0.0,8.0,,,,False,no_admissible_controls,"[""C_vs_Cp2__geometry_scores_only"", ""C_vs_Cp3__no_window"", ""C_vs_Cp3__path_shares_only"", ""C_vs_Cp3__stability_core_3"", ""C_vs_Cp3__stability_plus_geometry"", ""C_vs_Cp3__strict_numeric_all"", ""Cp2_vs_Cp3__geometry_scores_only"", ""three_way__geometry_scores_only""]"
C_vs_Cp3__geometry_scores_only,6951c09dfc251bd9f7db,log_loss_attenuation,,,,,,,,,,,,,,,OBS084B-57dd73e04bc58c21dc10,,candidate_aggregate,0.0,8.0,,,,False,no_admissible_controls,"[""C_vs_Cp2__geometry_scores_only"", ""C_vs_Cp3__no_window"", ""C_vs_Cp3__path_shares_only"", ""C_vs_Cp3__stability_core_3"", ""C_vs_Cp3__stability_plus_geometry"", ""C_vs_Cp3__strict_numeric_all"", ""Cp2_vs_Cp3__geometry_scores_only"", ""three_way__geometry_scores_only""]"
three_way__geometry_scores_only,6951c09dfc251bd9f7db,log_loss_attenuation,,,,,,,,,,,,,,,OBS084B-340c36cc5ee088d4fab9,,candidate_aggregate,0.0,8.0,,,,False,no_admissible_controls,"[""C_vs_Cp2__geometry_scores_only"", ""C_vs_Cp3__geometry_scores_only"", ""Cp2_vs_Cp3__geometry_scores_only"", ""three_way__no_window"", ""three_way__path_shares_only"", ""three_way__stability_core_3"", ""three_way__stability_plus_geometry"", ""three_way__strict_numeric_all""]"
