partition_design_id,address_id,record_id,support_id,relation,carrier,entitlement_status,partition,delta,control_response_lambda,failure_predicate,reliability_target,scenario_axis_semantics,probability_semantics,tested_cluster_grid_json,simulators_required,simulators_observed,simulator_ids_json,simulator_first_target_k_json,simulator_first_positive_k_json,robust_probability_vector_json,mean_probability_vector_json,simulator_spread_vector_json,minimum_nominal_k_reaching_target,first_robust_positive_passage_k,target_reached_by_both_simulators,simulator_target_reach_count_any_tested_k,robust_gate_passage_probability_at_selected_k,mean_gate_passage_probability_at_selected_k,simulator_probability_spread_at_selected_k,robust_final_tested_probability,mean_final_tested_probability,simulator_probability_spread_at_max_tested_k,maximum_simulator_probability_spread,material_nonmonotone_any,probability_shapes_json,trajectory_classes_json,selected_mean_effective_cluster_count_min,selected_mean_effective_cluster_count_mean,selected_nominal_support_efficiency_min,selected_nominal_support_efficiency_mean,selected_probability_effective_k_at_least_4_min,selected_probability_effective_k_at_least_6_min,selected_probability_effective_k_at_least_8_min,max_tested_mean_effective_cluster_count_min,max_tested_mean_effective_cluster_count_mean,max_tested_nominal_support_efficiency_min,max_tested_nominal_support_efficiency_mean,max_tested_probability_effective_k_at_least_4_min,max_tested_probability_effective_k_at_least_6_min,max_tested_probability_effective_k_at_least_8_min,design_class,design_action,candidate_eligible_partition,within_tested_support_envelope,extrapolation_beyond_tested_k_prohibited,partition_pooling_prohibited
PD-a01b8eca163cb710ef4dad02,03ef63db7584762143dc3914,three_way__no_window,114bd7932e0008f8ef79,three_way,no_window,fl3_entitlement_capped,discovery,0.0,0.0,measurement_missingness_concentration,0.5,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,"[3,4,5,6,8,10,12]",2,2,"[""joint_gaussian_regularized_cluster"",""joint_wild_cluster_rademacher""]","{""joint_gaussian_regularized_cluster"":null,""joint_wild_cluster_rademacher"":null}","{""joint_gaussian_regularized_cluster"":null,""joint_wild_cluster_rademacher"":null}","{""10"":0.0,""12"":0.0,""3"":0.0,""4"":0.0,""5"":0.0,""6"":0.0,""8"":0.0}","{""10"":0.0,""12"":0.0,""3"":0.0,""4"":0.0,""5"":0.0,""6"":0.0,""8"":0.0}","{""10"":0.0,""12"":0.0,""3"":0.0,""4"":0.0,""5"":0.0,""6"":0.0,""8"":0.0}",,,False,0,,,,0.0,0.0,0.0,0.0,False,"[""all_zero""]","[""empirically_never_passable""]",,,,,,,,9.01,9.0135,0.7508333333333334,0.751125,1.0,0.979,0.843,empirically_never_passable,no_go_under_frozen_contract,False,False,True,True
PD-08c4c6267dbd9e91f90e9e32,03ef63db7584762143dc3914,three_way__no_window,114bd7932e0008f8ef79,three_way,no_window,fl3_entitlement_capped,discovery,0.0,0.0,measurement_missingness_concentration,0.8,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,"[3,4,5,6,8,10,12]",2,2,"[""joint_gaussian_regularized_cluster"",""joint_wild_cluster_rademacher""]","{""joint_gaussian_regularized_cluster"":null,""joint_wild_cluster_rademacher"":null}","{""joint_gaussian_regularized_cluster"":null,""joint_wild_cluster_rademacher"":null}","{""10"":0.0,""12"":0.0,""3"":0.0,""4"":0.0,""5"":0.0,""6"":0.0,""8"":0.0}","{""10"":0.0,""12"":0.0,""3"":0.0,""4"":0.0,""5"":0.0,""6"":0.0,""8"":0.0}","{""10"":0.0,""12"":0.0,""3"":0.0,""4"":0.0,""5"":0.0,""6"":0.0,""8"":0.0}",,,False,0,,,,0.0,0.0,0.0,0.0,False,"[""all_zero""]","[""empirically_never_passable""]",,,,,,,,9.01,9.0135,0.7508333333333334,0.751125,1.0,0.979,0.843,empirically_never_passable,no_go_under_frozen_contract,False,False,True,True
PD-0bd1201610cbb3ddcb593752,03ef63db7584762143dc3914,three_way__no_window,114bd7932e0008f8ef79,three_way,no_window,fl3_entitlement_capped,discovery,0.0,0.0,measurement_missingness_concentration,0.9,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,"[3,4,5,6,8,10,12]",2,2,"[""joint_gaussian_regularized_cluster"",""joint_wild_cluster_rademacher""]","{""joint_gaussian_regularized_cluster"":null,""joint_wild_cluster_rademacher"":null}","{""joint_gaussian_regularized_cluster"":null,""joint_wild_cluster_rademacher"":null}","{""10"":0.0,""12"":0.0,""3"":0.0,""4"":0.0,""5"":0.0,""6"":0.0,""8"":0.0}","{""10"":0.0,""12"":0.0,""3"":0.0,""4"":0.0,""5"":0.0,""6"":0.0,""8"":0.0}","{""10"":0.0,""12"":0.0,""3"":0.0,""4"":0.0,""5"":0.0,""6"":0.0,""8"":0.0}",,,False,0,,,,0.0,0.0,0.0,0.0,False,"[""all_zero""]","[""empirically_never_passable""]",,,,,,,,9.01,9.0135,0.7508333333333334,0.751125,1.0,0.979,0.843,empirically_never_passable,no_go_under_frozen_contract,False,False,True,True
PD-781149b0db9976d3f3f2ef1c,03ef63db7584762143dc3914,three_way__no_window,114bd7932e0008f8ef79,three_way,no_window,fl3_entitlement_capped,discovery,0.25,0.0,measurement_missingness_concentration,0.5,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,"[3,4,5,6,8,10,12]",2,2,"[""joint_gaussian_regularized_cluster"",""joint_wild_cluster_rademacher""]","{""joint_gaussian_regularized_cluster"":8,""joint_wild_cluster_rademacher"":8}","{""joint_gaussian_regularized_cluster"":4,""joint_wild_cluster_rademacher"":4}","{""10"":0.804,""12"":0.886,""3"":0.0,""4"":0.066,""5"":0.198,""6"":0.36,""8"":0.641}","{""10"":0.8180000000000001,""12"":0.888,""3"":0.0,""4"":0.0665,""5"":0.202,""6"":0.371,""8"":0.647}","{""10"":0.027999999999999914,""12"":0.0040000000000000036,""3"":0.0,""4"":0.0010000000000000009,""5"":0.00799999999999998,""6"":0.02200000000000002,""8"":0.01200000000000001}",8.0,4.0,True,2,0.641,0.647,0.01200000000000001,0.886,0.888,0.0040000000000000036,0.027999999999999914,False,"[""observed_non_decreasing""]","[""early_passable""]",5.955,5.9885,0.744375,0.7485625,0.971,0.652,0.098,8.964,8.995000000000001,0.747,0.7495833333333333,0.999,0.983,0.837,robust_target_reached,candidate_within_tested_envelope,True,True,True,True
PD-a2e3d1085cb9bb80909ea296,03ef63db7584762143dc3914,three_way__no_window,114bd7932e0008f8ef79,three_way,no_window,fl3_entitlement_capped,discovery,0.25,0.0,measurement_missingness_concentration,0.8,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,"[3,4,5,6,8,10,12]",2,2,"[""joint_gaussian_regularized_cluster"",""joint_wild_cluster_rademacher""]","{""joint_gaussian_regularized_cluster"":10,""joint_wild_cluster_rademacher"":10}","{""joint_gaussian_regularized_cluster"":4,""joint_wild_cluster_rademacher"":4}","{""10"":0.804,""12"":0.886,""3"":0.0,""4"":0.066,""5"":0.198,""6"":0.36,""8"":0.641}","{""10"":0.8180000000000001,""12"":0.888,""3"":0.0,""4"":0.0665,""5"":0.202,""6"":0.371,""8"":0.647}","{""10"":0.027999999999999914,""12"":0.0040000000000000036,""3"":0.0,""4"":0.0010000000000000009,""5"":0.00799999999999998,""6"":0.02200000000000002,""8"":0.01200000000000001}",10.0,4.0,True,2,0.804,0.8180000000000001,0.027999999999999914,0.886,0.888,0.0040000000000000036,0.027999999999999914,False,"[""observed_non_decreasing""]","[""early_passable""]",7.473,7.502,0.7473,0.7502,0.996,0.921,0.513,8.964,8.995000000000001,0.747,0.7495833333333333,0.999,0.983,0.837,robust_target_reached,candidate_within_tested_envelope,True,True,True,True
PD-48dc50b21b50d1a8f4937e68,03ef63db7584762143dc3914,three_way__no_window,114bd7932e0008f8ef79,three_way,no_window,fl3_entitlement_capped,discovery,0.25,0.0,measurement_missingness_concentration,0.9,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,"[3,4,5,6,8,10,12]",2,2,"[""joint_gaussian_regularized_cluster"",""joint_wild_cluster_rademacher""]","{""joint_gaussian_regularized_cluster"":null,""joint_wild_cluster_rademacher"":null}","{""joint_gaussian_regularized_cluster"":4,""joint_wild_cluster_rademacher"":4}","{""10"":0.804,""12"":0.886,""3"":0.0,""4"":0.066,""5"":0.198,""6"":0.36,""8"":0.641}","{""10"":0.8180000000000001,""12"":0.888,""3"":0.0,""4"":0.0665,""5"":0.202,""6"":0.371,""8"":0.647}","{""10"":0.027999999999999914,""12"":0.0040000000000000036,""3"":0.0,""4"":0.0010000000000000009,""5"":0.00799999999999998,""6"":0.02200000000000002,""8"":0.01200000000000001}",,4.0,False,0,,,,0.886,0.888,0.0040000000000000036,0.027999999999999914,False,"[""observed_non_decreasing""]","[""early_passable""]",,,,,,,,8.964,8.995000000000001,0.747,0.7495833333333333,0.999,0.983,0.837,robust_passage_below_target,outside_tested_reliability_envelope_no_extrapolation,False,False,True,True
PD-3f026be30fc757dc464e3634,03ef63db7584762143dc3914,three_way__no_window,114bd7932e0008f8ef79,three_way,no_window,fl3_entitlement_capped,discovery,0.25,0.25,measurement_missingness_concentration,0.5,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,"[3,4,5,6,8,10,12]",2,2,"[""joint_gaussian_regularized_cluster"",""joint_wild_cluster_rademacher""]","{""joint_gaussian_regularized_cluster"":8,""joint_wild_cluster_rademacher"":8}","{""joint_gaussian_regularized_cluster"":4,""joint_wild_cluster_rademacher"":4}","{""10"":0.791,""12"":0.859,""3"":0.0,""4"":0.073,""5"":0.221,""6"":0.372,""8"":0.641}","{""10"":0.794,""12"":0.8685,""3"":0.0,""4"":0.078,""5"":0.225,""6"":0.373,""8"":0.6435}","{""10"":0.006000000000000005,""12"":0.019000000000000017,""3"":0.0,""4"":0.010000000000000009,""5"":0.008000000000000007,""6"":0.0020000000000000018,""8"":0.0050000000000000044}",8.0,4.0,True,2,0.641,0.6435,0.0050000000000000044,0.859,0.8685,0.019000000000000017,0.019000000000000017,False,"[""observed_non_decreasing""]","[""early_passable""]",5.994,6.026999999999999,0.74925,0.7533749999999999,0.976,0.683,0.079,8.997,9.004,0.74975,0.7503333333333333,0.999,0.987,0.842,robust_target_reached,candidate_within_tested_envelope,True,True,True,True
PD-f90952f124f9387d5d7ec13d,03ef63db7584762143dc3914,three_way__no_window,114bd7932e0008f8ef79,three_way,no_window,fl3_entitlement_capped,discovery,0.25,0.25,measurement_missingness_concentration,0.8,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,"[3,4,5,6,8,10,12]",2,2,"[""joint_gaussian_regularized_cluster"",""joint_wild_cluster_rademacher""]","{""joint_gaussian_regularized_cluster"":12,""joint_wild_cluster_rademacher"":12}","{""joint_gaussian_regularized_cluster"":4,""joint_wild_cluster_rademacher"":4}","{""10"":0.791,""12"":0.859,""3"":0.0,""4"":0.073,""5"":0.221,""6"":0.372,""8"":0.641}","{""10"":0.794,""12"":0.8685,""3"":0.0,""4"":0.078,""5"":0.225,""6"":0.373,""8"":0.6435}","{""10"":0.006000000000000005,""12"":0.019000000000000017,""3"":0.0,""4"":0.010000000000000009,""5"":0.008000000000000007,""6"":0.0020000000000000018,""8"":0.0050000000000000044}",12.0,4.0,True,2,0.859,0.8685,0.019000000000000017,0.859,0.8685,0.019000000000000017,0.019000000000000017,False,"[""observed_non_decreasing""]","[""early_passable""]",8.997,9.004,0.74975,0.7503333333333333,0.999,0.987,0.842,8.997,9.004,0.74975,0.7503333333333333,0.999,0.987,0.842,robust_target_reached,candidate_within_tested_envelope,True,True,True,True
PD-b2589d81930fbb354e0020a4,03ef63db7584762143dc3914,three_way__no_window,114bd7932e0008f8ef79,three_way,no_window,fl3_entitlement_capped,discovery,0.25,0.25,measurement_missingness_concentration,0.9,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,"[3,4,5,6,8,10,12]",2,2,"[""joint_gaussian_regularized_cluster"",""joint_wild_cluster_rademacher""]","{""joint_gaussian_regularized_cluster"":null,""joint_wild_cluster_rademacher"":null}","{""joint_gaussian_regularized_cluster"":4,""joint_wild_cluster_rademacher"":4}","{""10"":0.791,""12"":0.859,""3"":0.0,""4"":0.073,""5"":0.221,""6"":0.372,""8"":0.641}","{""10"":0.794,""12"":0.8685,""3"":0.0,""4"":0.078,""5"":0.225,""6"":0.373,""8"":0.6435}","{""10"":0.006000000000000005,""12"":0.019000000000000017,""3"":0.0,""4"":0.010000000000000009,""5"":0.008000000000000007,""6"":0.0020000000000000018,""8"":0.0050000000000000044}",,4.0,False,0,,,,0.859,0.8685,0.019000000000000017,0.019000000000000017,False,"[""observed_non_decreasing""]","[""early_passable""]",,,,,,,,8.997,9.004,0.74975,0.7503333333333333,0.999,0.987,0.842,robust_passage_below_target,outside_tested_reliability_envelope_no_extrapolation,False,False,True,True
PD-5e9900729c0840a8ac493605,03ef63db7584762143dc3914,three_way__no_window,114bd7932e0008f8ef79,three_way,no_window,fl3_entitlement_capped,discovery,0.25,0.5,measurement_missingness_concentration,0.5,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,"[3,4,5,6,8,10,12]",2,2,"[""joint_gaussian_regularized_cluster"",""joint_wild_cluster_rademacher""]","{""joint_gaussian_regularized_cluster"":8,""joint_wild_cluster_rademacher"":8}","{""joint_gaussian_regularized_cluster"":4,""joint_wild_cluster_rademacher"":4}","{""10"":0.623,""12"":0.694,""3"":0.0,""4"":0.066,""5"":0.175,""6"":0.309,""8"":0.532}","{""10"":0.636,""12"":0.697,""3"":0.0,""4"":0.07250000000000001,""5"":0.177,""6"":0.3225,""8"":0.5355000000000001}","{""10"":0.026000000000000023,""12"":0.006000000000000005,""3"":0.0,""4"":0.012999999999999998,""5"":0.0040000000000000036,""6"":0.027000000000000024,""8"":0.007000000000000006}",8.0,4.0,True,2,0.532,0.5355000000000001,0.007000000000000006,0.694,0.697,0.006000000000000005,0.027000000000000024,False,"[""observed_non_decreasing""]","[""early_passable""]",6.036,6.0365,0.7545,0.7545625,0.971,0.68,0.107,8.975,9.001,0.7479166666666667,0.7500833333333333,0.999,0.983,0.834,robust_target_reached,candidate_within_tested_envelope,True,True,True,True
PD-8c2a800e12707ff45201bec0,03ef63db7584762143dc3914,three_way__no_window,114bd7932e0008f8ef79,three_way,no_window,fl3_entitlement_capped,discovery,0.25,0.5,measurement_missingness_concentration,0.8,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,"[3,4,5,6,8,10,12]",2,2,"[""joint_gaussian_regularized_cluster"",""joint_wild_cluster_rademacher""]","{""joint_gaussian_regularized_cluster"":null,""joint_wild_cluster_rademacher"":null}","{""joint_gaussian_regularized_cluster"":4,""joint_wild_cluster_rademacher"":4}","{""10"":0.623,""12"":0.694,""3"":0.0,""4"":0.066,""5"":0.175,""6"":0.309,""8"":0.532}","{""10"":0.636,""12"":0.697,""3"":0.0,""4"":0.07250000000000001,""5"":0.177,""6"":0.3225,""8"":0.5355000000000001}","{""10"":0.026000000000000023,""12"":0.006000000000000005,""3"":0.0,""4"":0.012999999999999998,""5"":0.0040000000000000036,""6"":0.027000000000000024,""8"":0.007000000000000006}",,4.0,False,0,,,,0.694,0.697,0.006000000000000005,0.027000000000000024,False,"[""observed_non_decreasing""]","[""early_passable""]",,,,,,,,8.975,9.001,0.7479166666666667,0.7500833333333333,0.999,0.983,0.834,robust_passage_below_target,outside_tested_reliability_envelope_no_extrapolation,False,False,True,True
PD-4ec1f8bfd5ebb65f7004278a,03ef63db7584762143dc3914,three_way__no_window,114bd7932e0008f8ef79,three_way,no_window,fl3_entitlement_capped,discovery,0.25,0.5,measurement_missingness_concentration,0.9,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,"[3,4,5,6,8,10,12]",2,2,"[""joint_gaussian_regularized_cluster"",""joint_wild_cluster_rademacher""]","{""joint_gaussian_regularized_cluster"":null,""joint_wild_cluster_rademacher"":null}","{""joint_gaussian_regularized_cluster"":4,""joint_wild_cluster_rademacher"":4}","{""10"":0.623,""12"":0.694,""3"":0.0,""4"":0.066,""5"":0.175,""6"":0.309,""8"":0.532}","{""10"":0.636,""12"":0.697,""3"":0.0,""4"":0.07250000000000001,""5"":0.177,""6"":0.3225,""8"":0.5355000000000001}","{""10"":0.026000000000000023,""12"":0.006000000000000005,""3"":0.0,""4"":0.012999999999999998,""5"":0.0040000000000000036,""6"":0.027000000000000024,""8"":0.007000000000000006}",,4.0,False,0,,,,0.694,0.697,0.006000000000000005,0.027000000000000024,False,"[""observed_non_decreasing""]","[""early_passable""]",,,,,,,,8.975,9.001,0.7479166666666667,0.7500833333333333,0.999,0.983,0.834,robust_passage_below_target,outside_tested_reliability_envelope_no_extrapolation,False,False,True,True
PD-8dd380070ce82766b69b6bdd,03ef63db7584762143dc3914,three_way__no_window,114bd7932e0008f8ef79,three_way,no_window,fl3_entitlement_capped,discovery,0.25,1.0,measurement_missingness_concentration,0.5,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,"[3,4,5,6,8,10,12]",2,2,"[""joint_gaussian_regularized_cluster"",""joint_wild_cluster_rademacher""]","{""joint_gaussian_regularized_cluster"":null,""joint_wild_cluster_rademacher"":null}","{""joint_gaussian_regularized_cluster"":4,""joint_wild_cluster_rademacher"":4}","{""10"":0.214,""12"":0.206,""3"":0.0,""4"":0.032,""5"":0.079,""6"":0.134,""8"":0.195}","{""10"":0.2185,""12"":0.209,""3"":0.0,""4"":0.041,""5"":0.08,""6"":0.14250000000000002,""8"":0.21200000000000002}","{""10"":0.009000000000000008,""12"":0.006000000000000005,""3"":0.0,""4"":0.018000000000000002,""5"":0.0020000000000000018,""6"":0.016999999999999987,""8"":0.034}",,4.0,False,0,,,,0.206,0.209,0.006000000000000005,0.034,False,"[""minor_nonmonotonicity_within_tolerance""]","[""early_passable""]",,,,,,,,8.889,8.922,0.7407499999999999,0.7434999999999999,0.998,0.98,0.819,robust_passage_below_target,outside_tested_reliability_envelope_no_extrapolation,False,False,True,True
PD-c4f22eaeacacdf5ccfb4b8e5,03ef63db7584762143dc3914,three_way__no_window,114bd7932e0008f8ef79,three_way,no_window,fl3_entitlement_capped,discovery,0.25,1.0,measurement_missingness_concentration,0.8,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,"[3,4,5,6,8,10,12]",2,2,"[""joint_gaussian_regularized_cluster"",""joint_wild_cluster_rademacher""]","{""joint_gaussian_regularized_cluster"":null,""joint_wild_cluster_rademacher"":null}","{""joint_gaussian_regularized_cluster"":4,""joint_wild_cluster_rademacher"":4}","{""10"":0.214,""12"":0.206,""3"":0.0,""4"":0.032,""5"":0.079,""6"":0.134,""8"":0.195}","{""10"":0.2185,""12"":0.209,""3"":0.0,""4"":0.041,""5"":0.08,""6"":0.14250000000000002,""8"":0.21200000000000002}","{""10"":0.009000000000000008,""12"":0.006000000000000005,""3"":0.0,""4"":0.018000000000000002,""5"":0.0020000000000000018,""6"":0.016999999999999987,""8"":0.034}",,4.0,False,0,,,,0.206,0.209,0.006000000000000005,0.034,False,"[""minor_nonmonotonicity_within_tolerance""]","[""early_passable""]",,,,,,,,8.889,8.922,0.7407499999999999,0.7434999999999999,0.998,0.98,0.819,robust_passage_below_target,outside_tested_reliability_envelope_no_extrapolation,False,False,True,True
PD-3bcb7d05b285a7bc4a1989a4,03ef63db7584762143dc3914,three_way__no_window,114bd7932e0008f8ef79,three_way,no_window,fl3_entitlement_capped,discovery,0.25,1.0,measurement_missingness_concentration,0.9,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,"[3,4,5,6,8,10,12]",2,2,"[""joint_gaussian_regularized_cluster"",""joint_wild_cluster_rademacher""]","{""joint_gaussian_regularized_cluster"":null,""joint_wild_cluster_rademacher"":null}","{""joint_gaussian_regularized_cluster"":4,""joint_wild_cluster_rademacher"":4}","{""10"":0.214,""12"":0.206,""3"":0.0,""4"":0.032,""5"":0.079,""6"":0.134,""8"":0.195}","{""10"":0.2185,""12"":0.209,""3"":0.0,""4"":0.041,""5"":0.08,""6"":0.14250000000000002,""8"":0.21200000000000002}","{""10"":0.009000000000000008,""12"":0.006000000000000005,""3"":0.0,""4"":0.018000000000000002,""5"":0.0020000000000000018,""6"":0.016999999999999987,""8"":0.034}",,4.0,False,0,,,,0.206,0.209,0.006000000000000005,0.034,False,"[""minor_nonmonotonicity_within_tolerance""]","[""early_passable""]",,,,,,,,8.889,8.922,0.7407499999999999,0.7434999999999999,0.998,0.98,0.819,robust_passage_below_target,outside_tested_reliability_envelope_no_extrapolation,False,False,True,True
PD-1fa30a6ff3948f218117dfd2,03ef63db7584762143dc3914,three_way__no_window,114bd7932e0008f8ef79,three_way,no_window,fl3_entitlement_capped,discovery,0.5,0.0,measurement_missingness_concentration,0.5,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,"[3,4,5,6,8,10,12]",2,2,"[""joint_gaussian_regularized_cluster"",""joint_wild_cluster_rademacher""]","{""joint_gaussian_regularized_cluster"":6,""joint_wild_cluster_rademacher"":6}","{""joint_gaussian_regularized_cluster"":4,""joint_wild_cluster_rademacher"":4}","{""10"":0.973,""12"":0.994,""3"":0.0,""4"":0.204,""5"":0.447,""6"":0.662,""8"":0.897}","{""10"":0.9744999999999999,""12"":0.994,""3"":0.0,""4"":0.21,""5"":0.4675,""6"":0.6779999999999999,""8"":0.91}","{""10"":0.0030000000000000027,""12"":0.0,""3"":0.0,""4"":0.01200000000000001,""5"":0.04099999999999998,""6"":0.03199999999999992,""8"":0.026000000000000023}",6.0,4.0,True,2,0.662,0.6779999999999999,0.03199999999999992,0.994,0.994,0.0,0.04099999999999998,False,"[""observed_non_decreasing""]","[""early_passable""]",4.498,4.5120000000000005,0.7496666666666667,0.752,0.818,0.184,0.0,8.979,9.0345,0.74825,0.752875,0.998,0.983,0.826,robust_target_reached,candidate_within_tested_envelope,True,True,True,True
PD-34ad33c5aa64b6cc15535deb,03ef63db7584762143dc3914,three_way__no_window,114bd7932e0008f8ef79,three_way,no_window,fl3_entitlement_capped,discovery,0.5,0.0,measurement_missingness_concentration,0.8,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,"[3,4,5,6,8,10,12]",2,2,"[""joint_gaussian_regularized_cluster"",""joint_wild_cluster_rademacher""]","{""joint_gaussian_regularized_cluster"":8,""joint_wild_cluster_rademacher"":8}","{""joint_gaussian_regularized_cluster"":4,""joint_wild_cluster_rademacher"":4}","{""10"":0.973,""12"":0.994,""3"":0.0,""4"":0.204,""5"":0.447,""6"":0.662,""8"":0.897}","{""10"":0.9744999999999999,""12"":0.994,""3"":0.0,""4"":0.21,""5"":0.4675,""6"":0.6779999999999999,""8"":0.91}","{""10"":0.0030000000000000027,""12"":0.0,""3"":0.0,""4"":0.01200000000000001,""5"":0.04099999999999998,""6"":0.03199999999999992,""8"":0.026000000000000023}",8.0,4.0,True,2,0.897,0.91,0.026000000000000023,0.994,0.994,0.0,0.04099999999999998,False,"[""observed_non_decreasing""]","[""early_passable""]",5.985,5.992,0.748125,0.749,0.963,0.671,0.099,8.979,9.0345,0.74825,0.752875,0.998,0.983,0.826,robust_target_reached,candidate_within_tested_envelope,True,True,True,True
PD-12b291b33809fa48c1a500cb,03ef63db7584762143dc3914,three_way__no_window,114bd7932e0008f8ef79,three_way,no_window,fl3_entitlement_capped,discovery,0.5,0.0,measurement_missingness_concentration,0.9,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,"[3,4,5,6,8,10,12]",2,2,"[""joint_gaussian_regularized_cluster"",""joint_wild_cluster_rademacher""]","{""joint_gaussian_regularized_cluster"":10,""joint_wild_cluster_rademacher"":8}","{""joint_gaussian_regularized_cluster"":4,""joint_wild_cluster_rademacher"":4}","{""10"":0.973,""12"":0.994,""3"":0.0,""4"":0.204,""5"":0.447,""6"":0.662,""8"":0.897}","{""10"":0.9744999999999999,""12"":0.994,""3"":0.0,""4"":0.21,""5"":0.4675,""6"":0.6779999999999999,""8"":0.91}","{""10"":0.0030000000000000027,""12"":0.0,""3"":0.0,""4"":0.01200000000000001,""5"":0.04099999999999998,""6"":0.03199999999999992,""8"":0.026000000000000023}",10.0,4.0,True,2,0.973,0.9744999999999999,0.0030000000000000027,0.994,0.994,0.0,0.04099999999999998,False,"[""observed_non_decreasing""]","[""early_passable""]",7.487,7.508,0.7487,0.7508,0.994,0.906,0.532,8.979,9.0345,0.74825,0.752875,0.998,0.983,0.826,robust_target_reached,candidate_within_tested_envelope,True,True,True,True
PD-44d6118436559b274244dc7b,03ef63db7584762143dc3914,three_way__no_window,114bd7932e0008f8ef79,three_way,no_window,fl3_entitlement_capped,discovery,0.5,0.25,measurement_missingness_concentration,0.5,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,"[3,4,5,6,8,10,12]",2,2,"[""joint_gaussian_regularized_cluster"",""joint_wild_cluster_rademacher""]","{""joint_gaussian_regularized_cluster"":6,""joint_wild_cluster_rademacher"":6}","{""joint_gaussian_regularized_cluster"":4,""joint_wild_cluster_rademacher"":4}","{""10"":0.956,""12"":0.987,""3"":0.0,""4"":0.198,""5"":0.479,""6"":0.669,""8"":0.895}","{""10"":0.9604999999999999,""12"":0.9875,""3"":0.0,""4"":0.20550000000000002,""5"":0.48,""6"":0.6795,""8"":0.908}","{""10"":0.009000000000000008,""12"":0.0010000000000000009,""3"":0.0,""4"":0.014999999999999986,""5"":0.0020000000000000018,""6"":0.020999999999999908,""8"":0.026000000000000023}",6.0,4.0,True,2,0.669,0.6795,0.020999999999999908,0.987,0.9875,0.0010000000000000009,0.026000000000000023,False,"[""observed_non_decreasing""]","[""early_passable""]",4.492,4.4990000000000006,0.7486666666666667,0.7498333333333334,0.819,0.178,0.0,8.921,8.9995,0.7434166666666666,0.7499583333333333,1.0,0.983,0.821,robust_target_reached,candidate_within_tested_envelope,True,True,True,True
PD-ebdb9e038eef8c5c60de7e9d,03ef63db7584762143dc3914,three_way__no_window,114bd7932e0008f8ef79,three_way,no_window,fl3_entitlement_capped,discovery,0.5,0.25,measurement_missingness_concentration,0.8,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,"[3,4,5,6,8,10,12]",2,2,"[""joint_gaussian_regularized_cluster"",""joint_wild_cluster_rademacher""]","{""joint_gaussian_regularized_cluster"":8,""joint_wild_cluster_rademacher"":8}","{""joint_gaussian_regularized_cluster"":4,""joint_wild_cluster_rademacher"":4}","{""10"":0.956,""12"":0.987,""3"":0.0,""4"":0.198,""5"":0.479,""6"":0.669,""8"":0.895}","{""10"":0.9604999999999999,""12"":0.9875,""3"":0.0,""4"":0.20550000000000002,""5"":0.48,""6"":0.6795,""8"":0.908}","{""10"":0.009000000000000008,""12"":0.0010000000000000009,""3"":0.0,""4"":0.014999999999999986,""5"":0.0020000000000000018,""6"":0.020999999999999908,""8"":0.026000000000000023}",8.0,4.0,True,2,0.895,0.908,0.026000000000000023,0.987,0.9875,0.0010000000000000009,0.026000000000000023,False,"[""observed_non_decreasing""]","[""early_passable""]",5.945,5.987,0.743125,0.748375,0.967,0.658,0.088,8.921,8.9995,0.7434166666666666,0.7499583333333333,1.0,0.983,0.821,robust_target_reached,candidate_within_tested_envelope,True,True,True,True
