paired_design_id,address_id,record_id,support_id,relation,carrier,entitlement_status,delta,control_response_lambda,reliability_target,scenario_axis_semantics,probability_semantics,discovery_partition_design_id,confirmation_partition_design_id,discovery_minimum_nominal_k,confirmation_minimum_nominal_k,minimum_total_nominal_objects,maximum_partition_nominal_k,partition_allocation_imbalance,discovery_robust_probability_at_selected_k,confirmation_robust_probability_at_selected_k,paired_robust_probability_at_selected_allocations,discovery_robust_final_tested_probability,confirmation_robust_final_tested_probability,paired_robust_final_tested_probability,partition_final_probability_gap,maximum_simulator_probability_spread_across_partitions,discovery_selected_support_efficiency_min,confirmation_selected_support_efficiency_min,paired_selected_support_efficiency_min,discovery_selected_mean_effective_clusters_min,confirmation_selected_mean_effective_clusters_min,paired_selected_mean_effective_clusters_min,discovery_design_class,confirmation_design_class,material_nonmonotone_any_partition,paired_design_class,paired_design_action,sealed_candidate_eligible,partition_separation_required,pooled_evaluation_prohibited,posthoc_object_migration_prohibited,confirmation_protocol_sealed_before_confirmation_access,simulator_stress_test_not_observed_evidence,extrapolation_beyond_tested_k_prohibited,required_next_action,numeric_extrapolation_performed,claim_entitlement_change_permitted
PP-9a7c48c8dfd9efb7635759b0,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,0.0,0.0,0.9,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-3b05479bee47cd399f22e534,PD-f02918950a52ac791d4c615f,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,empirically_never_passable,empirically_never_passable,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-cd518d8f808d0df2219268a7,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,0.25,0.0,0.9,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-bc2f2682bef4dfd8e0430c44,PD-26d60d4d69740e317066d601,,,,,,,,,0.125,0.0,0.0,0.125,0.02099999999999999,,,,,,,robust_passage_below_target,empirically_never_passable,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-0fcdf6137de7135256f1a14d,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,0.25,0.25,0.9,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-c683313c2df63161fa572671,PD-f17df4869ba9cc2c097b4833,,,,,,,,,0.125,0.0,0.0,0.125,0.008000000000000007,,,,,,,robust_passage_below_target,empirically_never_passable,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-571f4c222fcc7f4a5bf5aa89,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,0.25,0.5,0.9,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-30be7acdf9e92902bf50beb4,PD-bbe47673b417a72cc19afb61,,,,,,,,,0.112,0.0,0.0,0.112,0.010999999999999996,,,,,,,robust_passage_below_target,empirically_never_passable,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-607694c9252de777533c5f60,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,0.25,1.0,0.9,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-230a7d12a5cd2d214748c0b9,PD-21078f618393862854c4cd1a,,,,,,,,,0.045,0.0,0.0,0.045,0.010000000000000002,,,,,,,robust_passage_below_target,empirically_never_passable,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-959b2707ac8b45fe967cd546,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,0.5,0.0,0.9,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-0a843236ee6d001bb7357da8,PD-044b7a94435e70c5e06b3c3b,,,,,,,,,0.275,0.0,0.0,0.275,0.022999999999999993,,,,,,,robust_passage_below_target,empirically_never_passable,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-7c19bcf6570e537fe66e4a82,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,0.5,0.25,0.9,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-0193c0ccd7a5fc4b3d78f69d,PD-e6878dbbbab50b6008b654a5,,,,,,,,,0.27,0.0,0.0,0.27,0.008000000000000007,,,,,,,robust_passage_below_target,empirically_never_passable,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-7b608bfe2b797666a6b5c99b,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,0.5,0.5,0.9,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-75f44709f79203ac04375c17,PD-ca03f1193d288df2445e28a1,,,,,,,,,0.254,0.0,0.0,0.254,0.021999999999999992,,,,,,,robust_passage_below_target,empirically_never_passable,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-24dc4b9538d35633d7665879,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,0.5,1.0,0.9,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-a0a41439d96a223b0ffcda3c,PD-3ba5aedc59a4b9d6d3459182,,,,,,,,,0.094,0.0,0.0,0.094,0.007999999999999993,,,,,,,robust_passage_below_target,empirically_never_passable,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-376fbd54aab0ba1a87b8e356,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,0.75,0.0,0.9,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-46ac7ddf2631324481fd4eed,PD-da9fa29c0ad1bed9000f7545,,,,,,,,,0.322,0.0,0.0,0.322,0.017,,,,,,,robust_passage_below_target,empirically_never_passable,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-bb411db01a5e1991177d26f2,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,0.75,0.25,0.9,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-ca76c2d7f20304a7c472dc2a,PD-3bb0ee9b6963fa0903ef5df6,,,,,,,,,0.316,0.0,0.0,0.316,0.033,,,,,,,robust_passage_below_target,empirically_never_passable,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-09df995988c95892032f3965,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,0.75,0.5,0.9,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-92454c388bee226989faaa29,PD-fbe3983ffc35d9eb752d8207,,,,,,,,,0.294,0.0,0.0,0.294,0.026000000000000023,,,,,,,robust_passage_below_target,empirically_never_passable,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-d7a04916b957c09ea01f3b92,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,0.75,1.0,0.9,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-9e9e6a4f2d36bd873401bf54,PD-eeaf30e9d1f1f5dac57fdc81,,,,,,,,,0.1,0.0,0.0,0.1,0.007999999999999993,,,,,,,robust_passage_below_target,empirically_never_passable,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-409884345fd4004a22f66eda,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,1.0,0.0,0.9,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-51148eabb0bc588dae9b7fab,PD-570800653df4bb3cb21bab2c,,,,,,,,,0.329,0.0,0.0,0.329,0.019000000000000017,,,,,,,robust_passage_below_target,empirically_never_passable,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-ea3832d5a8c37431f64035b6,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,1.0,0.25,0.9,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-9d0a713814e22ee43867ddd7,PD-1bbc9798c7bf3cfc63a6bd76,,,,,,,,,0.33,0.0,0.0,0.33,0.01200000000000001,,,,,,,robust_passage_below_target,empirically_never_passable,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-0dee7df3c7c5b3dc3ec5152b,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,1.0,0.5,0.9,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-b4c2482e2752d4964b52432d,PD-8ad500efb11ffa2c7e83212f,,,,,,,,,0.326,0.0,0.0,0.326,0.01200000000000001,,,,,,,robust_passage_below_target,empirically_never_passable,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-f0edfdf9e8a6039c23ace611,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,1.0,1.0,0.9,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-5eaf140624fb23d29e05e69d,PD-7ba007f8a7da4a8ee2102242,,,,,,,,,0.097,0.0,0.0,0.097,0.010999999999999996,,,,,,,robust_passage_below_target,empirically_never_passable,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-0dd31f2044a1e0f9e210498c,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,1.5,0.0,0.9,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-bd9e1e56473a76a557a48030,PD-ea4b6ceb6b3f1636b4944f7f,,,,,,,,,0.356,0.0,0.0,0.356,0.027000000000000024,,,,,,,robust_passage_below_target,empirically_never_passable,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-bc8bd3a2df9d658ac712feb2,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,1.5,0.25,0.9,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-9a5a388ce18ece4eace57abb,PD-e75d81b6e5982bf0412e5769,,,,,,,,,0.338,0.0,0.0,0.338,0.013999999999999957,,,,,,,robust_passage_below_target,empirically_never_passable,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-294e23e7a8a417487ec9d54f,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,1.5,0.5,0.9,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-d97d1dc21dcfe3924b3d5db8,PD-3413a278555ef77c12baaf75,,,,,,,,,0.319,0.0,0.0,0.319,0.00899999999999998,,,,,,,robust_passage_below_target,empirically_never_passable,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-5f4212cefe0ed0d0c17648b9,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,1.5,1.0,0.9,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-e5f4d4fa62289edae1452a50,PD-3a966d9ffa497d4abd4d0b59,,,,,,,,,0.093,0.0,0.0,0.093,0.005999999999999998,,,,,,,robust_passage_below_target,empirically_never_passable,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-f00af8430c95d032eb1811a9,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,2.0,0.0,0.9,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-b848365fe908181cd2e383ae,PD-804d790f48c662ef14f8ce08,,,,,,,,,0.304,0.0,0.0,0.304,0.05300000000000002,,,,,,,robust_passage_below_target,empirically_never_passable,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-07648ece68e0a0c0d8f22275,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,2.0,0.25,0.9,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-ed66f75057e78763d6b69b3d,PD-744039c418e75b64e36932e0,,,,,,,,,0.352,0.0,0.0,0.352,0.034,,,,,,,robust_passage_below_target,empirically_never_passable,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-e3f276e2597f015bb8cedf13,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,2.0,0.5,0.9,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-b1f346d073bf978d8bae6240,PD-06efc79e3bed1296d17821cb,,,,,,,,,0.333,0.0,0.0,0.333,0.03,,,,,,,robust_passage_below_target,empirically_never_passable,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-ec04396ad6c69e824f0bf234,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,2.0,1.0,0.9,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-2e7cc12020497a6d371e9826,PD-af52ca25887429758d123326,,,,,,,,,0.073,0.0,0.0,0.073,0.013999999999999999,,,,,,,robust_passage_below_target,empirically_never_passable,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-be4fa94fea1dd7780bbe2a0e,1dbc920edffba9363b404b4e,Cp2_vs_Cp3__stability_plus_geometry,3e971f0bc08c8189f389,Cp2_vs_Cp3,stability_plus_geometry,fl3_entitled,0.0,0.0,0.9,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-aadbbb494106b7291093f519,PD-6811ce1dc4f35bae7e3390ce,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,empirically_never_passable,empirically_never_passable,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-c037401bf7aa67223f924bc9,1dbc920edffba9363b404b4e,Cp2_vs_Cp3__stability_plus_geometry,3e971f0bc08c8189f389,Cp2_vs_Cp3,stability_plus_geometry,fl3_entitled,0.25,0.0,0.9,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-6326f1d9b226f69f9fde24d8,PD-21da351089095582ee7bca12,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,empirically_never_passable,empirically_never_passable,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
