paired_design_id,address_id,record_id,support_id,relation,carrier,entitlement_status,delta,control_response_lambda,reliability_target,scenario_axis_semantics,probability_semantics,discovery_partition_design_id,confirmation_partition_design_id,discovery_minimum_nominal_k,confirmation_minimum_nominal_k,minimum_total_nominal_objects,maximum_partition_nominal_k,partition_allocation_imbalance,discovery_robust_probability_at_selected_k,confirmation_robust_probability_at_selected_k,paired_robust_probability_at_selected_allocations,discovery_robust_final_tested_probability,confirmation_robust_final_tested_probability,paired_robust_final_tested_probability,partition_final_probability_gap,maximum_simulator_probability_spread_across_partitions,discovery_selected_support_efficiency_min,confirmation_selected_support_efficiency_min,paired_selected_support_efficiency_min,discovery_selected_mean_effective_clusters_min,confirmation_selected_mean_effective_clusters_min,paired_selected_mean_effective_clusters_min,discovery_design_class,confirmation_design_class,material_nonmonotone_any_partition,paired_design_class,paired_design_action,sealed_candidate_eligible,partition_separation_required,pooled_evaluation_prohibited,posthoc_object_migration_prohibited,confirmation_protocol_sealed_before_confirmation_access,simulator_stress_test_not_observed_evidence,extrapolation_beyond_tested_k_prohibited,required_next_action,numeric_extrapolation_performed,claim_entitlement_change_permitted
PP-6933e4ae2246cf5e95628aad,bfa569fbae807b7f50c3389f,C_vs_Cp2__stability_core_3,c683c10822cc59ae7587,C_vs_Cp2,stability_core_3,fl3_entitled,2.0,1.0,0.5,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-7a469d90e532ea9aecf47b45,PD-cf8b5b784d87664e8e0888ef,,,,,,,,,0.0,0.08,0.0,0.08,0.0049999999999999975,,,,,,,empirically_never_passable,robust_passage_below_target,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-f2c33370b1e80e4a5732c762,d10b3aec4edc47fefb2bd92f,C_vs_Cp3__geometry_scores_only,8eb760d133ac749e3327,C_vs_Cp3,geometry_scores_only,fl3_entitlement_capped,0.0,0.0,0.5,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-a150bb44290a4282dd8dc258,PD-7497d2b0eb2cb31b201d791a,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,empirically_never_passable,empirically_never_passable,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-0f6bea3b426a825a0959bb83,d10b3aec4edc47fefb2bd92f,C_vs_Cp3__geometry_scores_only,8eb760d133ac749e3327,C_vs_Cp3,geometry_scores_only,fl3_entitlement_capped,0.25,0.0,0.5,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-7606a9288c4c0a2555717f18,PD-a01f8592451f69f5735ec526,,,,,,,,,0.0,0.254,0.0,0.254,0.016000000000000014,,,,,,,empirically_never_passable,robust_passage_below_target,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-3e4cb1341a680900ce7066bd,d10b3aec4edc47fefb2bd92f,C_vs_Cp3__geometry_scores_only,8eb760d133ac749e3327,C_vs_Cp3,geometry_scores_only,fl3_entitlement_capped,0.25,0.25,0.5,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-2ef2f8d216c8004b2cd3bc4d,PD-ac5f7362b39b064756b831d3,,,,,,,,,0.0,0.244,0.0,0.244,0.016000000000000014,,,,,,,empirically_never_passable,robust_passage_below_target,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-03c57c53f0647aaf8e6ff85f,d10b3aec4edc47fefb2bd92f,C_vs_Cp3__geometry_scores_only,8eb760d133ac749e3327,C_vs_Cp3,geometry_scores_only,fl3_entitlement_capped,0.25,0.5,0.5,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-783951db3d28bcede2023a8d,PD-b10f78533bab1373f9ffcd27,,,,,,,,,0.0,0.215,0.0,0.215,0.016,,,,,,,empirically_never_passable,robust_passage_below_target,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-aa6e76970ae8394c92a6365c,d10b3aec4edc47fefb2bd92f,C_vs_Cp3__geometry_scores_only,8eb760d133ac749e3327,C_vs_Cp3,geometry_scores_only,fl3_entitlement_capped,0.25,1.0,0.5,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-109af96f0ee8d2b53afee1b4,PD-fe1d8186269a9b6be395e470,,,,,,,,,0.0,0.035,0.0,0.035,0.012999999999999998,,,,,,,empirically_never_passable,robust_passage_below_target,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-9be0a65eba82d361c671222b,d10b3aec4edc47fefb2bd92f,C_vs_Cp3__geometry_scores_only,8eb760d133ac749e3327,C_vs_Cp3,geometry_scores_only,fl3_entitlement_capped,0.5,0.0,0.5,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-1fec8cb6afb8d0ce6b4a0e20,PD-424d91e8549d2e4e0666f8df,,,,,,,,,0.0,0.303,0.0,0.303,0.03400000000000003,,,,,,,empirically_never_passable,robust_passage_below_target,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-cf5ffea029542c56b9e78f66,d10b3aec4edc47fefb2bd92f,C_vs_Cp3__geometry_scores_only,8eb760d133ac749e3327,C_vs_Cp3,geometry_scores_only,fl3_entitlement_capped,0.5,0.25,0.5,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-226d6b940ff18cf1a5fdf5fa,PD-c797a17b2661db5a3b218a22,,,,,,,,,0.0,0.323,0.0,0.323,0.02300000000000002,,,,,,,empirically_never_passable,robust_passage_below_target,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-de21c6643b5e0f96ad914c92,d10b3aec4edc47fefb2bd92f,C_vs_Cp3__geometry_scores_only,8eb760d133ac749e3327,C_vs_Cp3,geometry_scores_only,fl3_entitlement_capped,0.5,0.5,0.5,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-0d6d72ba5ebc050b71f158dc,PD-e5176f02c961e412f2161fb2,,,,,,,,,0.0,0.324,0.0,0.324,0.019000000000000003,,,,,,,empirically_never_passable,robust_passage_below_target,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-55ce18219399d86003f2a25d,d10b3aec4edc47fefb2bd92f,C_vs_Cp3__geometry_scores_only,8eb760d133ac749e3327,C_vs_Cp3,geometry_scores_only,fl3_entitlement_capped,0.5,1.0,0.5,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-0f862bf0ed87487e1ac25e0b,PD-330ac31dd4692c0f5cd15544,,,,,,,,,0.0,0.059,0.0,0.059,0.006999999999999999,,,,,,,empirically_never_passable,robust_passage_below_target,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-dac98e17b25ecbb99de00d46,d10b3aec4edc47fefb2bd92f,C_vs_Cp3__geometry_scores_only,8eb760d133ac749e3327,C_vs_Cp3,geometry_scores_only,fl3_entitlement_capped,0.75,0.0,0.5,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-df7b239f22d4aa3f3246d2c4,PD-1387154b881ca84607bc2051,,,,,,,,,0.0,0.3,0.0,0.3,0.04999999999999999,,,,,,,empirically_never_passable,robust_passage_below_target,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-97c088c60d5a736f41731a13,d10b3aec4edc47fefb2bd92f,C_vs_Cp3__geometry_scores_only,8eb760d133ac749e3327,C_vs_Cp3,geometry_scores_only,fl3_entitlement_capped,0.75,0.25,0.5,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-0e52c60033673035bd454315,PD-73b70ab4e8853dd92f04dbdc,,,,,,,,,0.0,0.345,0.0,0.345,0.006000000000000005,,,,,,,empirically_never_passable,robust_passage_below_target,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-acf5aff96b2b49c39041c38b,d10b3aec4edc47fefb2bd92f,C_vs_Cp3__geometry_scores_only,8eb760d133ac749e3327,C_vs_Cp3,geometry_scores_only,fl3_entitlement_capped,0.75,0.5,0.5,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-e650070037fb06e4b7fdaf20,PD-e848d7cbad779f4e1734bfd7,,,,,,,,,0.0,0.336,0.0,0.336,0.01899999999999996,,,,,,,empirically_never_passable,robust_passage_below_target,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-ada8fb5d6c898e516553a395,d10b3aec4edc47fefb2bd92f,C_vs_Cp3__geometry_scores_only,8eb760d133ac749e3327,C_vs_Cp3,geometry_scores_only,fl3_entitlement_capped,0.75,1.0,0.5,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-659e1be2d22cab1254e371ef,PD-d3a85e2627fa220c571e277e,,,,,,,,,0.0,0.056,0.0,0.056,0.006,,,,,,,empirically_never_passable,robust_passage_below_target,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-ddd207572e9a0d88893ffd13,d10b3aec4edc47fefb2bd92f,C_vs_Cp3__geometry_scores_only,8eb760d133ac749e3327,C_vs_Cp3,geometry_scores_only,fl3_entitlement_capped,1.0,0.0,0.5,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-d296e5d7d590e316fdd10a76,PD-bc14a9e04d23701fcd87af3b,,,,,,,,,0.0,0.351,0.0,0.351,0.015000000000000013,,,,,,,empirically_never_passable,robust_passage_below_target,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-0fae760bd82eb447895c040b,d10b3aec4edc47fefb2bd92f,C_vs_Cp3__geometry_scores_only,8eb760d133ac749e3327,C_vs_Cp3,geometry_scores_only,fl3_entitlement_capped,1.0,0.25,0.5,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-ce3df67666a831be13187599,PD-e4ae141a98d184e1e04b7d38,,,,,,,,,0.0,0.347,0.0,0.347,0.01200000000000001,,,,,,,empirically_never_passable,robust_passage_below_target,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-8712c5e0f28d880a449e7543,d10b3aec4edc47fefb2bd92f,C_vs_Cp3__geometry_scores_only,8eb760d133ac749e3327,C_vs_Cp3,geometry_scores_only,fl3_entitlement_capped,1.0,0.5,0.5,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-f9a911c97e643e3535a0206c,PD-6bfb402292b9fc05df17602e,,,,,,,,,0.0,0.365,0.0,0.365,0.008000000000000007,,,,,,,empirically_never_passable,robust_passage_below_target,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-dea086599f12221266c6b557,d10b3aec4edc47fefb2bd92f,C_vs_Cp3__geometry_scores_only,8eb760d133ac749e3327,C_vs_Cp3,geometry_scores_only,fl3_entitlement_capped,1.0,1.0,0.5,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-29311591f65ced9bedd64364,PD-48332aebdc0c9ad8d8d16e22,,,,,,,,,0.0,0.054,0.0,0.054,0.016999999999999994,,,,,,,empirically_never_passable,robust_passage_below_target,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-c6bfe8ae99f2027440604134,d10b3aec4edc47fefb2bd92f,C_vs_Cp3__geometry_scores_only,8eb760d133ac749e3327,C_vs_Cp3,geometry_scores_only,fl3_entitlement_capped,1.5,0.0,0.5,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-0746cbe673901a79c975153c,PD-30b1a99492a44a8532baba92,,,,,,,,,0.0,0.35,0.0,0.35,0.007000000000000006,,,,,,,empirically_never_passable,robust_passage_below_target,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-12f8da92ca3eae938a424045,d10b3aec4edc47fefb2bd92f,C_vs_Cp3__geometry_scores_only,8eb760d133ac749e3327,C_vs_Cp3,geometry_scores_only,fl3_entitlement_capped,1.5,0.25,0.5,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-839357daaefc9c429a5d60cb,PD-c466118e0f7a107b1689168a,,,,,,,,,0.0,0.356,0.0,0.356,0.013000000000000012,,,,,,,empirically_never_passable,robust_passage_below_target,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-ca7cbca604b0b5d6268f1c08,d10b3aec4edc47fefb2bd92f,C_vs_Cp3__geometry_scores_only,8eb760d133ac749e3327,C_vs_Cp3,geometry_scores_only,fl3_entitlement_capped,1.5,0.5,0.5,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-b23ce85f5fd6f83fb05a0d56,PD-129b4d343ad0029e570f15ec,,,,,,,,,0.0,0.332,0.0,0.332,0.009,,,,,,,empirically_never_passable,robust_passage_below_target,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-4b767e1d9b917f47d7a51715,d10b3aec4edc47fefb2bd92f,C_vs_Cp3__geometry_scores_only,8eb760d133ac749e3327,C_vs_Cp3,geometry_scores_only,fl3_entitlement_capped,1.5,1.0,0.5,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-54c3f5241a1a13d39f939d7d,PD-35cdad6d19f8f9bb6d81d831,,,,,,,,,0.0,0.077,0.0,0.077,0.006999999999999999,,,,,,,empirically_never_passable,robust_passage_below_target,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-25476502959b1a5755bc43fc,d10b3aec4edc47fefb2bd92f,C_vs_Cp3__geometry_scores_only,8eb760d133ac749e3327,C_vs_Cp3,geometry_scores_only,fl3_entitlement_capped,2.0,0.0,0.5,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-9f2c1264419bac43bf1cd0f3,PD-c1deefdb5e9e5542f9d7356c,,,,,,,,,0.0,0.346,0.0,0.346,0.020000000000000018,,,,,,,empirically_never_passable,robust_passage_below_target,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-6558901723f14e393f3cdc5b,d10b3aec4edc47fefb2bd92f,C_vs_Cp3__geometry_scores_only,8eb760d133ac749e3327,C_vs_Cp3,geometry_scores_only,fl3_entitlement_capped,2.0,0.25,0.5,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-1147640581d70a81e507e41f,PD-3e344406098c59786a56915c,,,,,,,,,0.0,0.329,0.0,0.329,0.013000000000000012,,,,,,,empirically_never_passable,robust_passage_below_target,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-c7c2c3c579f8678e5414b46c,d10b3aec4edc47fefb2bd92f,C_vs_Cp3__geometry_scores_only,8eb760d133ac749e3327,C_vs_Cp3,geometry_scores_only,fl3_entitlement_capped,2.0,0.5,0.5,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-d3e275a9902f1160394f002c,PD-126efeca77c976550b7014c4,,,,,,,,,0.0,0.317,0.0,0.317,0.026999999999999996,,,,,,,empirically_never_passable,robust_passage_below_target,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-a9ea971917a45b58e767e8e2,d10b3aec4edc47fefb2bd92f,C_vs_Cp3__geometry_scores_only,8eb760d133ac749e3327,C_vs_Cp3,geometry_scores_only,fl3_entitlement_capped,2.0,1.0,0.5,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-bed342052018ee121d4ea572,PD-4cc6a4010b3bcb6626b59549,,,,,,,,,0.0,0.05,0.0,0.05,0.002999999999999999,,,,,,,empirically_never_passable,robust_passage_below_target,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-cdbe93b929701910292f7f19,fe17c18b39eb86c6e9f982bd,C_vs_Cp3__path_shares_only,28ecf7e42b861405b6b3,C_vs_Cp3,path_shares_only,fl3_entitled,0.0,0.0,0.5,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-10228a445fd817c1e1d7c7e4,PD-19be91241428870b4dc52269,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,empirically_never_passable,empirically_never_passable,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-6a8a15c20c92584b358bd99a,03ef63db7584762143dc3914,three_way__no_window,114bd7932e0008f8ef79,three_way,no_window,fl3_entitlement_capped,0.0,0.0,0.8,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-08c4c6267dbd9e91f90e9e32,PD-43e75fcf070f88c0d80885d6,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,empirically_never_passable,empirically_never_passable,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-529fcd1490c4fa45fca6fee6,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,0.0,0.0,0.8,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-53c0d4be4dc80a3e94e4493a,PD-b0795824745aed1ac44beb09,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,empirically_never_passable,empirically_never_passable,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-b8b51278d25b42879ac76838,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,0.25,0.0,0.8,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-703373eac4c87b8f02e9caaf,PD-4355b6dbd8ec0233ccd50c37,,,,,,,,,0.125,0.0,0.0,0.125,0.02099999999999999,,,,,,,robust_passage_below_target,empirically_never_passable,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-112b08aefec5674c3a6ff6db,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,0.25,0.25,0.8,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-7d0b581b38c8d4fc0e8e0657,PD-800364a02e52a0867d6ac916,,,,,,,,,0.125,0.0,0.0,0.125,0.008000000000000007,,,,,,,robust_passage_below_target,empirically_never_passable,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-72ae2610ff999dbed8da9a00,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,0.25,0.5,0.8,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-c4e520a8290ab9e7cac50de0,PD-9f452926df49bc47ba5d1ecb,,,,,,,,,0.112,0.0,0.0,0.112,0.010999999999999996,,,,,,,robust_passage_below_target,empirically_never_passable,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-28cfdb847fe27ca82a6dea80,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,0.25,1.0,0.8,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-d9b0e92820eea2d61d7b9fdf,PD-70745cb325d52fbfbecfc6af,,,,,,,,,0.045,0.0,0.0,0.045,0.010000000000000002,,,,,,,robust_passage_below_target,empirically_never_passable,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-1987f0aac4c196cac1ec1ab2,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,0.5,0.0,0.8,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-2a06b2d75bd5b297f4d34158,PD-5697e5ce98de7ffa4f2963ab,,,,,,,,,0.275,0.0,0.0,0.275,0.022999999999999993,,,,,,,robust_passage_below_target,empirically_never_passable,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-180e18803b2443446a9bf2de,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,0.5,0.25,0.8,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-2ba5e305ac85753243fe2f36,PD-06c8459365db4482f1dabbf5,,,,,,,,,0.27,0.0,0.0,0.27,0.008000000000000007,,,,,,,robust_passage_below_target,empirically_never_passable,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-d8f27692573931699208f435,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,0.5,0.5,0.8,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-e55f3f00215adafb593a33bd,PD-9e1438fbdae973b1e4ea14fc,,,,,,,,,0.254,0.0,0.0,0.254,0.021999999999999992,,,,,,,robust_passage_below_target,empirically_never_passable,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-bfc64ed93824a9ac55e936f1,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,0.5,1.0,0.8,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-9f79c916293a7b69f5cb39e7,PD-9108478031ea505e754b921e,,,,,,,,,0.094,0.0,0.0,0.094,0.007999999999999993,,,,,,,robust_passage_below_target,empirically_never_passable,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-abe293ad6a6ea481f3714976,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,0.75,0.0,0.8,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-cbe52644457b6dd03ba0d06f,PD-fa4b3ffbddd0a6813c4d3d22,,,,,,,,,0.322,0.0,0.0,0.322,0.017,,,,,,,robust_passage_below_target,empirically_never_passable,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-2cfdb96de7e402e5ac06432c,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,0.75,0.25,0.8,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-18ffd3da7b3d9a2ad179c7c3,PD-d66995ade5be8f7293ded1e4,,,,,,,,,0.316,0.0,0.0,0.316,0.033,,,,,,,robust_passage_below_target,empirically_never_passable,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-796c353e9d8c77985908fe8e,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,0.75,0.5,0.8,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-0bc365a2ba0824d017270122,PD-01ab2b1f2fd25a733d62813c,,,,,,,,,0.294,0.0,0.0,0.294,0.026000000000000023,,,,,,,robust_passage_below_target,empirically_never_passable,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-67bc29536b5db023412c8627,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,0.75,1.0,0.8,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-8f34544e3cf58ee3e0274bb4,PD-102e7748dd083d9ffe0dfc5f,,,,,,,,,0.1,0.0,0.0,0.1,0.007999999999999993,,,,,,,robust_passage_below_target,empirically_never_passable,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
