failure_predicate,partition,simulator_id,address_id,mean_abs_target_response,mean_max_abs_off_target_change,off_target_to_target_ratio,specificity_ratio_status,specificity_target_response_floor,control_response_levels,control_response_status,control_response_rho,adjusted_response_rho,identity_violations,range_violations,control_curve_json
log_loss_attenuation,confirmation,joint_wild_cluster_rademacher,c7bb703a3930eb4a7b9b0754,0.07511311507493801,0.03972727117162901,0.5288992625588002,estimable,1e-06,3,estimable,0.5,-0.5,0,0,"[{""control_response_lambda"":0.0,""mean_adjusted"":-0.013013212088544139,""mean_control"":-0.016087950487337688},{""control_response_lambda"":0.5,""mean_adjusted"":0.0010559475759432575,""mean_control"":-0.007901171231667977},{""control_response_lambda"":1.0,""mean_adjusted"":-0.04330561922618023,""mean_control"":-0.008034306049436099}]"
log_loss_attenuation,discovery,joint_empirical_cluster_bootstrap,3c58f494c94b8761a568ded4,0.005673953258756815,0.007030260111608751,1.239040892830532,estimable,1e-06,3,estimable,1.0,-1.0,0,0,"[{""control_response_lambda"":0.0,""mean_adjusted"":0.003011739644523766,""mean_control"":0.0032211739202523348},{""control_response_lambda"":0.5,""mean_adjusted"":-0.008408405327429444,""mean_control"":0.01471745154426562},{""control_response_lambda"":1.0,""mean_adjusted"":-0.0215639109758267,""mean_control"":0.02779426778998753}]"
log_loss_attenuation,discovery,joint_empirical_cluster_bootstrap,61cef129ca8cc734e59e4f58,0.04690838572392944,0.020127976670072482,0.42909122451008946,estimable,1e-06,3,estimable,1.0,-1.0,0,0,"[{""control_response_lambda"":0.0,""mean_adjusted"":0.06729359057814602,""mean_control"":0.04179716180154485},{""control_response_lambda"":0.5,""mean_adjusted"":0.045500960862873356,""mean_control"":0.06552202847362391},{""control_response_lambda"":1.0,""mean_adjusted"":0.029652676203383948,""mean_control"":0.09509855900857235}]"
log_loss_attenuation,discovery,joint_empirical_cluster_bootstrap,6474bf84525b5f8901e9c847,0.025898443437052478,0.03983713435463783,1.5382057401041909,estimable,1e-06,3,estimable,1.0,-1.0,0,0,"[{""control_response_lambda"":0.0,""mean_adjusted"":0.0295720903850932,""mean_control"":-0.000389210443064158},{""control_response_lambda"":0.5,""mean_adjusted"":0.020629939524084984,""mean_control"":0.01313696034322964},{""control_response_lambda"":1.0,""mean_adjusted"":0.009615067626532357,""mean_control"":0.02354961023497665}]"
log_loss_attenuation,discovery,joint_empirical_cluster_bootstrap,7e1bf2a0d61851cecd7b6046,0.7646496492234157,0.6574697149762871,0.8598313170535272,estimable,1e-06,3,estimable,1.0,0.5,0,0,"[{""control_response_lambda"":0.0,""mean_adjusted"":0.7697814723215225,""mean_control"":-0.012411559758603367},{""control_response_lambda"":0.5,""mean_adjusted"":0.7659529543878711,""mean_control"":-0.0030509585950008757},{""control_response_lambda"":1.0,""mean_adjusted"":0.7761978319496055,""mean_control"":0.004470293776306625}]"
log_loss_attenuation,discovery,joint_empirical_cluster_bootstrap,abf87c205565392f1e00275c,0.009809495773868792,0.011098407124097391,1.131394251033992,estimable,1e-06,3,estimable,1.0,-1.0,0,0,"[{""control_response_lambda"":0.0,""mean_adjusted"":0.01222894373734599,""mean_control"":-0.020225679246763936},{""control_response_lambda"":0.5,""mean_adjusted"":0.007511015823642304,""mean_control"":-0.015029283507602886},{""control_response_lambda"":1.0,""mean_adjusted"":0.0014239112217951265,""mean_control"":-0.005089696119046519}]"
log_loss_attenuation,discovery,joint_empirical_cluster_bootstrap,c7bb703a3930eb4a7b9b0754,0.0661454573337243,0.008950024390878695,0.1353082245047162,estimable,1e-06,3,estimable,1.0,-0.5,0,0,"[{""control_response_lambda"":0.0,""mean_adjusted"":-0.18241339080411373,""mean_control"":-0.013867444251145656},{""control_response_lambda"":0.5,""mean_adjusted"":-0.22127682110369795,""mean_control"":-0.012237922305061303},{""control_response_lambda"":1.0,""mean_adjusted"":-0.1876472983265117,""mean_control"":-0.0026192537181543287}]"
log_loss_attenuation,discovery,joint_gaussian_regularized_cluster,3c58f494c94b8761a568ded4,0.006159104151100565,0.011773427171987257,1.9115486413528946,estimable,1e-06,3,estimable,1.0,-1.0,0,0,"[{""control_response_lambda"":0.0,""mean_adjusted"":-0.13045312127008904,""mean_control"":0.1393901294661908},{""control_response_lambda"":0.5,""mean_adjusted"":-0.14207598813730735,""mean_control"":0.15101283026098677},{""control_response_lambda"":1.0,""mean_adjusted"":-0.16728584094721421,""mean_control"":0.17628716434455208}]"
log_loss_attenuation,discovery,joint_gaussian_regularized_cluster,61cef129ca8cc734e59e4f58,0.07410706721017048,0.05177304734332644,0.6986249664488287,estimable,1e-06,3,estimable,1.0,-1.0,0,0,"[{""control_response_lambda"":0.0,""mean_adjusted"":0.06905212844644742,""mean_control"":0.020288270743383807},{""control_response_lambda"":0.5,""mean_adjusted"":0.03567063205924647,""mean_control"":0.051240105538511466},{""control_response_lambda"":1.0,""mean_adjusted"":0.0040478576810950885,""mean_control"":0.08622957902696222}]"
log_loss_attenuation,discovery,joint_gaussian_regularized_cluster,6474bf84525b5f8901e9c847,0.04166625524584436,0.06124608034689342,1.469920442466494,estimable,1e-06,3,estimable,1.0,-1.0,0,0,"[{""control_response_lambda"":0.0,""mean_adjusted"":0.15230272055992353,""mean_control"":-0.003341068899843534},{""control_response_lambda"":0.5,""mean_adjusted"":0.137203243863843,""mean_control"":0.004706226123396199},{""control_response_lambda"":1.0,""mean_adjusted"":0.11956084706996704,""mean_control"":0.011421933122219882}]"
log_loss_attenuation,discovery,joint_gaussian_regularized_cluster,7e1bf2a0d61851cecd7b6046,0.7893891562496599,0.5061423749236096,0.6411823254936277,estimable,1e-06,3,estimable,1.0,0.5,0,0,"[{""control_response_lambda"":0.0,""mean_adjusted"":0.9411424362866669,""mean_control"":0.0011228731116209158},{""control_response_lambda"":0.5,""mean_adjusted"":0.9455052304035664,""mean_control"":0.014528730927961189},{""control_response_lambda"":1.0,""mean_adjusted"":0.9412622146037033,""mean_control"":0.024858086052833624}]"
log_loss_attenuation,discovery,joint_gaussian_regularized_cluster,abf87c205565392f1e00275c,0.003431368273519696,0.006770991755552334,1.9732629131664288,estimable,1e-06,3,estimable,1.0,-0.5,0,0,"[{""control_response_lambda"":0.0,""mean_adjusted"":-0.017371150466562582,""mean_control"":-0.020889105453643603},{""control_response_lambda"":0.5,""mean_adjusted"":-0.01729429511615568,""mean_control"":-0.017724732582303962},{""control_response_lambda"":1.0,""mean_adjusted"":-0.023331687718083315,""mean_control"":-0.013285116094274832}]"
log_loss_attenuation,discovery,joint_gaussian_regularized_cluster,c7bb703a3930eb4a7b9b0754,0.0334703573968851,0.04237110570523016,1.2659292879009831,estimable,1e-06,3,estimable,1.0,-0.5,0,0,"[{""control_response_lambda"":0.0,""mean_adjusted"":-0.7336618254773087,""mean_control"":-0.04643188999593059},{""control_response_lambda"":0.5,""mean_adjusted"":-0.7167935384646053,""mean_control"":-0.040397884904257046},{""control_response_lambda"":1.0,""mean_adjusted"":-0.7388067486525322,""mean_control"":-0.039371183739653356}]"
log_loss_attenuation,discovery,joint_wild_cluster_rademacher,3c58f494c94b8761a568ded4,0.0061532181036905885,0.011762914380078553,1.9116686881330227,estimable,1e-06,3,estimable,1.0,-1.0,0,0,"[{""control_response_lambda"":0.0,""mean_adjusted"":-0.12134361307668075,""mean_control"":0.13044235879635402},{""control_response_lambda"":0.5,""mean_adjusted"":-0.12923207610303153,""mean_control"":0.13820907886426925},{""control_response_lambda"":1.0,""mean_adjusted"":-0.14529673056212958,""mean_control"":0.15427754430354026}]"
log_loss_attenuation,discovery,joint_wild_cluster_rademacher,61cef129ca8cc734e59e4f58,0.05933221669496732,0.05268339120091706,0.8879390343995991,estimable,1e-06,3,estimable,1.0,-1.0,0,0,"[{""control_response_lambda"":0.0,""mean_adjusted"":0.02680387912564003,""mean_control"":0.009466889502048015},{""control_response_lambda"":0.5,""mean_adjusted"":0.002726847939363928,""mean_control"":0.03482574701105271},{""control_response_lambda"":1.0,""mean_adjusted"":-0.023142432788049644,""mean_control"":0.06082327821898218}]"
log_loss_attenuation,discovery,joint_wild_cluster_rademacher,6474bf84525b5f8901e9c847,0.034890735071766925,0.05132223453834756,1.4709416248405947,estimable,1e-06,3,estimable,1.0,-1.0,0,0,"[{""control_response_lambda"":0.0,""mean_adjusted"":0.05945176327602774,""mean_control"":-0.005538056218017122},{""control_response_lambda"":0.5,""mean_adjusted"":0.041720520953978595,""mean_control"":-0.0006829710226102268},{""control_response_lambda"":1.0,""mean_adjusted"":0.041489703128853854,""mean_control"":0.009290696372321362}]"
log_loss_attenuation,discovery,joint_wild_cluster_rademacher,7e1bf2a0d61851cecd7b6046,0.7611023078670948,0.543496296891107,0.7140909852371824,estimable,1e-06,3,estimable,1.0,-0.5,0,0,"[{""control_response_lambda"":0.0,""mean_adjusted"":0.9424711955802131,""mean_control"":0.0002619997307162811},{""control_response_lambda"":0.5,""mean_adjusted"":0.9466595672700676,""mean_control"":0.010923428988219838},{""control_response_lambda"":1.0,""mean_adjusted"":0.9221985285883371,""mean_control"":0.015683595133321612}]"
log_loss_attenuation,discovery,joint_wild_cluster_rademacher,abf87c205565392f1e00275c,0.00496592933867988,0.008321648175999627,1.6757484064829276,estimable,1e-06,3,estimable,1.0,-1.0,0,0,"[{""control_response_lambda"":0.0,""mean_adjusted"":-0.0018712489577805422,""mean_control"":-0.013984452678276284},{""control_response_lambda"":0.5,""mean_adjusted"":-0.005359436262443246,""mean_control"":-0.011998798006872154},{""control_response_lambda"":1.0,""mean_adjusted"":-0.008413361746471634,""mean_control"":-0.008943451045143288}]"
log_loss_attenuation,discovery,joint_wild_cluster_rademacher,c7bb703a3930eb4a7b9b0754,0.036120052448029905,0.012399258157168237,0.34327907399936597,estimable,1e-06,3,estimable,1.0,-0.5,0,0,"[{""control_response_lambda"":0.0,""mean_adjusted"":-0.5103377287776981,""mean_control"":-0.03525518378380036},{""control_response_lambda"":0.5,""mean_adjusted"":-0.5018907974356451,""mean_control"":-0.029304580066452954},{""control_response_lambda"":1.0,""mean_adjusted"":-0.5137723792506947,""mean_control"":-0.02247999303728414}]"
measurement_missingness_concentration,confirmation,joint_empirical_cluster_bootstrap,03ef63db7584762143dc3914,0.32890549532210467,0.0,0.0,estimable,1e-06,3,estimable,1.0,-1.0,0,0,"[{""control_response_lambda"":0.0,""mean_adjusted"":0.33807518546828896,""mean_control"":0.0},{""control_response_lambda"":0.5,""mean_adjusted"":0.1511009526705169,""mean_control"":0.17669767280029147},{""control_response_lambda"":1.0,""mean_adjusted"":-0.009329075581209682,""mean_control"":0.33012044124129253}]"
measurement_missingness_concentration,confirmation,joint_empirical_cluster_bootstrap,1cce3e5fe7c50070e58676c9,0.3384027777777778,0.0,0.0,estimable,1e-06,3,estimable,1.0,-1.0,0,0,"[{""control_response_lambda"":0.0,""mean_adjusted"":0.3515079365079365,""mean_control"":0.0},{""control_response_lambda"":0.5,""mean_adjusted"":0.14919609036796538,""mean_control"":0.19384298510404702},{""control_response_lambda"":1.0,""mean_adjusted"":-0.0026597140233503886,""mean_control"":0.34150348286908977}]"
measurement_missingness_concentration,confirmation,joint_empirical_cluster_bootstrap,1dbc920edffba9363b404b4e,0.3418150975402883,0.0,0.0,estimable,1e-06,3,estimable,1.0,-1.0,0,0,"[{""control_response_lambda"":0.0,""mean_adjusted"":0.34191176470588236,""mean_control"":0.0},{""control_response_lambda"":0.5,""mean_adjusted"":0.16493055555555555,""mean_control"":0.1875},{""control_response_lambda"":1.0,""mean_adjusted"":0.006495098039215691,""mean_control"":0.32373366013071897}]"
measurement_missingness_concentration,confirmation,joint_empirical_cluster_bootstrap,bfa569fbae807b7f50c3389f,0.3413652852077066,0.0,0.0,estimable,1e-06,3,estimable,1.0,-1.0,0,0,"[{""control_response_lambda"":0.0,""mean_adjusted"":0.34088626515097104,""mean_control"":0.0},{""control_response_lambda"":0.5,""mean_adjusted"":0.15898947882816222,""mean_control"":0.18771193908475967},{""control_response_lambda"":1.0,""mean_adjusted"":-0.001633878296057252,""mean_control"":0.3380667055718837}]"
measurement_missingness_concentration,confirmation,joint_empirical_cluster_bootstrap,d10b3aec4edc47fefb2bd92f,0.3396486266343134,0.0,0.0,estimable,1e-06,3,estimable,1.0,-1.0,0,0,"[{""control_response_lambda"":0.0,""mean_adjusted"":0.33877509390093175,""mean_control"":0.0},{""control_response_lambda"":0.5,""mean_adjusted"":0.15182830749229864,""mean_control"":0.18818499711314038},{""control_response_lambda"":1.0,""mean_adjusted"":0.0010258116057601182,""mean_control"":0.3391533927856251}]"
measurement_missingness_concentration,confirmation,joint_empirical_cluster_bootstrap,fe17c18b39eb86c6e9f982bd,0.3340479304188982,0.0,0.0,estimable,1e-06,3,estimable,1.0,-1.0,0,0,"[{""control_response_lambda"":0.0,""mean_adjusted"":0.3253124609423822,""mean_control"":0.0},{""control_response_lambda"":0.5,""mean_adjusted"":0.1488848999129678,""mean_control"":0.18416341145833334},{""control_response_lambda"":1.0,""mean_adjusted"":0.013787610344398857,""mean_control"":0.3308896019345238}]"
measurement_missingness_concentration,confirmation,joint_gaussian_regularized_cluster,03ef63db7584762143dc3914,0.3385127314814815,0.0,0.0,estimable,1e-06,3,estimable,1.0,-1.0,0,0,"[{""control_response_lambda"":0.0,""mean_adjusted"":0.34401041666666665,""mean_control"":0.0},{""control_response_lambda"":0.5,""mean_adjusted"":0.1484230324074074,""mean_control"":0.18525752314814814},{""control_response_lambda"":1.0,""mean_adjusted"":-0.0016927083333333334,""mean_control"":0.33953993055555554}]"
measurement_missingness_concentration,confirmation,joint_gaussian_regularized_cluster,1cce3e5fe7c50070e58676c9,0.3399522569444444,0.0,0.0,estimable,1e-06,3,estimable,1.0,-1.0,0,0,"[{""control_response_lambda"":0.0,""mean_adjusted"":0.3377821180555555,""mean_control"":0.0},{""control_response_lambda"":0.5,""mean_adjusted"":0.15611824156746032,""mean_control"":0.18557012648809523},{""control_response_lambda"":1.0,""mean_adjusted"":0.008014012896825394,""mean_control"":0.3323722718253968}]"
measurement_missingness_concentration,confirmation,joint_gaussian_regularized_cluster,1dbc920edffba9363b404b4e,0.33246527777777773,0.0,0.0,estimable,1e-06,3,estimable,1.0,-1.0,0,0,"[{""control_response_lambda"":0.0,""mean_adjusted"":0.333984375,""mean_control"":0.0},{""control_response_lambda"":0.5,""mean_adjusted"":0.146484375,""mean_control"":0.18967013888888887},{""control_response_lambda"":1.0,""mean_adjusted"":-0.0004340277777777738,""mean_control"":0.3276909722222222}]"
measurement_missingness_concentration,confirmation,joint_gaussian_regularized_cluster,bfa569fbae807b7f50c3389f,0.3314887152777778,0.0,0.0,estimable,1e-06,3,estimable,1.0,-1.0,0,0,"[{""control_response_lambda"":0.0,""mean_adjusted"":0.33539496527777773,""mean_control"":0.0},{""control_response_lambda"":0.5,""mean_adjusted"":0.14246961805555555,""mean_control"":0.18565538194444445},{""control_response_lambda"":1.0,""mean_adjusted"":-0.002387152777777774,""mean_control"":0.3333333333333333}]"
measurement_missingness_concentration,confirmation,joint_gaussian_regularized_cluster,d10b3aec4edc47fefb2bd92f,0.3388596442364824,0.0,0.0,estimable,1e-06,3,estimable,1.0,-1.0,0,0,"[{""control_response_lambda"":0.0,""mean_adjusted"":0.339620933600713,""mean_control"":0.0},{""control_response_lambda"":0.5,""mean_adjusted"":0.15136544674688057,""mean_control"":0.1878098540552585},{""control_response_lambda"":1.0,""mean_adjusted"":0.00040385472370766475,""mean_control"":0.3373788435828877}]"
measurement_missingness_concentration,confirmation,joint_gaussian_regularized_cluster,fe17c18b39eb86c6e9f982bd,0.33645833333333336,0.0,0.0,estimable,1e-06,3,estimable,1.0,-1.0,0,0,"[{""control_response_lambda"":0.0,""mean_adjusted"":0.32890625,""mean_control"":0.0},{""control_response_lambda"":0.5,""mean_adjusted"":0.16015625,""mean_control"":0.17994791666666668},{""control_response_lambda"":1.0,""mean_adjusted"":0.005891927083333338,""mean_control"":0.33447265625}]"
measurement_missingness_concentration,confirmation,joint_wild_cluster_rademacher,03ef63db7584762143dc3914,0.3334008487654321,0.0,0.0,estimable,1e-06,3,estimable,1.0,-1.0,0,0,"[{""control_response_lambda"":0.0,""mean_adjusted"":0.33292824074074073,""mean_control"":0.0},{""control_response_lambda"":0.5,""mean_adjusted"":0.1505642361111111,""mean_control"":0.18632812499999998},{""control_response_lambda"":1.0,""mean_adjusted"":-0.0021267361111111135,""mean_control"":0.33250868055555555}]"
