failure_predicate,partition,simulator_id,address_id,replicates,null_mean_target_contrast,null_sd_target_contrast,baseline_object_scale,standardized_null_bias,finite_rate,range_violations,identity_violations
relation_separation_attenuation,discovery,joint_empirical_cluster_bootstrap,f4f4a9de74337511940dbe01,128,1.5612511283791264e-17,5.116097094505963e-17,0.05,3.122502256758253e-16,1.0,0,0
relation_separation_attenuation,discovery,joint_gaussian_regularized_cluster,5664a919a73350d749e027dc,128,-0.0652183361876011,0.04740438298684647,0.05,1.304366723752022,1.0,0,0
relation_separation_attenuation,discovery,joint_gaussian_regularized_cluster,571870560547b22e35e1ccb9,128,0.18995211440240217,0.11058843932722982,0.05,3.7990422880480432,1.0,0,0
relation_separation_attenuation,discovery,joint_gaussian_regularized_cluster,71a9a769187d88ddfc17abe2,128,0.005551266387747675,0.0036168653745775247,0.05,0.1110253277549535,1.0,0,0
relation_separation_attenuation,discovery,joint_gaussian_regularized_cluster,aa0c3dea0cb178601665f0a3,128,-0.11022582892712274,0.08750776630263667,0.05,2.2045165785424548,1.0,0,0
relation_separation_attenuation,discovery,joint_gaussian_regularized_cluster,c6528334f0026fa6a5d60d51,128,0.056032296191519435,0.03256633551364259,0.09573386303571843,0.5852923345484733,1.0,0,0
relation_separation_attenuation,discovery,joint_gaussian_regularized_cluster,f4f4a9de74337511940dbe01,128,4.2825985813177425e-18,5.885348551696918e-17,0.05,8.565197162635485e-17,1.0,0,0
relation_separation_attenuation,discovery,joint_wild_cluster_rademacher,5664a919a73350d749e027dc,128,-0.04162544128336686,0.026577772634328752,0.05,0.8325088256673371,1.0,0,0
relation_separation_attenuation,discovery,joint_wild_cluster_rademacher,571870560547b22e35e1ccb9,128,0.19563179756128263,0.14879669868472833,0.05,3.9126359512256523,1.0,0,0
relation_separation_attenuation,discovery,joint_wild_cluster_rademacher,71a9a769187d88ddfc17abe2,128,0.005938680974786714,0.004457364925418906,0.05,0.11877361949573427,1.0,0,0
relation_separation_attenuation,discovery,joint_wild_cluster_rademacher,aa0c3dea0cb178601665f0a3,128,-0.09450255147842865,0.05785474825535367,0.05,1.8900510295685728,1.0,0,0
relation_separation_attenuation,discovery,joint_wild_cluster_rademacher,c6528334f0026fa6a5d60d51,128,0.019648487376260283,0.014579909945405959,0.09573386303571843,0.2052407241618298,1.0,0,0
relation_separation_attenuation,discovery,joint_wild_cluster_rademacher,f4f4a9de74337511940dbe01,128,1.6046192152785466e-17,4.628819572127218e-17,0.05,3.209238430557093e-16,1.0,0,0
